1,0.19,0.75,0.69,0.74,0.06,0.16,0.67,0.59,0.26,0.18,0.39,0.44,0.48,0.42,0.56
0.19,1,0.27,0.23,0.22,-0.06,0.08,0.16,0.28,0.23,0.25,0.61,0.15,0.17,0.12,0.49
0.75,0.27,1,0.73,0.78,0.09,0.15,0.72,0.84,0.25,0.22,0.46,0.45,0.44,0.42,0.64
0.69,0.23,0.73,1,0.73,0.08,0.24,0.90,0.60,0.17,0.18,0.44,0.46,0.37,0.44,0.61
0.74,0.22,0.78,0.73,1,0.06,0.11,0.74,0.52,0.15,0.15,0.39,0.38,0.35,0.35,0.58
0.06,-0.06,0.09,0.08,0.06,1,0.16,0.08,0.16,0.06,0.18,0.06,0.26,0.07,0.25,0.06
0.16,0.08,0.15,0.24,0.11,0.16,1,0.18,0.18,0.06,0.23,0.13,0.07,0.12,0.19,0.18
0.67,0.16,0.72,0.90,0.74,0.08,0.18,1,0.55,0.15,0.12,0.36,0.44,0.34,0.38,0.52
0.59,0.28,0.84,0.60,0.52,0.16,0.18,0.55,1,0.24,0.23,0.48,0.55,0.41,0.51,0.60
0.26,0.23,0.25,0.17,0.15,0.06,0.06,0.15,0.24,1,0.24,0.36,0.11,0.18,0.07,0.27
0.18,0.25,0.22,0.18,0.15,0.18,0.23,0.12,0.23,0.24,1,0.26,0.18,0.18,0.16,0.28
0.39,0.61,0.46,0.44,0.39,0.06,0.13,0.36,0.48,0.36,0.26,1,0.38,0.28,0.33,0.56
0.44,0.15,0.45,0.46,0.38,0.26,0.07,0.44,0.55,0.11,0.18,0.38,1,0.22,0.76,0.33
0.48,0.17,0.44,0.37,0.35,0.07,0.12,0.34,0.41,0.18,0.18,0.28,0.22,1,0.25,0.35
0.42,0.12,0.42,0.44,0.35,0.25,0.19,0.38,0.51,0.07,0.16,0.33,0.76,0.25,1,0.31
0.56,0.49,0.64,0.61,0.58,0.06,0.18,0.52,0.60,0.27,0.28,0.56,0.33,0.35,0.31,1
