1,N/A,0.07,0.59,0.06,0.05,0.48,0.61,0.69,N/A,0.71,N/A,0.03,0.72,0.15,0.07,0.61,0.52,0.10,0.04,0.13,0.62,0.14,0.23,0.06,0.07,0.07,0.44,0.50,0.63,0.35,0.19,0.06,N/A,0.07,0.01,0.65,N/A,N/A,0.53,0.05,0.58,0.83,0.12,0.43,0.12
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,N/A,1,0.23,-0.04,-0.15,0.04,0.21,0.19,N/A,0.10,N/A,0.10,0.17,-0.01,-0.03,0.09,0.07,-0.02,-0.03,0.08,0.17,-0.05,0.16,-0.02,-0.03,-0.03,-0.00,0.04,0.24,0.07,-0.01,-0.05,N/A,-0.03,-0.02,0.21,N/A,N/A,0.14,-0.00,0.16,-0.03,0.00,0.15,-0.00
0.59,N/A,0.23,1,0.05,0.05,0.47,0.81,0.84,N/A,0.70,N/A,0.16,0.58,0.13,0.04,0.64,0.55,0.03,0.04,0.05,0.65,0.10,0.18,0.08,0.05,0.04,0.46,0.45,0.84,0.29,0.27,0.04,N/A,0.04,0.02,0.85,N/A,N/A,0.58,0.01,0.62,0.42,0.05,0.46,0.13
0.06,N/A,-0.04,0.05,1,-0.00,0.03,0.07,0.08,N/A,0.13,N/A,0.07,0.08,-0.01,0.94,0.10,0.09,-0.03,0.87,0.06,0.49,0.08,0.06,0.80,0.93,0.94,0.55,0.71,0.04,-0.01,0.07,-0.03,N/A,0.94,0.03,0.10,N/A,N/A,0.39,0.07,0.06,0.04,-0.00,0.06,0.04
0.05,N/A,-0.15,0.05,-0.00,1,0.33,0.01,0.06,N/A,0.11,N/A,0.03,0.03,0.05,0.00,0.45,0.13,0.16,0.01,-0.02,0.06,0.04,0.03,0.02,0.01,0.00,0.05,0.20,-0.02,0.19,0.05,0.07,N/A,0.00,0.08,0.04,N/A,N/A,0.04,-0.02,0.04,0.01,0.05,0.04,0.07
0.48,N/A,0.04,0.47,0.03,0.33,1,0.46,0.51,N/A,0.52,N/A,0.02,0.50,0.14,0.04,0.62,0.37,0.21,0.03,0.10,0.47,0.34,0.14,0.12,0.07,0.04,0.36,0.43,0.46,0.40,0.26,-0.02,N/A,0.04,0.20,0.49,N/A,N/A,0.40,0.04,0.45,0.33,0.03,0.40,0.29
0.61,N/A,0.21,0.81,0.07,0.01,0.46,1,0.74,N/A,0.64,N/A,0.12,0.61,0.18,0.05,0.60,0.51,0.04,0.04,0.18,0.63,0.08,0.19,0.07,0.06,0.05,0.42,0.46,0.75,0.30,0.27,0.05,N/A,0.05,0.06,0.75,N/A,N/A,0.52,0.00,0.57,0.41,0.06,0.50,0.18
0.69,N/A,0.19,0.84,0.08,0.06,0.51,0.74,1,N/A,0.82,N/A,0.10,0.69,0.15,0.07,0.68,0.58,0.03,0.06,0.16,0.78,0.15,0.22,0.09,0.08,0.07,0.48,0.54,0.76,0.38,0.25,0.15,N/A,0.07,0.06,0.80,N/A,N/A,0.69,0.03,0.72,0.51,0.05,0.50,0.15
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.71,N/A,0.10,0.70,0.13,0.11,0.52,0.64,0.82,N/A,1,N/A,0.10,0.68,0.16,0.13,0.74,0.64,0.06,0.10,0.14,0.83,0.17,0.29,0.15,0.14,0.13,0.54,0.61,0.61,0.37,0.27,0.12,N/A,0.13,0.10,0.75,N/A,N/A,0.74,0.08,0.77,0.50,0.03,0.50,0.19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,N/A,0.10,0.16,0.07,0.03,0.02,0.12,0.10,N/A,0.10,N/A,1,0.16,0.02,0.03,0.42,0.05,-0.05,0.03,0.00,0.16,-0.04,0.03,0.19,0.02,0.03,0.01,0.07,0.13,0.07,0.15,0.00,N/A,0.03,-0.02,0.12,N/A,N/A,0.10,0.07,0.06,-0.04,0.05,0.05,-0.03
