1,0.34,0.41,0.60,0.46,0.23,0.45,0.19,0.35,1.00,0.24,0.11,0.33,0.49,0.26,0.40,0.25,0.22,0.29,0.33,0.39,0.29,0.40,0.25,0.32
0.34,1,0.63,0.62,0.53,0.34,0.40,0.26,0.81,0.31,0.26,0.23,0.86,0.83,0.56,0.51,0.72,0.50,0.10,0.29,0.45,0.36,0.84,0.20,0.92
0.41,0.63,1,0.51,0.53,0.20,0.43,0.27,0.54,0.41,0.20,0.18,0.73,0.82,0.49,0.39,0.51,0.35,0.12,0.34,0.45,0.29,0.67,0.36,0.61
0.60,0.62,0.51,1,0.52,0.28,0.52,0.27,0.61,0.60,0.17,0.21,0.61,0.83,0.40,0.40,0.57,0.36,0.14,0.25,0.49,0.29,0.63,0.22,0.61
0.46,0.53,0.53,0.52,1,0.39,0.70,0.21,0.48,0.47,0.25,0.15,0.43,0.56,0.32,0.36,0.44,0.34,0.15,0.20,0.43,0.29,0.42,0.24,0.45
0.23,0.34,0.20,0.28,0.39,1,0.31,0.07,0.38,0.26,0.41,0.09,0.27,0.24,0.30,0.23,0.27,0.31,0.06,0.23,0.32,0.08,0.30,0.11,0.36
0.45,0.40,0.43,0.52,0.70,0.31,1,0.11,0.37,0.47,0.20,0.15,0.32,0.48,0.27,0.24,0.36,0.16,0.10,0.23,0.29,0.17,0.34,0.26,0.33
0.19,0.26,0.27,0.27,0.21,0.07,0.11,1,0.28,0.17,0.07,0.01,0.32,0.37,0.19,0.15,0.25,0.21,0.23,0.17,0.23,0.42,0.31,0.37,0.30
0.35,0.81,0.54,0.61,0.48,0.38,0.37,0.28,1,0.34,0.27,0.22,0.82,0.77,0.55,0.52,0.72,0.51,0.12,0.26,0.46,0.30,0.82,0.30,0.86
1.00,0.31,0.41,0.60,0.47,0.26,0.47,0.17,0.34,1,0.28,0.08,0.32,0.49,0.25,0.39,0.25,0.23,0.25,0.35,0.39,0.24,0.39,0.26,0.30
0.24,0.26,0.20,0.17,0.25,0.41,0.20,0.07,0.27,0.28,1,0.01,0.20,0.24,0.13,0.17,0.17,0.15,0.11,0.11,0.30,0.06,0.21,0.11,0.22
0.11,0.23,0.18,0.21,0.15,0.09,0.15,0.01,0.22,0.08,0.01,1,0.20,0.16,0.11,0.18,0.13,0.19,0.05,0.05,0.13,0.09,0.23,0.03,0.17
0.33,0.86,0.73,0.61,0.43,0.27,0.32,0.32,0.82,0.32,0.20,0.20,1,0.88,0.56,0.47,0.71,0.49,0.16,0.26,0.45,0.40,0.95,0.28,0.78
0.49,0.83,0.82,0.83,0.56,0.24,0.48,0.37,0.77,0.49,0.24,0.16,0.88,1,0.53,0.47,0.67,0.51,0.19,0.32,0.55,0.39,0.87,0.29,0.83
0.26,0.56,0.49,0.40,0.32,0.30,0.27,0.19,0.55,0.25,0.13,0.11,0.56,0.53,1,0.32,0.48,0.39,0.02,0.15,0.30,0.30,0.56,0.22,0.51
0.40,0.51,0.39,0.40,0.36,0.23,0.24,0.15,0.52,0.39,0.17,0.18,0.47,0.47,0.32,1,0.43,0.31,0.12,0.22,0.34,0.25,0.49,0.21,0.41
0.25,0.72,0.51,0.57,0.44,0.27,0.36,0.25,0.72,0.25,0.17,0.13,0.71,0.67,0.48,0.43,1,0.43,0.10,0.28,0.46,0.35,0.72,0.19,0.69
0.22,0.50,0.35,0.36,0.34,0.31,0.16,0.21,0.51,0.23,0.15,0.19,0.49,0.51,0.39,0.31,0.43,1,0.08,0.13,0.27,0.28,0.46,0.24,0.52
0.29,0.10,0.12,0.14,0.15,0.06,0.10,0.23,0.12,0.25,0.11,0.05,0.16,0.19,0.02,0.12,0.10,0.08,1,0.07,0.19,0.09,0.14,0.09,0.07
0.33,0.29,0.34,0.25,0.20,0.23,0.23,0.17,0.26,0.35,0.11,0.05,0.26,0.32,0.15,0.22,0.28,0.13,0.07,1,0.26,0.16,0.25,0.47,0.23
0.39,0.45,0.45,0.49,0.43,0.32,0.29,0.23,0.46,0.39,0.30,0.13,0.45,0.55,0.30,0.34,0.46,0.27,0.19,0.26,1,0.25,0.55,0.19,0.46
0.29,0.36,0.29,0.29,0.29,0.08,0.17,0.42,0.30,0.24,0.06,0.09,0.40,0.39,0.30,0.25,0.35,0.28,0.09,0.16,0.25,1,0.37,0.14,0.31
0.40,0.84,0.67,0.63,0.42,0.30,0.34,0.31,0.82,0.39,0.21,0.23,0.95,0.87,0.56,0.49,0.72,0.46,0.14,0.25,0.55,0.37,1,0.28,0.78
0.25,0.20,0.36,0.22,0.24,0.11,0.26,0.37,0.30,0.26,0.11,0.03,0.28,0.29,0.22,0.21,0.19,0.24,0.09,0.47,0.19,0.14,0.28,1,0.26
0.32,0.92,0.61,0.61,0.45,0.36,0.33,0.30,0.86,0.30,0.22,0.17,0.78,0.83,0.51,0.41,0.69,0.52,0.07,0.23,0.46,0.31,0.78,0.26,1
