1,0.06,0.14,0.51,0.29,0.30,0.15,0.35,0.28,0.14,0.43,0.49,0.22,0.18
0.06,1,0.30,0.21,0.32,0.31,-0.08,0.25,0.40,0.35,0.11,0.19,0.02,0.17
0.14,0.30,1,0.16,0.20,0.30,0.35,0.42,0.25,0.12,0.11,0.37,0.35,0.18
0.51,0.21,0.16,1,0.29,0.22,0.03,0.50,0.12,0.23,0.36,0.38,0.34,0.34
0.29,0.32,0.20,0.29,1,0.26,0.07,0.28,0.21,0.19,0.18,0.15,0.08,0.05
0.30,0.31,0.30,0.22,0.26,1,0.16,0.28,0.24,0.27,0.24,0.35,0.37,0.11
0.15,-0.08,0.35,0.03,0.07,0.16,1,-0.02,0.11,-0.02,0.09,0.07,0.09,-0.15
0.35,0.25,0.42,0.50,0.28,0.28,-0.02,1,0.22,0.28,0.34,0.58,0.31,0.20
0.28,0.40,0.25,0.12,0.21,0.24,0.11,0.22,1,0.51,0.35,0.25,0.05,0.07
0.14,0.35,0.12,0.23,0.19,0.27,-0.02,0.28,0.51,1,0.40,0.19,0.10,0.15
0.43,0.11,0.11,0.36,0.18,0.24,0.09,0.34,0.35,0.40,1,0.30,0.14,0.13
0.49,0.19,0.37,0.38,0.15,0.35,0.07,0.58,0.25,0.19,0.30,1,0.24,0.24
0.22,0.02,0.35,0.34,0.08,0.37,0.09,0.31,0.05,0.10,0.14,0.24,1,0.13
0.18,0.17,0.18,0.34,0.05,0.11,-0.15,0.20,0.07,0.15,0.13,0.24,0.13,1
