1,0.38,0.23,0.20,0.34,0.36,0.64,0.36,0.31,0.05,0.26,0.22,0.32,0.29,0.19,0.17,0.24,0.11,0.31,0.25,0.25,0.07,0.11,0.36,0.54,0.24,0.20,0.23,0.15,0.25,0.22,0.13,0.19,0.28,0.51
0.38,1,0.30,0.19,0.45,0.49,0.45,0.35,0.44,0.22,0.42,0.15,0.53,0.41,0.36,0.31,0.17,0.23,0.33,0.35,0.54,0.17,0.30,0.76,0.41,0.33,0.43,0.30,0.29,0.24,0.46,0.14,0.43,0.34,0.49
0.23,0.30,1,0.16,0.20,0.18,0.23,0.23,0.17,0.06,0.16,0.08,0.18,0.30,0.30,0.14,0.06,0.11,0.14,0.25,0.18,0.09,0.12,0.26,0.28,0.27,0.18,1.00,0.12,0.10,0.20,0.15,0.41,0.16,0.17
0.20,0.19,0.16,1,0.26,0.45,0.48,0.14,0.52,-0.04,0.13,0.04,0.16,0.35,0.20,0.16,0.02,0.07,0.20,0.17,0.33,0.02,0.11,0.12,0.10,0.07,0.13,0.16,0.16,0.09,0.21,0.58,0.26,0.20,0.13
0.34,0.45,0.20,0.26,1,0.39,0.32,0.31,0.29,0.04,0.32,0.07,0.38,0.31,0.24,0.23,0.12,0.35,0.35,0.33,0.21,0.11,0.49,0.33,0.37,0.10,0.22,0.20,0.12,0.14,0.29,0.06,0.25,0.48,0.35
0.36,0.49,0.18,0.45,0.39,1,0.44,0.37,0.83,-0.01,0.43,0.31,0.34,0.41,0.21,0.35,0.20,0.31,0.55,0.35,0.43,0.07,0.15,0.43,0.32,0.20,0.25,0.18,0.28,0.23,0.45,0.17,0.34,0.30,0.33
0.64,0.45,0.23,0.48,0.32,0.44,1,0.48,0.43,0.02,0.30,0.23,0.45,0.26,0.20,0.28,0.29,0.09,0.37,0.34,0.38,0.06,0.17,0.37,0.34,0.18,0.26,0.23,0.17,0.32,0.31,0.18,0.31,0.32,0.42
0.36,0.35,0.23,0.14,0.31,0.37,0.48,1,0.32,0.01,0.64,0.22,0.50,0.31,0.20,0.27,0.28,0.14,0.39,0.34,0.49,0.05,0.19,0.26,0.29,0.15,0.29,0.23,0.25,0.57,0.19,0.18,0.25,0.25,0.53
0.31,0.44,0.17,0.52,0.29,0.83,0.43,0.32,1,0.04,0.38,0.14,0.34,0.34,0.23,0.32,0.10,0.16,0.46,0.22,0.39,0.08,0.14,0.40,0.26,0.15,0.28,0.17,0.25,0.25,0.43,0.15,0.27,0.29,0.31
0.05,0.22,0.06,-0.04,0.04,-0.01,0.02,0.01,0.04,1,0.03,0.09,0.15,0.02,0.06,0.18,-0.01,0.08,0.08,0.03,0.15,-0.02,0.00,0.13,0.03,0.06,0.12,0.06,0.07,-0.01,0.09,0.08,0.09,0.00,0.07
0.26,0.42,0.16,0.13,0.32,0.43,0.30,0.64,0.38,0.03,1,0.19,0.48,0.44,0.30,0.30,0.13,0.22,0.53,0.61,0.70,0.02,0.14,0.36,0.35,0.21,0.29,0.16,0.29,0.34,0.41,0.10,0.26,0.32,0.39
0.22,0.15,0.08,0.04,0.07,0.31,0.23,0.22,0.14,0.09,0.19,1,0.17,0.31,0.04,0.83,0.62,0.07,0.19,0.30,0.19,0.06,0.20,0.16,0.13,0.04,0.20,0.08,0.08,0.20,0.09,0.08,0.05,0.28,0.18
0.32,0.53,0.18,0.16,0.38,0.34,0.45,0.50,0.34,0.15,0.48,0.17,1,0.32,0.29,0.25,0.18,0.29,0.63,0.33,0.37,0.15,0.10,0.43,0.43,0.20,0.36,0.18,0.38,0.23,0.25,0.13,0.29,0.33,0.46
0.29,0.41,0.30,0.35,0.31,0.41,0.26,0.31,0.34,0.02,0.44,0.31,0.32,1,0.20,0.42,0.10,0.20,0.43,0.35,0.36,0.07,0.27,0.25,0.24,0.10,0.25,0.30,0.25,0.12,0.41,0.18,0.16,0.25,0.30
0.19,0.36,0.30,0.20,0.24,0.21,0.20,0.20,0.23,0.06,0.30,0.04,0.29,0.20,1,0.18,0.06,0.22,0.15,0.30,0.31,0.10,0.28,0.38,0.19,0.18,0.36,0.30,0.20,0.14,0.35,0.09,0.11,0.31,0.26
0.17,0.31,0.14,0.16,0.23,0.35,0.28,0.27,0.32,0.18,0.30,0.83,0.25,0.42,0.18,1,0.24,0.16,0.33,0.19,0.27,0.04,0.22,0.25,0.21,0.07,0.14,0.14,0.13,0.34,0.21,0.09,0.29,0.24,0.29
0.24,0.17,0.06,0.02,0.12,0.20,0.29,0.28,0.10,-0.01,0.13,0.62,0.18,0.10,0.06,0.24,1,0.53,0.05,0.19,0.09,0.04,0.04,0.13,0.08,0.21,0.28,0.06,0.20,0.01,0.12,0.11,0.02,0.19,0.13
0.11,0.23,0.11,0.07,0.35,0.31,0.09,0.14,0.16,0.08,0.22,0.07,0.29,0.20,0.22,0.16,0.53,1,0.28,0.23,0.22,0.01,0.13,0.26,0.22,0.20,0.24,0.11,0.35,0.08,0.35,0.04,0.29,0.19,0.16
0.31,0.33,0.14,0.20,0.35,0.55,0.37,0.39,0.46,0.08,0.53,0.19,0.63,0.43,0.15,0.33,0.05,0.28,1,0.32,0.37,0.06,0.22,0.25,0.35,0.13,0.25,0.14,0.37,0.16,0.31,0.13,0.27,0.38,0.31
0.25,0.35,0.25,0.17,0.33,0.35,0.34,0.34,0.22,0.03,0.61,0.30,0.33,0.35,0.30,0.19,0.19,0.23,0.32,1,0.59,0.07,0.24,0.21,0.41,0.32,0.33,0.25,0.26,0.22,0.33,0.10,0.18,0.19,0.31
0.25,0.54,0.18,0.33,0.21,0.43,0.38,0.49,0.39,0.15,0.70,0.19,0.37,0.36,0.31,0.27,0.09,0.22,0.37,0.59,1,0.11,0.26,0.40,0.24,0.19,0.34,0.18,0.18,0.28,0.41,0.30,0.24,0.27,0.34
0.07,0.17,0.09,0.02,0.11,0.07,0.06,0.05,0.08,-0.02,0.02,0.06,0.15,0.07,0.10,0.04,0.04,0.01,0.06,0.07,0.11,1,0.02,0.23,0.16,0.13,0.12,0.09,0.14,0.11,0.07,0.03,0.07,0.11,0.22
0.11,0.30,0.12,0.11,0.49,0.15,0.17,0.19,0.14,0.00,0.14,0.20,0.10,0.27,0.28,0.22,0.04,0.13,0.22,0.24,0.26,0.02,1,0.18,0.16,0.11,0.10,0.12,0.20,0.10,0.18,0.03,0.13,0.31,0.23
0.36,0.76,0.26,0.12,0.33,0.43,0.37,0.26,0.40,0.13,0.36,0.16,0.43,0.25,0.38,0.25,0.13,0.26,0.25,0.21,0.40,0.23,0.18,1,0.33,0.31,0.50,0.26,0.32,0.20,0.49,0.14,0.29,0.29,0.37
0.54,0.41,0.28,0.10,0.37,0.32,0.34,0.29,0.26,0.03,0.35,0.13,0.43,0.24,0.19,0.21,0.08,0.22,0.35,0.41,0.24,0.16,0.16,0.33,1,0.34,0.24,0.28,0.28,0.22,0.23,0.22,0.23,0.31,0.31
0.24,0.33,0.27,0.07,0.10,0.20,0.18,0.15,0.15,0.06,0.21,0.04,0.20,0.10,0.18,0.07,0.21,0.20,0.13,0.32,0.19,0.13,0.11,0.31,0.34,1,0.35,0.27,0.24,0.14,0.31,0.25,0.08,0.12,0.17
0.20,0.43,0.18,0.13,0.22,0.25,0.26,0.29,0.28,0.12,0.29,0.20,0.36,0.25,0.36,0.14,0.28,0.24,0.25,0.33,0.34,0.12,0.10,0.50,0.24,0.35,1,0.18,0.36,0.22,0.45,0.21,0.21,0.24,0.30
0.23,0.30,1.00,0.16,0.20,0.18,0.23,0.23,0.17,0.06,0.16,0.08,0.18,0.30,0.30,0.14,0.06,0.11,0.14,0.25,0.18,0.09,0.12,0.26,0.28,0.27,0.18,1,0.12,0.10,0.20,0.15,0.41,0.16,0.17
0.15,0.29,0.12,0.16,0.12,0.28,0.17,0.25,0.25,0.07,0.29,0.08,0.38,0.25,0.20,0.13,0.20,0.35,0.37,0.26,0.18,0.14,0.20,0.32,0.28,0.24,0.36,0.12,1,0.33,0.26,0.05,0.21,0.17,0.31
