1,0.20,0.85,0.47,0.16,0.29,0.81,0.91,0.83,0.06,0.92,0.24,0.95,0.26,0.82,0.63,0.70,0.58,0.76,0.81,0.72,0.79,0.80,0.26,0.88,0.52,0.83,0.45,0.38,0.80,0.26,0.90,0.26,0.41,0.87
0.20,1,0.18,0.13,0.09,0.14,0.21,0.24,0.22,0.07,0.25,0.24,0.21,0.11,0.21,0.21,0.27,0.30,0.28,0.21,0.29,0.29,0.26,0.12,0.21,0.11,0.19,0.10,0.20,0.29,0.11,0.18,0.09,0.25,0.23
0.85,0.18,1,0.51,0.12,0.17,0.83,0.75,0.76,0.04,0.89,0.14,0.82,0.30,0.78,0.62,0.67,0.51,0.72,0.79,0.72,0.76,0.78,0.30,0.86,0.48,0.83,0.44,0.34,0.79,0.30,0.89,0.30,0.36,0.83
0.47,0.13,0.51,1,0.14,0.09,0.46,0.41,0.45,0.09,0.44,0.17,0.50,0.11,0.54,0.49,0.50,0.38,0.42,0.45,0.40,0.45,0.47,0.11,0.46,0.38,0.46,0.31,0.32,0.41,0.11,0.48,0.11,0.29,0.40
0.16,0.09,0.12,0.14,1,0.16,0.15,0.11,0.16,0.01,0.17,0.11,0.16,0.08,0.16,0.10,0.13,0.16,0.20,0.16,0.15,0.22,0.16,0.08,0.14,0.05,0.10,0.06,0.17,0.22,0.08,0.14,0.08,0.09,0.18
0.29,0.14,0.17,0.09,0.16,1,0.27,0.31,0.30,0.05,0.33,0.11,0.20,0.26,0.23,0.21,0.27,0.15,0.36,0.20,0.31,0.34,0.29,0.26,0.31,0.10,0.20,0.22,0.14,0.29,0.26,0.22,0.26,0.13,0.23
0.81,0.21,0.83,0.46,0.15,0.27,1,0.73,0.78,0.08,0.88,0.17,0.81,0.29,0.78,0.62,0.65,0.63,0.76,0.79,0.77,0.75,0.80,0.29,0.82,0.50,0.77,0.46,0.47,0.76,0.29,0.84,0.29,0.41,0.84
0.91,0.24,0.75,0.41,0.11,0.31,0.73,1,0.77,0.12,0.92,0.38,0.91,0.78,0.85,0.79,0.81,0.65,0.76,0.83,0.70,0.74,0.81,0.72,0.82,0.46,0.86,0.44,0.44,0.72,0.78,0.88,0.77,0.48,0.90
0.83,0.22,0.76,0.45,0.16,0.30,0.78,0.77,1,0.09,0.88,0.35,0.74,0.35,0.66,0.61,0.64,0.70,0.98,0.72,0.87,0.90,0.87,0.38,0.85,0.46,0.76,0.40,0.40,0.89,0.35,0.79,0.35,0.33,0.77
0.06,0.07,0.04,0.09,0.01,0.05,0.08,0.12,0.09,1,0.11,0.02,0.09,0.09,0.13,0.09,0.14,0.11,0.12,0.12,0.08,0.10,0.15,0.04,0.04,0.04,0.06,0.03,0.06,0.09,0.09,0.07,0.09,0.08,0.12
