1,0.21,0.01,0.13,0.21,0.04,0.39,0.43,0.14,0.27,0.20,0.14,0.14,0.14,0.47,0.08,-0.01,0.37,0.41,0.10,0.45,0.44,0.07,N/A,N/A,0.09,0.07,0.34,0.44,0.43,0.21,0.07,N/A,0.37,0.26,N/A,0.46,0.44,0.11,0.15,-0.01,0.40,0.33,0.04,0.29,0.07,0.04,0.09,N/A,0.18,0.19,0.27,0.09,0.46,0.05,0.02
0.21,1,-0.02,-0.03,0.03,0.10,0.19,0.13,-0.01,0.11,0.10,0.02,-0.00,0.08,0.20,0.01,-0.01,0.23,0.15,0.06,0.23,0.17,-0.02,N/A,N/A,0.04,0.02,0.16,0.20,0.18,0.17,0.04,N/A,0.10,0.09,N/A,0.18,0.14,0.06,0.07,-0.02,0.17,0.23,0.05,0.15,0.06,0.06,0.01,N/A,0.03,0.04,0.15,0.18,0.19,0.05,0.04
0.01,-0.02,1,0.02,0.00,0.01,0.05,0.03,-0.00,0.06,0.05,0.03,-0.01,0.03,0.03,-0.01,-0.08,0.09,0.08,0.01,0.03,0.08,-0.03,N/A,N/A,0.06,0.02,0.05,0.07,0.07,-0.00,-0.07,N/A,0.06,0.10,N/A,0.06,0.05,-0.05,0.07,-0.02,0.05,0.08,-0.10,0.04,-0.04,0.01,0.01,N/A,0.02,0.00,0.07,-0.02,0.05,-0.08,-0.01
0.13,-0.03,0.02,1,0.04,-0.00,0.31,0.27,-0.02,0.18,0.15,0.04,0.01,0.12,0.18,0.19,0.09,0.31,0.21,0.33,0.13,0.37,0.09,N/A,N/A,0.18,0.07,0.25,0.29,0.29,0.10,0.02,N/A,0.14,0.18,N/A,0.27,0.32,0.06,0.13,0.00,0.27,0.21,-0.00,0.21,-0.01,0.14,0.23,N/A,0.13,0.04,0.13,0.18,0.30,0.13,0.07
0.21,0.03,0.00,0.04,1,0.15,0.23,0.17,0.43,0.12,0.05,0.19,0.04,0.21,0.62,0.01,-0.01,0.25,0.21,0.07,0.27,0.27,0.05,N/A,N/A,0.08,0.00,0.15,0.21,0.23,0.12,0.06,N/A,0.32,0.11,N/A,0.28,0.22,0.04,0.13,-0.01,0.20,0.21,0.02,0.22,0.01,0.06,0.06,N/A,0.35,0.97,0.13,0.03,0.30,0.05,0.06
0.04,0.10,0.01,-0.00,0.15,1,0.16,0.08,0.04,0.02,0.02,-0.02,0.00,0.17,0.11,-0.00,0.02,0.13,0.09,0.02,0.04,0.04,0.03,N/A,N/A,0.06,0.02,0.05,0.09,0.08,0.13,0.01,N/A,-0.01,0.01,N/A,0.06,0.09,-0.01,0.04,-0.00,0.08,0.06,0.03,0.09,0.00,0.01,0.01,N/A,0.15,0.23,0.07,0.02,0.07,0.05,0.04
0.39,0.19,0.05,0.31,0.23,0.16,1,0.69,0.10,0.40,0.32,0.20,0.07,0.34,0.59,0.14,0.05,0.67,0.63,0.20,0.39,0.73,0.15,N/A,N/A,0.36,0.06,0.59,0.75,0.76,0.28,0.10,N/A,0.40,0.35,N/A,0.78,0.72,0.24,0.28,0.08,0.76,0.47,0.08,0.44,0.09,0.28,0.15,N/A,0.29,0.23,0.36,0.25,0.78,0.15,0.06
0.43,0.13,0.03,0.27,0.17,0.08,0.69,1,0.09,0.44,0.23,0.27,0.06,0.19,0.62,0.09,0.00,0.64,0.71,0.23,0.39,0.78,0.22,N/A,N/A,0.20,0.07,0.76,0.88,0.87,0.20,0.21,N/A,0.29,0.44,N/A,0.82,0.85,0.08,0.30,0.07,0.88,0.42,0.07,0.39,0.16,0.13,0.18,N/A,0.27,0.18,0.51,0.19,0.83,0.08,0.12
0.14,-0.01,-0.00,-0.02,0.43,0.04,0.10,0.09,1,0.06,0.04,0.12,0.03,0.07,0.26,-0.02,0.09,0.05,0.08,0.00,0.10,0.14,-0.07,N/A,N/A,-0.01,-0.02,0.08,0.10,0.12,0.05,0.12,N/A,0.15,0.05,N/A,0.15,0.12,-0.05,0.05,-0.01,0.11,0.08,0.04,0.06,-0.03,-0.08,0.04,N/A,0.19,0.43,0.12,0.07,0.15,0.06,0.03
0.27,0.11,0.06,0.18,0.12,0.02,0.40,0.44,0.06,1,0.21,0.15,-0.01,0.16,0.37,0.09,-0.04,0.40,0.37,0.23,0.25,0.41,0.10,N/A,N/A,0.16,0.03,0.37,0.47,0.47,0.09,-0.04,N/A,0.20,0.45,N/A,0.44,0.47,0.03,0.20,-0.02,0.46,0.24,-0.00,0.19,0.02,0.13,0.17,N/A,0.12,0.13,0.23,0.13,0.42,0.08,-0.01
0.20,0.10,0.05,0.15,0.05,0.02,0.32,0.23,0.04,0.21,1,0.13,0.00,0.19,0.19,0.02,-0.01,0.24,0.24,0.09,0.17,0.25,-0.03,N/A,N/A,0.19,0.05,0.17,0.21,0.24,0.20,0.05,N/A,0.12,0.09,N/A,0.22,0.25,0.03,0.10,-0.02,0.21,0.22,-0.02,0.18,-0.02,0.07,0.06,N/A,0.05,0.04,0.10,0.12,0.24,0.11,0.11
0.14,0.02,0.03,0.04,0.19,-0.02,0.20,0.27,0.12,0.15,0.13,1,0.01,0.03,0.19,0.02,-0.02,0.22,0.17,0.03,0.10,0.22,0.01,N/A,N/A,0.03,0.01,0.15,0.18,0.19,0.03,0.17,N/A,0.20,0.10,N/A,0.21,0.26,0.02,0.11,-0.00,0.17,0.20,-0.03,0.14,-0.06,0.00,0.01,N/A,0.25,0.20,0.16,-0.00,0.21,-0.01,0.03
0.14,-0.00,-0.01,0.01,0.04,0.00,0.07,0.06,0.03,-0.01,0.00,0.01,1,0.10,0.06,-0.00,0.03,0.00,0.06,-0.00,0.02,0.06,0.01,N/A,N/A,0.02,-0.01,0.06,0.10,0.09,0.00,-0.02,N/A,0.01,0.09,N/A,0.08,0.06,0.00,-0.02,-0.01,0.10,-0.03,-0.02,0.06,-0.00,0.02,0.03,N/A,0.00,0.03,0.02,-0.01,0.09,0.01,-0.01
0.14,0.08,0.03,0.12,0.21,0.17,0.34,0.19,0.07,0.16,0.19,0.03,0.10,1,0.28,0.01,0.09,0.29,0.25,0.03,0.29,0.23,0.07,N/A,N/A,0.31,0.01,0.16,0.22,0.22,0.18,0.04,N/A,0.19,0.20,N/A,0.23,0.24,0.06,0.18,0.01,0.19,0.23,0.02,0.19,0.08,0.07,0.09,N/A,0.21,0.22,0.16,0.05,0.26,0.12,0.01
0.47,0.20,0.03,0.18,0.62,0.11,0.59,0.62,0.26,0.37,0.19,0.19,0.06,0.28,1,0.05,0.01,0.57,0.60,0.14,0.83,0.69,0.14,N/A,N/A,0.17,0.04,0.52,0.69,0.70,0.25,0.10,N/A,0.42,0.36,N/A,0.71,0.65,0.08,0.31,0.05,0.68,0.50,0.07,0.37,0.22,0.11,0.15,N/A,0.35,0.61,0.38,0.15,0.74,0.12,0.06
0.08,0.01,-0.01,0.19,0.01,-0.00,0.14,0.09,-0.02,0.09,0.02,0.02,-0.00,0.01,0.05,1,-0.00,0.09,0.06,0.03,0.05,0.07,0.01,N/A,N/A,0.00,0.02,0.08,0.08,0.08,0.01,-0.04,N/A,-0.00,0.09,N/A,0.06,0.08,0.05,-0.03,-0.01,0.07,0.06,0.03,0.06,0.03,0.04,0.02,N/A,0.09,0.01,0.03,0.02,0.07,0.04,-0.05
-0.01,-0.01,-0.08,0.09,-0.01,0.02,0.05,0.00,0.09,-0.04,-0.01,-0.02,0.03,0.09,0.01,-0.00,1,0.01,0.04,-0.00,0.03,0.04,-0.01,N/A,N/A,0.11,-0.01,0.03,0.01,0.05,0.30,0.08,N/A,0.05,-0.01,N/A,0.05,0.02,0.10,0.01,-0.04,0.03,-0.02,0.04,0.10,0.07,-0.05,0.01,N/A,0.02,-0.01,0.04,0.27,0.05,0.72,-0.04
0.37,0.23,0.09,0.31,0.25,0.13,0.67,0.64,0.05,0.40,0.24,0.22,0.00,0.29,0.57,0.09,0.01,1,0.61,0.19,0.43,0.68,0.16,N/A,N/A,0.32,0.09,0.57,0.69,0.70,0.20,0.08,N/A,0.39,0.36,N/A,0.70,0.71,0.15,0.38,0.01,0.67,0.52,0.04,0.42,0.13,0.28,0.22,N/A,0.27,0.25,0.44,0.25,0.69,0.09,0.08
0.41,0.15,0.08,0.21,0.21,0.09,0.63,0.71,0.08,0.37,0.24,0.17,0.06,0.25,0.60,0.06,0.04,0.61,1,0.20,0.43,0.70,0.19,N/A,N/A,0.24,0.09,0.61,0.78,0.77,0.22,0.10,N/A,0.37,0.44,N/A,0.76,0.73,0.12,0.28,0.05,0.78,0.49,0.35,0.38,0.12,0.16,0.15,N/A,0.26,0.21,0.43,0.18,0.76,0.09,0.10
