1,0.16,N/A,0.12,0.22,0.22,0.18,0.21,N/A,0.03,0.01,0.26,0.15,0.02,0.27,0.15,0.06,0.08,0.03
0.16,1,N/A,0.33,0.33,0.34,0.19,0.27,N/A,0.07,0.05,0.37,0.08,0.05,0.26,0.11,0.30,0.07,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.12,0.33,N/A,1,0.26,0.28,0.09,0.32,N/A,0.10,0.29,0.39,0.20,-0.01,0.31,0.11,0.22,0.12,0.18
0.22,0.33,N/A,0.26,1,0.80,0.11,0.33,N/A,0.08,0.23,0.68,0.28,0.01,0.37,0.11,0.34,0.02,0.15
0.22,0.34,N/A,0.28,0.80,1,0.07,0.25,N/A,0.02,0.33,0.74,0.15,0.03,0.38,0.06,0.28,0.02,0.21
0.18,0.19,N/A,0.09,0.11,0.07,1,0.15,N/A,0.05,0.08,0.14,0.12,-0.01,0.04,0.10,0.08,0.05,0.11
0.21,0.27,N/A,0.32,0.33,0.25,0.15,1,N/A,0.15,0.06,0.78,0.16,0.15,0.16,0.22,0.11,0.07,0.08
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,0.07,N/A,0.10,0.08,0.02,0.05,0.15,N/A,1,0.00,0.10,0.04,-0.00,0.16,0.06,0.03,0.01,0.01
0.01,0.05,N/A,0.29,0.23,0.33,0.08,0.06,N/A,0.00,1,0.23,0.10,0.01,0.26,-0.01,0.02,0.21,0.59
0.26,0.37,N/A,0.39,0.68,0.74,0.14,0.78,N/A,0.10,0.23,1,0.21,0.12,0.32,0.18,0.22,0.08,0.18
0.15,0.08,N/A,0.20,0.28,0.15,0.12,0.16,N/A,0.04,0.10,0.21,1,0.01,0.21,-0.02,0.11,0.01,0.07
0.02,0.05,N/A,-0.01,0.01,0.03,-0.01,0.15,N/A,-0.00,0.01,0.12,0.01,1,-0.04,-0.01,-0.04,0.03,-0.01
0.27,0.26,N/A,0.31,0.37,0.38,0.04,0.16,N/A,0.16,0.26,0.32,0.21,-0.04,1,0.06,0.43,0.04,0.16
0.15,0.11,N/A,0.11,0.11,0.06,0.10,0.22,N/A,0.06,-0.01,0.18,-0.02,-0.01,0.06,1,0.04,-0.01,-0.03
0.06,0.30,N/A,0.22,0.34,0.28,0.08,0.11,N/A,0.03,0.02,0.22,0.11,-0.04,0.43,0.04,1,0.03,0.04
0.08,0.07,N/A,0.12,0.02,0.02,0.05,0.07,N/A,0.01,0.21,0.08,0.01,0.03,0.04,-0.01,0.03,1,0.52
0.03,0.10,N/A,0.18,0.15,0.21,0.11,0.08,N/A,0.01,0.59,0.18,0.07,-0.01,0.16,-0.03,0.04,0.52,1
