1,-0.01,-0.02,-0.02,0.06,0.02,-0.04,-0.01,-0.03,0.10,-0.00,0.01,0.01,0.02,-0.01,-0.01,0.03,0.05,-0.01,0.10,-0.01,N/A,-0.04,-0.00,0.03,0.00,-0.02,-0.02,0.01,0.02,0.00,0.03,0.02,0.01,0.01,0.00,0.03,0.04,0.04,-0.03,-0.03,0.02,-0.01,0.01,0.00,-0.01,-0.02,0.06,0.02,-0.01,0.02,0.05,-0.02
-0.01,1,0.01,0.21,0.18,0.04,0.38,0.15,0.11,0.30,0.05,0.22,0.04,0.07,0.27,0.03,0.03,0.23,0.45,0.26,0.23,N/A,0.41,0.27,0.19,0.16,0.29,0.02,0.10,0.16,0.48,0.18,0.05,0.45,0.21,0.22,0.15,0.01,0.24,0.08,0.06,0.02,0.24,0.20,0.07,0.23,-0.01,0.17,0.24,0.35,0.23,0.24,0.01
-0.02,0.01,1,0.12,0.09,-0.10,-0.01,0.02,0.02,0.03,-0.06,0.01,0.06,0.09,0.01,0.04,-0.04,0.09,0.00,0.16,0.08,N/A,0.02,0.09,0.10,0.02,0.07,-0.00,0.02,0.09,-0.01,0.09,0.03,-0.02,0.06,0.16,0.06,0.03,0.13,-0.01,-0.07,-0.04,0.02,0.16,0.01,0.06,0.04,0.08,0.04,-0.01,0.09,0.04,-0.05
-0.02,0.21,0.12,1,0.33,0.03,0.15,0.18,0.28,0.13,0.01,0.32,0.12,0.45,0.01,0.19,-0.01,0.38,0.11,0.54,0.47,N/A,0.09,0.22,0.30,0.17,0.28,-0.00,0.32,0.26,0.24,0.43,0.12,0.06,0.06,0.42,0.26,-0.01,0.47,0.06,0.11,-0.04,0.27,0.28,0.22,0.39,0.08,0.24,0.06,0.20,0.31,0.45,0.05
0.06,0.18,0.09,0.33,1,0.03,0.15,0.10,0.08,0.11,0.05,0.25,0.06,0.26,0.19,0.02,0.07,0.32,0.09,0.46,0.41,N/A,0.04,0.19,0.15,0.27,0.15,0.03,0.18,0.14,0.17,0.31,0.17,0.06,0.01,0.23,0.30,0.01,0.28,-0.00,0.09,0.02,0.05,0.26,0.12,0.27,0.04,0.15,0.03,0.10,0.13,0.33,0.07
0.02,0.04,-0.10,0.03,0.03,1,0.03,0.01,-0.03,0.05,-0.01,0.03,-0.03,0.01,0.02,-0.01,0.05,0.03,0.04,0.03,0.08,N/A,-0.01,0.01,0.01,0.03,0.02,0.02,-0.00,0.01,0.10,-0.02,0.04,0.00,-0.03,0.07,0.01,0.04,0.09,-0.03,-0.06,0.10,0.04,0.02,-0.04,0.03,-0.01,0.00,0.00,0.03,-0.03,0.06,0.08
-0.04,0.38,-0.01,0.15,0.15,0.03,1,0.06,0.16,0.50,0.26,0.09,0.02,0.13,0.29,0.03,0.02,0.31,0.46,0.26,0.31,N/A,0.25,0.33,0.22,0.01,0.12,0.03,0.10,0.19,0.64,0.13,0.03,0.55,0.42,0.24,0.15,0.03,0.28,0.22,0.08,-0.01,0.17,0.01,0.10,0.25,0.02,0.09,-0.01,0.50,0.07,0.22,-0.02
-0.01,0.15,0.02,0.18,0.10,0.01,0.06,1,0.16,0.03,-0.03,0.12,0.06,0.10,0.01,0.00,-0.01,0.14,0.04,0.22,0.15,N/A,-0.00,0.03,0.36,0.02,0.19,0.01,0.06,0.03,0.03,0.19,0.06,0.03,0.09,0.27,0.08,0.03,0.27,0.02,0.07,-0.06,-0.00,0.03,0.11,0.11,0.09,0.08,0.16,0.04,0.19,0.19,-0.00
-0.03,0.11,0.02,0.28,0.08,-0.03,0.16,0.16,1,0.03,-0.03,0.27,0.04,0.06,0.02,0.03,-0.05,0.06,0.13,0.25,0.21,N/A,0.01,0.02,0.28,0.05,0.18,0.01,0.16,0.01,0.15,0.24,0.00,0.04,0.06,0.36,0.12,0.09,0.35,0.07,0.04,0.03,0.07,0.20,0.22,0.21,0.03,0.17,0.00,0.11,0.19,0.26,0.07
0.10,0.30,0.03,0.13,0.11,0.05,0.50,0.03,0.03,1,0.31,0.09,0.06,0.16,0.06,0.04,0.18,0.11,0.67,0.22,0.20,N/A,0.22,0.14,0.14,0.01,0.07,-0.01,0.12,0.10,0.57,0.05,0.02,0.52,0.33,0.20,0.06,0.18,0.20,0.18,0.05,0.04,0.14,0.02,0.08,0.27,0.01,0.02,0.02,0.44,0.06,0.20,-0.06
