N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.56,0.46,N/A,0.48,0.18,N/A,N/A,0.29,0.46,0.11,0.60,0.61,0.24,0.60,0.48,0.06,0.64,0.45,0.62,0.47,0.31,0.41,0.38,0.34,0.35,N/A,N/A,N/A,0.40,0.07,0.08,0.64,0.08,0.51,0.13,0.21,0.61,0.39,0.14,0.11,0.36,0.10,0.53,0.42,0.33,0.41,0.52,0.11,0.54,0.12,0.41,0.22,0.63
N/A,0.56,1,0.54,N/A,0.57,0.22,N/A,N/A,0.32,0.55,0.15,0.83,0.84,0.08,0.82,0.46,0.07,0.90,0.46,0.89,0.45,0.29,0.45,0.41,0.35,0.39,N/A,N/A,N/A,0.39,0.24,0.14,0.91,0.13,0.92,0.09,0.21,0.84,0.34,0.19,0.12,0.36,0.12,0.87,0.73,0.30,0.38,0.64,0.13,0.68,0.15,0.45,0.23,0.82
N/A,0.46,0.54,1,N/A,0.59,0.30,N/A,N/A,0.27,0.47,0.04,0.63,0.67,0.02,0.66,0.55,0.10,0.60,0.54,0.67,0.45,0.39,0.25,0.41,0.41,0.35,N/A,N/A,N/A,0.30,0.12,0.18,0.69,0.12,0.52,0.21,0.21,0.67,0.30,0.10,0.13,0.33,0.13,0.58,0.49,0.42,0.35,0.53,0.16,0.58,0.10,0.25,0.21,0.69
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.48,0.57,0.59,N/A,1,0.23,N/A,N/A,0.30,0.48,0.08,0.84,0.69,-0.01,0.69,0.62,0.06,0.63,0.63,0.67,0.61,0.47,0.24,0.44,0.48,0.52,N/A,N/A,N/A,0.31,0.13,0.20,0.69,0.18,0.54,0.23,0.28,0.68,0.30,0.15,0.15,0.38,0.17,0.60,0.52,0.44,0.38,0.48,0.09,0.52,0.13,0.24,0.28,0.73
N/A,0.18,0.22,0.30,N/A,0.23,1,N/A,N/A,0.10,0.19,-0.01,0.25,0.30,0.05,0.30,0.22,0.05,0.26,0.25,0.27,0.23,0.19,0.06,0.18,0.18,0.07,N/A,N/A,N/A,0.10,0.02,0.10,0.28,0.05,0.21,0.04,0.18,0.34,0.14,0.05,-0.00,0.14,0.02,0.29,0.22,0.20,0.13,0.28,0.03,0.30,0.03,0.06,0.11,0.27
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.29,0.32,0.27,N/A,0.30,0.10,N/A,N/A,1,0.15,0.05,0.37,0.33,0.07,0.31,0.20,0.05,0.32,0.22,0.36,0.16,0.30,0.27,0.13,0.12,0.31,N/A,N/A,N/A,0.16,0.40,0.03,0.36,0.22,0.30,0.31,0.18,0.32,0.16,0.03,0.20,0.22,0.09,0.34,0.24,0.16,0.25,0.28,0.09,0.17,0.62,0.27,0.23,0.33
N/A,0.46,0.55,0.47,N/A,0.48,0.19,N/A,N/A,0.15,1,0.06,0.59,0.62,0.05,0.61,0.43,0.04,0.60,0.42,0.61,0.38,0.23,0.32,0.35,0.51,0.32,N/A,N/A,N/A,0.38,0.01,0.13,0.64,0.10,0.52,0.08,0.22,0.62,0.32,0.23,0.09,0.32,0.11,0.51,0.45,0.28,0.32,0.45,0.15,0.56,0.01,0.32,0.09,0.63
N/A,0.11,0.15,0.04,N/A,0.08,-0.01,N/A,N/A,0.05,0.06,1,0.12,0.14,-0.07,0.15,0.03,0.02,0.15,0.01,0.14,0.14,0.06,-0.00,0.03,0.07,0.12,N/A,N/A,N/A,0.09,0.05,0.09,0.15,0.26,0.15,0.09,0.04,0.12,0.08,0.08,0.02,0.09,0.05,0.13,0.09,0.02,0.05,0.03,0.01,0.06,-0.05,-0.00,0.13,0.15
