1,-0.01,N/A,0.04,0.12,0.05,0.01,-0.01,N/A,0.10,0.02,0.10,N/A,N/A,-0.01,0.22,0.04,-0.13,0.01,0.07,0.13,-0.05,-0.01,0.05,0.24,0.04,0.02,0.03,0.10,0.17,N/A,-0.02,0.10,0.01,0.03,0.14,0.10,0.03,0.02,0.14,-0.05,0.17,N/A,0.09,0.15,0.00,0.07,0.17,0.09,N/A,N/A,0.04,-0.02,0.07
-0.01,1,N/A,0.46,0.46,0.16,0.17,0.19,N/A,0.33,0.29,0.33,N/A,N/A,0.47,0.02,0.37,0.20,0.09,0.46,0.36,0.03,0.27,0.19,0.16,0.25,0.47,0.23,0.41,0.24,N/A,0.41,0.08,0.09,0.25,0.43,0.18,0.33,-0.01,0.49,0.27,0.32,N/A,0.34,0.21,0.01,0.48,0.16,0.33,N/A,N/A,0.16,0.48,0.32
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.04,0.46,N/A,1,0.55,0.28,0.12,0.39,N/A,0.72,0.23,0.39,N/A,N/A,0.71,0.15,0.63,0.02,0.12,0.91,0.82,-0.00,0.21,0.19,0.26,0.44,0.80,0.25,0.83,0.34,N/A,0.71,0.20,0.17,0.16,0.70,0.27,0.65,0.03,0.70,0.23,0.71,N/A,0.73,0.27,0.05,0.71,0.15,0.33,N/A,N/A,0.10,0.69,0.40
0.12,0.46,N/A,0.55,1,0.23,0.14,0.33,N/A,0.57,0.53,0.57,N/A,N/A,0.39,0.22,0.51,0.18,0.11,0.53,0.56,0.03,0.24,0.21,0.32,0.27,0.60,0.32,0.63,0.43,N/A,0.28,0.18,0.02,0.32,0.87,0.25,0.53,0.05,0.61,0.25,0.59,N/A,0.59,0.30,0.06,0.59,0.28,0.44,N/A,N/A,0.07,0.38,0.51
0.05,0.16,N/A,0.28,0.23,1,0.11,0.17,N/A,0.23,0.22,0.21,N/A,N/A,0.22,0.07,0.23,-0.05,0.05,0.28,0.26,0.17,0.09,0.13,0.18,0.15,0.29,0.10,0.27,0.19,N/A,0.18,0.02,0.18,0.09,0.27,0.21,0.25,0.02,0.22,0.06,0.24,N/A,0.23,0.15,0.18,0.25,0.25,0.20,N/A,N/A,-0.00,0.18,0.15
0.01,0.17,N/A,0.12,0.14,0.11,1,0.04,N/A,0.18,0.08,0.16,N/A,N/A,0.07,-0.06,0.20,0.12,0.20,0.12,0.16,0.07,0.04,0.01,0.12,0.13,0.13,0.15,0.21,0.09,N/A,0.00,0.03,0.02,0.26,0.21,0.02,0.15,0.04,0.15,0.09,0.20,N/A,0.19,0.05,-0.00,0.28,0.18,0.22,N/A,N/A,-0.01,0.03,0.11
-0.01,0.19,N/A,0.39,0.33,0.17,0.04,1,N/A,0.44,0.16,0.22,N/A,N/A,0.18,0.01,0.38,0.04,0.15,0.38,0.42,0.05,0.14,0.12,0.12,0.32,0.32,0.19,0.45,0.18,N/A,0.11,0.12,-0.01,0.11,0.43,0.11,0.86,0.05,0.37,0.10,0.42,N/A,0.44,0.17,0.00,0.38,0.08,0.19,N/A,N/A,0.01,0.18,0.19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.10,0.33,N/A,0.72,0.57,0.23,0.18,0.44,N/A,1,0.27,0.41,N/A,N/A,0.32,0.28,0.76,0.02,0.20,0.79,0.73,0.08,0.18,0.22,0.27,0.63,0.71,0.21,0.95,0.36,N/A,0.16,0.20,0.02,0.19,0.84,0.22,0.78,0.06,0.75,0.23,0.95,N/A,0.99,0.35,0.03,0.75,0.15,0.31,N/A,N/A,0.03,0.28,0.32
0.02,0.29,N/A,0.23,0.53,0.22,0.08,0.16,N/A,0.27,1,0.39,N/A,N/A,0.28,0.13,0.22,0.25,0.07,0.24,0.24,0.01,0.17,0.14,0.13,0.07,0.32,0.27,0.30,0.20,N/A,0.12,0.04,-0.00,0.09,0.43,0.15,0.26,0.03,0.27,0.27,0.26,N/A,0.29,0.17,-0.00,0.31,0.19,0.26,N/A,N/A,0.01,0.18,0.36
0.10,0.33,N/A,0.39,0.57,0.21,0.16,0.22,N/A,0.41,0.39,1,N/A,N/A,0.27,0.07,0.32,0.04,0.04,0.38,0.37,0.04,0.28,0.06,0.14,0.11,0.39,0.28,0.45,0.28,N/A,0.20,0.20,0.09,0.16,0.52,0.28,0.36,0.04,0.43,0.23,0.42,N/A,0.44,0.25,0.00,0.46,0.16,0.37,N/A,N/A,0.08,0.29,0.35
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.01,0.47,N/A,0.71,0.39,0.22,0.07,0.18,N/A,0.32,0.28,0.27,N/A,N/A,1,0.06,0.35,0.12,0.04,0.70,0.39,0.00,0.18,0.16,0.20,0.17,0.64,0.26,0.49,0.27,N/A,0.82,0.05,0.17,0.09,0.38,0.23,0.31,0.06,0.42,0.18,0.31,N/A,0.33,0.18,0.00,0.44,0.17,0.33,N/A,N/A,0.13,0.75,0.37
0.22,0.02,N/A,0.15,0.22,0.07,-0.06,0.01,N/A,0.28,0.13,0.07,N/A,N/A,0.06,1,0.09,-0.02,0.01,0.16,0.18,-0.03,0.03,-0.00,0.26,0.11,0.13,-0.02,0.21,0.12,N/A,0.02,0.04,0.03,0.08,0.25,0.05,0.09,0.04,0.27,-0.05,0.23,N/A,0.23,0.24,-0.00,0.15,0.03,0.02,N/A,N/A,0.03,0.02,0.08
0.04,0.37,N/A,0.63,0.51,0.23,0.20,0.38,N/A,0.76,0.22,0.32,N/A,N/A,0.35,0.09,1,0.06,0.16,0.66,0.68,0.08,0.19,0.27,0.25,0.71,0.59,0.30,0.76,0.36,N/A,0.20,0.25,0.07,0.24,0.69,0.28,0.73,0.07,0.70,0.25,0.73,N/A,0.76,0.32,0.06,0.66,0.22,0.36,N/A,N/A,0.07,0.35,0.33
-0.13,0.20,N/A,0.02,0.18,-0.05,0.12,0.04,N/A,0.02,0.25,0.04,N/A,N/A,0.12,-0.02,0.06,1,-0.03,0.02,0.06,0.05,0.11,-0.03,-0.05,-0.01,0.04,0.09,0.03,-0.04,N/A,-0.00,-0.05,-0.04,0.07,0.11,0.02,0.05,0.01,0.04,0.05,0.01,N/A,0.04,0.05,0.01,0.05,0.05,0.03,N/A,N/A,-0.00,0.02,0.04
0.01,0.09,N/A,0.12,0.11,0.05,0.20,0.15,N/A,0.20,0.07,0.04,N/A,N/A,0.04,0.01,0.16,-0.03,1,0.13,0.17,-0.05,0.08,0.11,0.03,0.14,0.12,0.14,0.18,0.07,N/A,0.00,0.10,0.01,0.07,0.18,0.04,0.19,0.03,0.19,0.03,0.18,N/A,0.19,0.05,0.00,0.17,0.05,0.04,N/A,N/A,0.00,0.06,0.02
0.07,0.46,N/A,0.91,0.53,0.28,0.12,0.38,N/A,0.79,0.24,0.38,N/A,N/A,0.70,0.16,0.66,0.02,0.13,1,0.66,0.05,0.18,0.20,0.25,0.51,0.85,0.25,0.88,0.36,N/A,0.69,0.14,0.13,0.16,0.71,0.25,0.66,0.03,0.69,0.22,0.77,N/A,0.79,0.27,0.02,0.71,0.18,0.33,N/A,N/A,0.12,0.67,0.39
0.13,0.36,N/A,0.82,0.56,0.26,0.16,0.42,N/A,0.73,0.24,0.37,N/A,N/A,0.39,0.18,0.68,0.06,0.17,0.66,1,0.01,0.23,0.23,0.31,0.47,0.59,0.23,0.76,0.35,N/A,0.27,0.24,0.08,0.20,0.74,0.27,0.70,0.02,0.79,0.21,0.73,N/A,0.75,0.30,0.08,0.71,0.15,0.28,N/A,N/A,0.04,0.36,0.35
-0.05,0.03,N/A,-0.00,0.03,0.17,0.07,0.05,N/A,0.08,0.01,0.04,N/A,N/A,0.00,-0.03,0.08,0.05,-0.05,0.05,0.01,1,-0.01,-0.01,-0.06,0.00,0.08,0.01,0.07,-0.09,N/A,-0.04,-0.07,0.01,0.02,0.06,0.05,0.09,0.02,0.02,0.06,0.06,N/A,0.07,-0.01,-0.02,0.09,0.03,0.05,N/A,N/A,-0.03,-0.00,0.02
-0.01,0.27,N/A,0.21,0.24,0.09,0.04,0.14,N/A,0.18,0.17,0.28,N/A,N/A,0.18,0.03,0.19,0.11,0.08,0.18,0.23,-0.01,1,0.12,0.13,0.12,0.19,0.31,0.20,0.13,N/A,0.10,0.06,-0.03,0.00,0.22,0.15,0.21,0.00,0.21,0.05,0.20,N/A,0.20,0.08,0.02,0.19,0.04,0.16,N/A,N/A,-0.01,0.20,0.15
0.05,0.19,N/A,0.19,0.21,0.13,0.01,0.12,N/A,0.22,0.14,0.06,N/A,N/A,0.16,-0.00,0.27,-0.03,0.11,0.20,0.23,-0.01,0.12,1,0.09,0.13,0.18,0.20,0.21,0.13,N/A,0.05,0.03,0.00,0.14,0.24,0.11,0.23,0.30,0.20,0.11,0.22,N/A,0.22,0.10,-0.00,0.18,0.04,0.03,N/A,N/A,-0.01,0.11,0.16
0.24,0.16,N/A,0.26,0.32,0.18,0.12,0.12,N/A,0.27,0.13,0.14,N/A,N/A,0.20,0.26,0.25,-0.05,0.03,0.25,0.31,-0.06,0.13,0.09,1,0.16,0.29,0.16,0.29,0.51,N/A,0.10,0.00,0.01,0.22,0.31,0.13,0.23,0.01,0.26,0.06,0.30,N/A,0.28,0.25,-0.01,0.30,0.29,0.23,N/A,N/A,0.01,0.15,0.19
0.04,0.25,N/A,0.44,0.27,0.15,0.13,0.32,N/A,0.63,0.07,0.11,N/A,N/A,0.17,0.11,0.71,-0.01,0.14,0.51,0.47,0.00,0.12,0.13,0.16,1,0.44,0.14,0.59,0.21,N/A,0.09,0.15,0.02,0.10,0.48,0.12,0.56,0.05,0.49,0.10,0.58,N/A,0.60,0.21,0.06,0.47,0.07,0.18,N/A,N/A,0.00,0.19,0.15
0.02,0.47,N/A,0.80,0.60,0.29,0.13,0.32,N/A,0.71,0.32,0.39,N/A,N/A,0.64,0.13,0.59,0.04,0.12,0.85,0.59,0.08,0.19,0.18,0.29,0.44,1,0.27,0.79,0.35,N/A,0.61,0.13,0.11,0.28,0.69,0.25,0.60,0.02,0.63,0.23,0.69,N/A,0.71,0.24,0.01,0.65,0.19,0.33,N/A,N/A,0.09,0.63,0.45
