1,0.04,0.16,0.00,0.19,N/A,N/A,0.13,0.02,0.26,-0.04,0.05,-0.00,0.03,-0.02,N/A,0.17,0.12,0.04,0.05,-0.03,0.14,-0.01,N/A,0.02,0.02,0.04,0.09,0.02,-0.06,0.09,0.04,0.04,0.08,0.01,0.03,0.06,0.12,0.11,0.17,-0.03,0.24,-0.01,0.03,0.09,0.03,N/A,0.05,0.19,0.02,0.14,0.05,0.16,0.02,0.04,0.04,0.17,0.00,0.04,N/A,0.02,0.02,0.14,0.16
0.04,1,0.25,-0.00,0.24,N/A,N/A,0.23,0.02,0.24,0.15,0.11,0.17,0.16,0.28,N/A,0.10,0.23,0.12,0.10,0.00,0.09,0.11,N/A,0.20,0.05,-0.01,0.24,0.02,0.07,0.18,0.10,0.10,0.13,-0.00,-0.00,0.02,0.13,0.13,0.02,0.08,0.14,0.04,0.05,0.05,0.15,N/A,0.23,0.17,0.11,0.17,0.09,0.25,0.03,0.01,0.01,0.15,0.29,0.18,N/A,0.16,0.07,0.28,0.30
0.16,0.25,1,0.09,0.80,N/A,N/A,0.44,0.12,0.76,0.25,0.27,0.40,0.15,0.17,N/A,0.48,0.77,0.25,0.20,0.07,0.30,0.34,N/A,0.26,0.33,0.14,0.58,0.10,0.07,0.49,0.39,0.40,0.48,0.05,0.03,0.08,0.46,0.52,0.22,0.24,0.34,0.24,0.16,0.29,0.32,N/A,0.51,0.70,0.13,0.41,0.32,0.78,0.18,0.09,0.09,0.32,0.31,0.45,N/A,0.49,0.17,0.74,0.83
0.00,-0.00,0.09,1,0.08,N/A,N/A,0.09,0.02,0.07,0.20,0.01,0.02,0.01,0.00,N/A,0.17,0.08,0.06,-0.01,0.01,0.07,-0.01,N/A,-0.02,0.15,-0.01,0.04,-0.01,-0.07,0.02,0.12,0.17,0.01,-0.00,-0.03,-0.01,0.10,0.11,-0.01,0.00,0.03,0.00,0.01,0.29,0.02,N/A,0.12,0.06,-0.01,0.01,0.02,0.08,0.00,0.02,0.01,0.02,0.00,0.06,N/A,0.04,0.02,0.05,0.07
0.19,0.24,0.80,0.08,1,N/A,N/A,0.47,0.07,0.88,0.33,0.30,0.30,0.13,0.13,N/A,0.46,0.91,0.16,0.25,0.03,0.34,0.37,N/A,0.26,0.33,0.18,0.60,0.11,0.08,0.53,0.32,0.30,0.50,0.05,0.11,0.08,0.46,0.56,0.26,0.23,0.40,0.28,0.14,0.29,0.38,N/A,0.52,0.81,0.06,0.42,0.32,0.86,0.15,0.10,0.12,0.32,0.29,0.44,N/A,0.48,0.13,0.68,0.83
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.13,0.23,0.44,0.09,0.47,N/A,N/A,1,0.04,0.45,0.20,0.21,0.12,0.09,0.17,N/A,0.38,0.43,0.22,0.20,-0.01,0.26,0.27,N/A,0.11,0.32,0.03,0.45,0.01,-0.05,0.27,0.30,0.26,0.37,0.14,0.02,0.02,0.35,0.38,0.12,0.03,0.28,0.18,0.08,0.23,0.24,N/A,0.35,0.36,0.02,0.36,0.20,0.41,0.02,0.11,0.13,0.25,0.24,0.31,N/A,0.28,0.05,0.39,0.46
0.02,0.02,0.12,0.02,0.07,N/A,N/A,0.04,1,0.06,0.02,0.01,0.01,0.01,-0.00,N/A,0.14,0.07,0.03,0.03,0.00,0.01,0.03,N/A,0.01,0.02,-0.00,0.12,-0.01,0.03,-0.00,0.02,0.13,0.07,0.01,-0.04,0.00,0.11,0.03,0.06,0.01,0.13,-0.00,0.00,0.01,-0.00,N/A,0.13,0.06,-0.00,0.11,-0.01,0.09,-0.02,-0.01,-0.01,0.02,0.02,0.06,N/A,0.02,0.04,0.06,0.08
0.26,0.24,0.76,0.07,0.88,N/A,N/A,0.45,0.06,1,0.22,0.31,0.23,0.16,0.11,N/A,0.44,0.87,0.14,0.24,0.02,0.34,0.34,N/A,0.28,0.35,0.15,0.57,0.09,0.08,0.53,0.34,0.30,0.47,0.02,0.13,0.19,0.48,0.56,0.26,0.22,0.36,0.31,0.15,0.24,0.33,N/A,0.45,0.82,0.06,0.39,0.36,0.84,0.13,0.09,0.11,0.35,0.25,0.48,N/A,0.48,0.11,0.66,0.79
