1,0.19,0.20,0.36,0.25,0.90,0.37,0.50,0.61,0.51,0.41,0.26,0.40,0.13,0.44,0.38,0.21,0.28,0.95,0.44,0.38,0.11,0.20,0.39,0.52,0.09,0.55,0.23,0.77,0.45,0.44,0.03,0.37
0.19,1,0.03,0.34,0.12,0.30,0.32,0.16,0.17,0.16,0.29,0.30,0.30,0.02,0.29,0.30,0.15,0.30,0.20,0.31,0.31,0.10,0.14,0.31,0.16,0.15,0.18,0.14,0.29,0.60,0.27,0.06,0.27
0.20,0.03,1,0.19,0.15,0.24,0.20,0.14,0.23,0.13,0.35,0.16,0.19,0.00,0.19,0.21,0.33,0.21,0.18,0.18,0.23,0.09,0.13,0.19,0.13,0.07,0.18,0.25,0.26,0.16,0.18,-0.00,0.22
0.36,0.34,0.19,1,0.27,0.69,0.94,0.56,0.31,0.57,0.96,0.81,0.97,0.10,0.77,0.94,0.29,0.90,0.40,0.94,0.92,0.33,0.34,0.95,0.56,0.28,0.36,0.39,0.76,0.91,0.89,0.15,0.45
0.25,0.12,0.15,0.27,1,0.34,0.33,0.13,0.20,0.20,0.28,0.35,0.27,0.09,0.35,0.36,0.13,0.34,0.28,0.25,0.30,0.13,0.30,0.27,0.13,0.11,0.24,0.41,0.41,0.25,0.26,0.05,0.37
0.90,0.30,0.24,0.69,0.34,1,0.70,0.53,0.58,0.56,0.72,0.58,0.71,0.14,0.66,0.71,0.30,0.64,0.88,0.71,0.69,0.24,0.32,0.71,0.54,0.20,0.57,0.38,0.93,0.71,0.69,0.09,0.48
0.37,0.32,0.20,0.94,0.33,0.70,1,0.54,0.31,0.57,0.95,0.83,0.96,0.07,0.80,0.95,0.30,0.91,0.42,0.92,0.93,0.36,0.41,0.95,0.54,0.28,0.38,0.48,0.77,0.89,0.89,0.14,0.47
0.50,0.16,0.14,0.56,0.13,0.53,0.54,1,0.37,0.88,0.60,0.29,0.61,0.07,0.61,0.52,0.14,0.33,0.52,0.73,0.60,0.22,0.16,0.59,0.97,0.13,0.40,0.23,0.52,0.68,0.74,0.13,0.33
0.61,0.17,0.23,0.31,0.20,0.58,0.31,0.37,1,0.38,0.35,0.27,0.33,0.22,0.37,0.33,0.32,0.25,0.59,0.36,0.34,0.15,0.18,0.33,0.38,0.02,0.86,0.21,0.54,0.37,0.35,0.00,0.36
0.51,0.16,0.13,0.57,0.20,0.56,0.57,0.88,0.38,1,0.61,0.34,0.62,0.11,0.65,0.55,0.21,0.39,0.55,0.72,0.61,0.26,0.22,0.60,0.91,0.14,0.44,0.30,0.56,0.67,0.75,0.12,0.32
0.41,0.29,0.35,0.96,0.28,0.72,0.95,0.60,0.35,0.61,1,0.80,0.99,0.08,0.79,0.95,0.31,0.90,0.45,0.95,0.93,0.33,0.33,0.97,0.60,0.24,0.40,0.40,0.78,0.91,0.91,0.15,0.45
0.26,0.30,0.16,0.81,0.35,0.58,0.83,0.29,0.27,0.34,0.80,1,0.81,0.14,0.64,0.89,0.29,0.85,0.30,0.74,0.79,0.33,0.51,0.81,0.29,0.24,0.32,0.41,0.71,0.72,0.71,0.18,0.39
0.40,0.30,0.19,0.97,0.27,0.71,0.96,0.61,0.33,0.62,0.99,0.81,1,0.08,0.79,0.95,0.27,0.90,0.44,0.97,0.93,0.33,0.33,0.98,0.61,0.24,0.39,0.38,0.77,0.92,0.92,0.16,0.44
0.13,0.02,0.00,0.10,0.09,0.14,0.07,0.07,0.22,0.11,0.08,0.14,0.08,1,0.12,0.11,0.16,0.08,0.15,0.08,0.12,0.04,0.12,0.09,0.06,0.22,0.23,0.12,0.15,0.07,0.08,0.01,0.04
0.44,0.29,0.19,0.77,0.35,0.66,0.80,0.61,0.37,0.65,0.79,0.64,0.79,0.12,1,0.79,0.35,0.71,0.50,0.80,0.80,0.33,0.39,0.78,0.62,0.26,0.45,0.48,0.72,0.78,0.79,0.16,0.46
0.38,0.30,0.21,0.94,0.36,0.71,0.95,0.52,0.33,0.55,0.95,0.89,0.95,0.11,0.79,1,0.33,0.92,0.43,0.91,0.92,0.37,0.46,0.94,0.52,0.29,0.40,0.45,0.85,0.87,0.87,0.17,0.45
0.21,0.15,0.33,0.29,0.13,0.30,0.30,0.14,0.32,0.21,0.31,0.29,0.27,0.16,0.35,0.33,1,0.29,0.23,0.25,0.30,0.16,0.31,0.28,0.12,0.14,0.32,0.32,0.35,0.26,0.25,0.01,0.25
0.28,0.30,0.21,0.90,0.34,0.64,0.91,0.33,0.25,0.39,0.90,0.85,0.90,0.08,0.71,0.92,0.29,1,0.32,0.82,0.87,0.34,0.36,0.90,0.32,0.27,0.32,0.43,0.73,0.79,0.79,0.14,0.42
0.95,0.20,0.18,0.40,0.28,0.88,0.42,0.52,0.59,0.55,0.45,0.30,0.44,0.15,0.50,0.43,0.23,0.32,1,0.48,0.42,0.15,0.24,0.44,0.54,0.11,0.69,0.27,0.78,0.48,0.48,0.03,0.39
0.44,0.31,0.18,0.94,0.25,0.71,0.92,0.73,0.36,0.72,0.95,0.74,0.97,0.08,0.80,0.91,0.25,0.82,0.48,1,0.91,0.33,0.31,0.95,0.74,0.23,0.41,0.35,0.75,0.93,0.95,0.17,0.43
0.38,0.31,0.23,0.92,0.30,0.69,0.93,0.60,0.34,0.61,0.93,0.79,0.93,0.12,0.80,0.92,0.30,0.87,0.42,0.91,1,0.36,0.38,0.92,0.59,0.28,0.40,0.43,0.76,0.87,0.89,0.17,0.47
0.11,0.10,0.09,0.33,0.13,0.24,0.36,0.22,0.15,0.26,0.33,0.33,0.33,0.04,0.33,0.37,0.16,0.34,0.15,0.33,0.36,1,0.24,0.32,0.23,0.11,0.19,0.17,0.30,0.31,0.32,0.04,0.23
0.20,0.14,0.13,0.34,0.30,0.32,0.41,0.16,0.18,0.22,0.33,0.51,0.33,0.12,0.39,0.46,0.31,0.36,0.24,0.31,0.38,0.24,1,0.34,0.16,0.22,0.24,0.36,0.42,0.30,0.34,0.03,0.21
0.39,0.31,0.19,0.95,0.27,0.71,0.95,0.59,0.33,0.60,0.97,0.81,0.98,0.09,0.78,0.94,0.28,0.90,0.44,0.95,0.92,0.32,0.34,1,0.59,0.25,0.39,0.37,0.77,0.91,0.91,0.18,0.45
0.52,0.16,0.13,0.56,0.13,0.54,0.54,0.97,0.38,0.91,0.60,0.29,0.61,0.06,0.62,0.52,0.12,0.32,0.54,0.74,0.59,0.23,0.16,0.59,1,0.12,0.41,0.20,0.52,0.69,0.76,0.14,0.33
0.09,0.15,0.07,0.28,0.11,0.20,0.28,0.13,0.02,0.14,0.24,0.24,0.24,0.22,0.26,0.29,0.14,0.27,0.11,0.23,0.28,0.11,0.22,0.25,0.12,1,0.06,0.22,0.25,0.24,0.22,0.00,0.17
0.55,0.18,0.18,0.36,0.24,0.57,0.38,0.40,0.86,0.44,0.40,0.32,0.39,0.23,0.45,0.40,0.32,0.32,0.69,0.41,0.40,0.19,0.24,0.39,0.41,0.06,1,0.27,0.55,0.41,0.41,-0.00,0.37
0.23,0.14,0.25,0.39,0.41,0.38,0.48,0.23,0.21,0.30,0.40,0.41,0.38,0.12,0.48,0.45,0.32,0.43,0.27,0.35,0.43,0.17,0.36,0.37,0.20,0.22,0.27,1,0.46,0.34,0.37,-0.01,0.30
0.77,0.29,0.26,0.76,0.41,0.93,0.77,0.52,0.54,0.56,0.78,0.71,0.77,0.15,0.72,0.85,0.35,0.73,0.78,0.75,0.76,0.30,0.42,0.77,0.52,0.25,0.55,0.46,1,0.74,0.74,0.13,0.49
0.45,0.60,0.16,0.91,0.25,0.71,0.89,0.68,0.37,0.67,0.91,0.72,0.92,0.07,0.78,0.87,0.26,0.79,0.48,0.93,0.87,0.31,0.30,0.91,0.69,0.24,0.41,0.34,0.74,1,0.89,0.15,0.46
0.44,0.27,0.18,0.89,0.26,0.69,0.89,0.74,0.35,0.75,0.91,0.71,0.92,0.08,0.79,0.87,0.25,0.79,0.48,0.95,0.89,0.32,0.34,0.91,0.76,0.22,0.41,0.37,0.74,0.89,1,0.17,0.42
