1,0.14,0.09,0.14,0.14,0.05,0.14,-0.02,0.07,0.01,0.15,0.15,0.15,0.09,0.07,-0.01,0.04,N/A,-0.00,0.08,0.01,N/A,0.05,0.09,0.01,0.09,0.00,0.13,N/A,-0.00,0.17,0.12,0.08,0.05,0.09,-0.01
0.14,1,0.61,0.93,0.84,0.17,0.83,0.27,0.39,0.40,0.94,0.94,0.94,0.65,0.11,0.16,0.64,N/A,0.13,0.20,0.22,N/A,0.22,0.61,0.22,0.63,0.34,0.79,N/A,0.06,0.81,0.81,0.63,0.44,0.33,0.17
0.09,0.61,1,0.62,0.70,0.17,0.62,0.35,0.44,0.31,0.59,0.60,0.63,0.35,0.04,0.17,0.35,N/A,0.07,0.26,0.04,N/A,0.16,1.00,0.18,0.34,0.31,0.57,N/A,0.18,0.69,0.84,0.42,0.45,0.32,0.19
0.14,0.93,0.62,1,0.88,0.16,0.89,0.32,0.45,0.40,0.94,0.98,0.91,0.54,0.13,0.15,0.43,N/A,0.10,0.21,0.17,N/A,0.21,0.62,0.21,0.52,0.37,0.85,N/A,0.06,0.86,0.83,0.56,0.49,0.30,0.16
0.14,0.84,0.70,0.88,1,0.20,0.91,0.39,0.47,0.43,0.82,0.88,0.79,0.32,0.15,0.11,0.46,N/A,0.09,0.27,0.11,N/A,0.20,0.70,0.23,0.31,0.34,0.82,N/A,0.06,0.88,0.87,0.44,0.61,0.33,0.16
0.05,0.17,0.17,0.16,0.20,1,0.21,0.13,0.12,0.29,0.17,0.16,0.18,0.12,0.04,0.02,0.10,N/A,0.10,0.10,0.03,N/A,0.00,0.17,0.04,0.13,0.15,0.48,N/A,0.01,0.20,0.18,0.13,0.17,0.08,0.03
0.14,0.83,0.62,0.89,0.91,0.21,1,0.38,0.44,0.40,0.83,0.91,0.80,0.32,0.14,0.11,0.42,N/A,0.09,0.25,0.15,N/A,0.19,0.62,0.32,0.30,0.32,0.85,N/A,0.07,0.87,0.83,0.41,0.56,0.32,0.15
-0.02,0.27,0.35,0.32,0.39,0.13,0.38,1,0.23,0.28,0.27,0.30,0.28,0.06,-0.01,0.05,0.14,N/A,-0.02,0.07,-0.04,N/A,0.05,0.35,0.02,0.07,0.16,0.29,N/A,0.06,0.34,0.37,0.11,0.32,0.12,0.03
0.07,0.39,0.44,0.45,0.47,0.12,0.44,0.23,1,0.32,0.41,0.40,0.40,0.20,0.10,0.08,0.20,N/A,0.04,0.20,0.02,N/A,0.22,0.44,0.14,0.19,0.24,0.37,N/A,0.00,0.46,0.48,0.25,0.31,0.22,0.19
0.01,0.40,0.31,0.40,0.43,0.29,0.40,0.28,0.32,1,0.37,0.36,0.38,0.20,0.03,0.13,0.29,N/A,0.05,0.09,-0.00,N/A,0.01,0.31,0.07,0.21,0.17,0.40,N/A,0.01,0.41,0.38,0.22,0.44,0.14,0.10
0.15,0.94,0.59,0.94,0.82,0.17,0.83,0.27,0.41,0.37,1,0.96,0.96,0.68,0.09,0.16,0.37,N/A,0.10,0.18,0.25,N/A,0.24,0.59,0.23,0.68,0.34,0.81,N/A,0.06,0.80,0.79,0.65,0.44,0.33,0.15
0.15,0.94,0.60,0.98,0.88,0.16,0.91,0.30,0.40,0.36,0.96,1,0.92,0.53,0.12,0.14,0.40,N/A,0.10,0.19,0.19,N/A,0.23,0.60,0.22,0.52,0.33,0.88,N/A,0.05,0.85,0.83,0.55,0.48,0.31,0.14
0.15,0.94,0.63,0.91,0.79,0.18,0.80,0.28,0.40,0.38,0.96,0.92,1,0.76,0.07,0.18,0.38,N/A,0.10,0.19,0.27,N/A,0.25,0.63,0.23,0.77,0.34,0.77,N/A,0.07,0.79,0.80,0.70,0.42,0.37,0.17
0.09,0.65,0.35,0.54,0.32,0.12,0.32,0.06,0.20,0.20,0.68,0.53,0.76,1,-0.01,0.19,0.21,N/A,0.07,0.07,0.34,N/A,0.17,0.35,0.15,0.96,0.22,0.36,N/A,0.05,0.36,0.40,0.76,0.09,0.28,0.12
0.07,0.11,0.04,0.13,0.15,0.04,0.14,-0.01,0.10,0.03,0.09,0.12,0.07,-0.01,1,-0.03,0.09,N/A,-0.07,0.06,-0.00,N/A,0.12,0.04,0.02,-0.04,0.02,0.14,N/A,-0.11,0.15,0.12,0.11,0.11,-0.01,0.07
-0.01,0.16,0.17,0.15,0.11,0.02,0.11,0.05,0.08,0.13,0.16,0.14,0.18,0.19,-0.03,1,0.06,N/A,0.09,0.03,-0.03,N/A,0.09,0.17,-0.02,0.19,0.02,0.09,N/A,0.02,0.12,0.19,0.29,0.13,0.12,-0.01
