1,0.41,N/A,0.29,0.30,0.23,0.14,0.33,N/A,0.15,0.37,0.19,0.01,0.04,0.51,0.46,0.44,0.49,0.31,0.23,0.13,0.35,0.50,0.42,0.22,0.13,0.50,0.44,0.02,0.27,0.33,0.14,0.25,0.16,0.17,0.21,0.38,0.23,0.22
0.41,1,N/A,0.36,0.54,0.33,0.36,0.56,N/A,0.25,0.38,0.39,0.16,0.01,0.58,0.62,0.55,0.54,0.49,0.37,0.34,0.56,0.53,0.47,0.40,0.13,0.39,0.62,0.27,0.48,0.37,0.23,0.31,0.39,0.29,0.46,0.38,0.34,0.36
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.29,0.36,N/A,1,0.32,0.23,0.14,0.30,N/A,0.06,0.30,0.22,0.08,0.08,0.41,0.39,0.37,0.35,0.21,0.21,0.12,0.34,0.36,0.32,0.21,0.08,0.30,0.41,0.10,0.29,0.28,0.16,0.16,0.19,0.12,0.19,0.23,0.20,0.34
0.30,0.54,N/A,0.32,1,0.44,0.46,0.42,N/A,0.33,0.34,0.54,0.26,0.05,0.52,0.62,0.60,0.46,0.52,0.42,0.48,0.56,0.49,0.32,0.42,0.19,0.26,0.64,0.19,0.53,0.32,0.30,0.35,0.44,0.28,0.46,0.30,0.51,0.24
0.23,0.33,N/A,0.23,0.44,1,0.23,0.35,N/A,0.23,0.27,0.34,0.24,0.07,0.41,0.39,0.40,0.32,0.30,0.21,0.28,0.32,0.40,0.21,0.23,0.22,0.19,0.41,0.09,0.37,0.27,0.17,0.25,0.30,0.06,0.25,0.21,0.33,0.21
0.14,0.36,N/A,0.14,0.46,0.23,1,0.29,N/A,0.36,0.17,0.45,0.25,0.07,0.30,0.39,0.31,0.21,0.28,0.16,0.47,0.32,0.30,0.23,0.22,0.13,0.14,0.38,0.16,0.41,0.23,0.16,0.24,0.32,0.20,0.22,0.18,0.28,0.12
0.33,0.56,N/A,0.30,0.42,0.35,0.29,1,N/A,0.19,0.41,0.37,0.20,0.04,0.46,0.54,0.49,0.50,0.33,0.32,0.24,0.47,0.45,0.40,0.34,0.14,0.30,0.53,0.17,0.37,0.32,0.19,0.28,0.35,0.21,0.27,0.36,0.35,0.30
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.15,0.25,N/A,0.06,0.33,0.23,0.36,0.19,N/A,1,0.10,0.39,0.25,0.07,0.25,0.29,0.28,0.23,0.36,0.22,0.41,0.27,0.27,0.16,0.17,0.13,0.13,0.31,0.04,0.33,0.22,0.09,0.13,0.23,0.08,0.23,0.24,0.40,0.04
0.37,0.38,N/A,0.30,0.34,0.27,0.17,0.41,N/A,0.10,1,0.30,0.11,0.11,0.41,0.45,0.40,0.45,0.27,0.22,0.19,0.39,0.38,0.30,0.27,0.10,0.29,0.49,0.12,0.35,0.28,0.24,0.27,0.22,0.13,0.22,0.34,0.24,0.20
0.19,0.39,N/A,0.22,0.54,0.34,0.45,0.37,N/A,0.39,0.30,1,0.24,0.12,0.37,0.46,0.44,0.31,0.34,0.28,0.44,0.35,0.35,0.23,0.28,0.20,0.14,0.47,0.14,0.43,0.24,0.21,0.21,0.37,0.13,0.26,0.25,0.46,0.18
0.01,0.16,N/A,0.08,0.26,0.24,0.25,0.20,N/A,0.25,0.11,0.24,1,0.02,0.16,0.20,0.15,0.14,0.16,0.07,0.23,0.19,0.17,0.12,0.09,0.03,0.04,0.23,0.05,0.26,0.14,0.05,0.13,0.13,0.17,0.13,0.08,0.18,0.05
0.04,0.01,N/A,0.08,0.05,0.07,0.07,0.04,N/A,0.07,0.11,0.12,0.02,1,0.04,0.01,0.10,0.09,-0.01,0.04,0.04,0.07,0.11,0.05,0.03,0.04,0.04,0.15,-0.01,0.08,0.07,-0.01,0.08,0.04,-0.05,0.02,0.03,0.07,-0.04
0.51,0.58,N/A,0.41,0.52,0.41,0.30,0.46,N/A,0.25,0.41,0.37,0.16,0.04,1,0.65,0.67,0.58,0.44,0.38,0.32,0.48,0.60,0.51,0.41,0.12,0.48,0.62,0.14,0.43,0.39,0.27,0.40,0.34,0.25,0.33,0.48,0.31,0.28
0.46,0.62,N/A,0.39,0.62,0.39,0.39,0.54,N/A,0.29,0.45,0.46,0.20,0.01,0.65,1,0.67,0.57,0.50,0.39,0.39,0.56,0.65,0.49,0.41,0.18,0.45,0.74,0.20,0.54,0.45,0.26,0.37,0.39,0.25,0.38,0.43,0.40,0.32
0.44,0.55,N/A,0.37,0.60,0.40,0.31,0.49,N/A,0.28,0.40,0.44,0.15,0.10,0.67,0.67,1,0.56,0.46,0.39,0.41,0.58,0.71,0.48,0.44,0.16,0.42,0.77,0.16,0.48,0.39,0.25,0.43,0.39,0.28,0.41,0.52,0.39,0.26
0.49,0.54,N/A,0.35,0.46,0.32,0.21,0.50,N/A,0.23,0.45,0.31,0.14,0.09,0.58,0.57,0.56,1,0.46,0.30,0.29,0.48,0.58,0.44,0.35,0.16,0.45,0.60,0.16,0.41,0.34,0.22,0.36,0.34,0.20,0.34,0.47,0.41,0.30
0.31,0.49,N/A,0.21,0.52,0.30,0.28,0.33,N/A,0.36,0.27,0.34,0.16,-0.01,0.44,0.50,0.46,0.46,1,0.39,0.38,0.46,0.47,0.30,0.31,0.16,0.32,0.51,0.17,0.49,0.30,0.23,0.29,0.35,0.17,0.60,0.30,0.40,0.20
0.23,0.37,N/A,0.21,0.42,0.21,0.16,0.32,N/A,0.22,0.22,0.28,0.07,0.04,0.38,0.39,0.39,0.30,0.39,1,0.18,0.32,0.32,0.26,0.27,0.05,0.23,0.32,0.08,0.26,0.14,0.13,0.20,0.21,0.07,0.36,0.25,0.31,0.17
0.13,0.34,N/A,0.12,0.48,0.28,0.47,0.24,N/A,0.41,0.19,0.44,0.23,0.04,0.32,0.39,0.41,0.29,0.38,0.18,1,0.35,0.35,0.29,0.26,0.14,0.18,0.36,0.17,0.44,0.21,0.17,0.32,0.44,0.23,0.25,0.24,0.36,0.09
0.35,0.56,N/A,0.34,0.56,0.32,0.32,0.47,N/A,0.27,0.39,0.35,0.19,0.07,0.48,0.56,0.58,0.48,0.46,0.32,0.35,1,0.54,0.36,0.38,0.18,0.31,0.59,0.16,0.49,0.34,0.23,0.36,0.34,0.24,0.41,0.42,0.37,0.24
0.50,0.53,N/A,0.36,0.49,0.40,0.30,0.45,N/A,0.27,0.38,0.35,0.17,0.11,0.60,0.65,0.71,0.58,0.47,0.32,0.35,0.54,1,0.49,0.38,0.19,0.56,0.68,0.14,0.42,0.37,0.24,0.41,0.36,0.25,0.38,0.51,0.41,0.28
0.42,0.47,N/A,0.32,0.32,0.21,0.23,0.40,N/A,0.16,0.30,0.23,0.12,0.05,0.51,0.49,0.48,0.44,0.30,0.26,0.29,0.36,0.49,1,0.28,0.06,0.45,0.48,0.18,0.39,0.33,0.25,0.29,0.27,0.26,0.26,0.38,0.26,0.22
0.22,0.40,N/A,0.21,0.42,0.23,0.22,0.34,N/A,0.17,0.27,0.28,0.09,0.03,0.41,0.41,0.44,0.35,0.31,0.27,0.26,0.38,0.38,0.28,1,0.12,0.25,0.42,0.25,0.33,0.24,0.17,0.23,0.25,0.28,0.36,0.32,0.23,0.16
0.13,0.13,N/A,0.08,0.19,0.22,0.13,0.14,N/A,0.13,0.10,0.20,0.03,0.04,0.12,0.18,0.16,0.16,0.16,0.05,0.14,0.18,0.19,0.06,0.12,1,0.06,0.18,0.03,0.22,0.06,0.02,0.11,0.04,0.11,0.12,0.10,0.17,0.03
