1,0.12,0.25,0.16,0.29,0.01,0.16,0.12,0.37,0.33,0.36,0.20,0.33,0.09,0.28,0.15,0.34,0.12,0.28,0.25,0.07,0.17,0.30,0.02,0.03,0.12,0.38,0.23,0.15,0.06,0.35,0.33,0.11,0.04,0.30,0.19,0.38,0.21,0.36,0.02,0.32,0.16,0.00,0.33,0.28,0.14,0.18,0.35,0.38,0.10,-0.03,0.40,0.33,0.30,0.34,0.35,0.11,0.15,0.11,0.29,0.27
0.12,1,0.16,0.13,0.13,0.20,0.23,0.61,0.28,0.28,0.21,0.17,0.25,0.09,0.23,0.04,0.27,0.61,0.19,0.19,0.21,0.20,0.24,0.48,0.13,0.02,0.33,0.13,0.06,0.35,0.30,0.31,0.06,0.21,0.22,0.24,0.26,0.22,0.24,0.04,0.26,0.52,0.02,0.26,0.31,0.25,0.16,0.29,0.25,0.16,0.48,0.28,0.26,0.24,0.27,0.24,0.05,0.27,0.11,0.21,0.11
0.25,0.16,1,0.20,0.39,0.05,0.11,0.18,0.38,0.38,0.45,0.22,0.35,0.13,0.30,0.15,0.36,0.17,0.31,0.28,0.07,0.17,0.35,0.09,0.25,0.03,0.53,0.27,0.30,0.08,0.36,0.46,0.29,0.07,0.30,0.29,0.39,0.27,0.35,-0.02,0.36,0.26,0.05,0.35,0.28,0.30,0.20,0.42,0.35,0.17,0.03,0.35,0.76,0.34,0.36,0.35,0.23,0.07,0.08,0.30,0.38
0.16,0.13,0.20,1,0.14,0.19,0.22,0.17,0.29,0.25,0.21,0.21,0.27,0.05,0.19,0.06,0.28,0.13,0.24,0.28,0.05,0.11,0.21,0.04,0.10,-0.01,0.24,0.09,0.07,0.04,0.23,0.28,0.11,0.06,0.22,0.14,0.22,0.10,0.26,0.09,0.24,0.20,-0.07,0.24,0.18,0.13,0.13,0.25,0.25,0.18,0.02,0.25,0.25,0.21,0.24,0.29,0.13,0.09,0.14,0.25,0.14
0.29,0.13,0.39,0.14,1,0.01,0.19,0.19,0.38,0.40,0.85,0.29,0.35,0.13,0.35,0.11,0.40,0.14,0.38,0.20,0.08,0.18,0.34,0.03,0.07,0.05,0.66,0.23,0.69,0.04,0.40,0.54,0.10,0.04,0.38,0.25,0.40,0.23,0.34,0.04,0.37,0.17,0.04,0.37,0.24,0.27,0.20,0.40,0.37,0.16,0.00,0.37,0.45,0.37,0.41,0.41,0.22,0.05,0.14,0.34,0.98
0.01,0.20,0.05,0.19,0.01,1,0.16,0.19,0.11,0.12,0.05,0.08,0.14,0.03,0.05,0.03,0.11,0.28,0.12,0.06,0.01,0.06,0.12,0.20,0.03,0.02,0.12,0.02,-0.01,0.17,0.08,0.09,0.04,0.03,0.08,0.08,0.06,0.09,0.14,-0.01,0.11,0.14,-0.00,0.12,0.03,0.07,0.23,0.08,0.12,0.06,0.08,0.09,0.09,0.07,0.07,0.10,0.02,0.01,0.01,0.12,0.01
0.16,0.23,0.11,0.22,0.19,0.16,1,0.15,0.23,0.26,0.25,0.36,0.29,0.07,0.22,0.17,0.36,0.23,0.24,0.13,0.09,0.20,0.25,0.11,0.08,0.03,0.24,0.11,0.14,0.10,0.27,0.29,0.01,0.02,0.26,0.17,0.24,0.09,0.26,0.07,0.24,0.26,0.07,0.28,0.12,0.13,0.18,0.28,0.27,0.11,0.05,0.25,0.26,0.27,0.25,0.29,0.07,0.04,0.31,0.28,0.19
0.12,0.61,0.18,0.17,0.19,0.19,0.15,1,0.24,0.29,0.25,0.23,0.29,0.10,0.24,0.04,0.30,0.45,0.24,0.26,0.23,0.18,0.27,0.30,0.20,0.02,0.32,0.15,0.11,0.22,0.31,0.29,0.06,0.11,0.25,0.25,0.23,0.30,0.25,-0.02,0.31,0.40,0.02,0.31,0.29,0.19,0.17,0.30,0.30,0.20,0.36,0.31,0.27,0.24,0.28,0.27,0.18,0.12,0.09,0.26,0.18
0.37,0.28,0.38,0.29,0.38,0.11,0.23,0.24,1,0.51,0.50,0.35,0.43,0.22,0.42,0.11,0.69,0.27,0.36,0.26,0.11,0.34,0.35,0.18,0.08,0.04,0.56,0.31,0.25,0.18,0.48,0.54,0.18,0.12,0.39,0.38,0.50,0.39,0.41,0.15,0.47,0.22,0.21,0.40,0.44,0.36,0.33,0.56,0.42,0.26,0.04,0.52,0.53,0.50,0.50,0.47,0.27,0.15,0.09,0.37,0.35
0.33,0.28,0.38,0.25,0.40,0.12,0.26,0.29,0.51,1,0.70,0.61,0.65,0.18,0.92,0.22,0.83,0.24,0.59,0.34,0.39,0.64,0.62,0.10,0.10,0.19,0.60,0.39,0.36,0.18,0.82,0.80,0.14,0.17,0.63,0.34,0.79,0.38,0.57,0.12,0.82,0.32,0.07,0.66,0.32,0.23,0.23,0.87,0.75,0.39,0.10,0.79,0.78,0.81,0.90,0.65,0.24,0.22,0.19,0.62,0.38
