1,N/A,0.29,0.33,0.35,0.38,0.38,0.21,0.31,0.26,0.18,0.23,0.28,N/A,0.44,0.07,0.21,0.31,N/A,0.30,0.18,0.36,0.35,0.35,0.21,0.30,0.35,0.28,0.33,0.19,0.18,0.20,0.46,0.23,0.36,0.35,0.29,0.29,0.15,N/A,0.17,0.16,0.32,0.35,0.33,0.23,0.45,0.38,0.37,0.23,0.07,0.27,0.34,0.24,0.21,0.05,0.34,0.35,0.20,0.24,0.30,0.29,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.29,N/A,1,0.69,0.71,0.73,0.73,0.61,0.58,0.29,0.17,0.30,0.57,N/A,0.46,0.15,0.07,0.32,N/A,0.59,0.17,0.62,0.77,0.70,0.11,0.74,0.44,0.46,0.50,0.10,0.25,0.06,0.33,0.27,0.53,0.17,0.98,0.40,0.06,N/A,0.08,0.21,0.07,0.17,0.69,0.18,0.42,0.68,0.67,0.40,0.07,0.45,0.92,0.31,0.11,0.39,0.75,0.61,0.08,0.41,0.64,0.54,0.25
0.33,N/A,0.69,1,0.90,0.77,0.77,0.35,0.78,0.36,0.21,0.37,0.61,N/A,0.43,0.17,0.13,0.21,N/A,0.66,0.21,0.72,0.87,0.88,0.16,0.64,0.78,0.53,0.67,0.08,0.33,0.10,0.41,0.19,0.56,0.20,0.65,0.52,0.13,N/A,0.14,0.26,0.10,0.20,0.70,0.21,0.46,0.79,0.86,0.53,0.07,0.81,0.69,0.37,0.12,0.11,0.94,0.67,0.09,0.52,0.66,0.64,0.34
0.35,N/A,0.71,0.90,1,0.79,0.79,0.37,0.82,0.49,0.21,0.43,0.63,N/A,0.45,0.21,0.09,0.22,N/A,0.66,0.21,0.81,0.86,1.00,0.18,0.75,0.60,0.72,0.67,0.08,0.36,0.11,0.40,0.19,0.58,0.23,0.66,0.58,0.13,N/A,0.10,0.29,0.08,0.23,0.70,0.25,0.46,0.77,0.93,0.50,0.12,0.62,0.71,0.38,0.12,0.12,0.93,0.68,0.09,0.52,0.67,0.62,0.37
0.38,N/A,0.73,0.77,0.79,1,1.00,0.63,0.67,0.33,0.17,0.35,0.72,N/A,0.46,0.17,0.06,0.27,N/A,0.72,0.17,0.72,0.84,0.78,0.15,0.77,0.53,0.53,0.58,0.07,0.33,0.08,0.37,0.21,0.66,0.18,0.73,0.48,0.09,N/A,0.12,0.23,0.05,0.18,0.80,0.20,0.44,0.80,0.76,0.44,0.08,0.54,0.86,0.34,0.18,0.13,0.81,0.73,0.16,0.45,0.78,0.67,0.29
0.38,N/A,0.73,0.77,0.79,1.00,1,0.63,0.67,0.33,0.17,0.35,0.72,N/A,0.46,0.17,0.06,0.27,N/A,0.72,0.17,0.72,0.84,0.78,0.15,0.77,0.53,0.53,0.58,0.07,0.33,0.08,0.37,0.21,0.66,0.18,0.73,0.48,0.09,N/A,0.12,0.23,0.05,0.18,0.80,0.20,0.44,0.80,0.76,0.44,0.08,0.54,0.86,0.34,0.18,0.13,0.81,0.73,0.16,0.45,0.78,0.67,0.29
0.21,N/A,0.61,0.35,0.37,0.63,0.63,1,0.30,0.16,0.11,0.14,0.51,N/A,0.25,0.12,-0.04,0.29,N/A,0.43,0.11,0.40,0.43,0.36,0.11,0.80,0.27,0.27,0.32,0.06,0.15,-0.01,0.25,0.19,0.42,0.11,0.63,0.25,0.00,N/A,0.01,0.09,0.00,0.11,0.50,0.09,0.26,0.45,0.36,0.25,-0.00,0.28,0.68,0.20,0.09,0.04,0.35,0.47,0.09,0.20,0.48,0.41,0.13
0.31,N/A,0.58,0.78,0.82,0.67,0.67,0.30,1,0.42,0.13,0.46,0.53,N/A,0.36,0.15,0.03,0.17,N/A,0.58,0.13,0.72,0.75,0.80,0.15,0.61,0.54,0.54,0.63,0.09,0.32,0.12,0.34,0.16,0.53,0.22,0.53,0.56,0.10,N/A,0.10,0.25,0.08,0.22,0.60,0.21,0.39,0.69,0.81,0.53,0.07,0.54,0.58,0.34,0.11,0.06,0.80,0.61,0.09,0.43,0.60,0.56,0.36
0.26,N/A,0.29,0.36,0.49,0.33,0.33,0.16,0.42,1,0.08,0.31,0.27,N/A,0.17,0.19,0.06,0.07,N/A,0.26,0.08,0.47,0.33,0.51,0.14,0.46,0.29,0.65,0.38,0.08,0.11,0.07,0.15,0.10,0.29,0.21,0.26,0.35,0.05,N/A,0.02,0.17,0.14,0.21,0.29,0.66,0.30,0.32,0.51,0.22,0.01,0.29,0.31,0.18,0.08,0.01,0.38,0.31,0.05,0.27,0.28,0.26,0.19
0.18,N/A,0.17,0.21,0.21,0.17,0.17,0.11,0.13,0.08,1,0.05,0.13,N/A,0.25,0.03,0.02,0.12,N/A,0.06,1.00,0.24,0.19,0.21,0.07,0.16,0.26,0.14,0.17,0.03,0.08,0.15,0.16,0.03,0.15,0.07,0.16,0.21,0.03,N/A,0.06,0.05,0.04,0.07,0.14,0.07,0.20,0.15,0.22,0.07,0.04,0.19,0.17,0.09,-0.00,0.02,0.21,0.15,0.02,0.10,0.10,0.07,0.08
0.23,N/A,0.30,0.37,0.43,0.35,0.35,0.14,0.46,0.31,0.05,1,0.26,N/A,0.20,0.06,-0.06,0.08,N/A,0.24,0.05,0.42,0.36,0.44,0.18,0.36,0.32,0.40,0.42,0.14,0.12,0.00,0.15,0.10,0.26,0.19,0.29,0.46,0.00,N/A,0.06,0.08,-0.00,0.19,0.27,0.25,0.21,0.30,0.46,0.27,-0.04,0.31,0.31,0.26,0.12,0.01,0.38,0.27,0.05,0.24,0.25,0.27,0.17
0.28,N/A,0.57,0.61,0.63,0.72,0.72,0.51,0.53,0.27,0.13,0.26,1,N/A,0.38,0.20,0.08,0.22,N/A,0.77,0.13,0.52,0.71,0.62,0.08,0.64,0.45,0.42,0.46,0.03,0.32,-0.03,0.36,0.17,0.67,0.12,0.60,0.37,0.01,N/A,0.10,0.26,0.06,0.12,0.78,0.16,0.41,0.76,0.59,0.39,0.07,0.47,0.73,0.28,0.05,0.06,0.61,0.83,0.07,0.33,0.79,0.75,0.26
