N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.23,0.02,0.06,-0.02,0.04,N/A,0.15,0.25,0.08,0.23,0.09,0.07,0.28,0.06,0.14,0.39,0.26,0.25,0.15,0.15,0.08,-0.02,-0.01,0.01,N/A,0.11,N/A,0.07,0.10,0.00,0.24,N/A,0.01,0.23,0.26,0.20,0.14,0.23,0.15,N/A,0.08,0.06,0.11,0.29,0.14,0.05,N/A,0.12,0.04,0.08,0.27,0.23,0.14,N/A,-0.04,N/A,0.11,0.15,0.02,0.06,0.06,0.12,0.01,0.08,0.20,0.19,0.20,N/A,0.06,0.22,0.01,0.27,0.24,0.07,0.10,0.01,0.14,N/A,-0.01,0.47,0.25,0.20,0.02,-0.01,0.13,0.23,N/A,0.08,N/A,N/A,-0.02,N/A,0.22,0.22,-0.01,N/A,0.13,0.09,0.05,0.08,0.10,0.27,0.11,0.19,-0.01,0.26,0.02,0.11,N/A,-0.01,0.01,0.11,0.25,0.14,0.10
N/A,0.23,1,0.07,0.20,0.13,0.21,N/A,0.12,0.97,0.38,0.74,0.23,0.37,0.64,0.13,0.45,0.30,0.70,0.69,0.14,0.66,0.04,0.03,0.12,0.05,N/A,0.41,N/A,0.09,0.27,0.18,0.82,N/A,0.16,0.39,0.93,0.78,0.41,0.84,0.24,N/A,0.47,0.20,0.38,0.76,0.39,0.06,N/A,0.38,0.12,0.24,0.78,0.66,0.33,N/A,0.15,N/A,0.01,0.16,0.08,0.22,0.22,0.24,0.10,0.12,0.46,0.75,0.68,N/A,0.08,0.21,0.16,0.15,0.67,0.47,0.45,0.11,0.41,N/A,0.16,0.28,0.80,0.68,0.10,0.16,0.33,0.42,N/A,0.20,N/A,N/A,0.17,N/A,0.86,0.58,0.07,N/A,0.39,0.24,0.21,0.17,0.41,0.67,0.57,0.64,0.16,0.88,0.12,0.03,N/A,0.16,0.06,0.32,0.65,0.60,0.22
N/A,0.02,0.07,1,0.05,0.06,-0.00,N/A,-0.01,0.08,0.14,0.06,0.01,0.26,0.05,-0.00,0.01,0.13,0.06,0.06,0.01,0.08,-0.01,0.11,-0.01,-0.00,N/A,0.06,N/A,-0.02,-0.00,0.03,0.15,N/A,0.02,0.06,0.10,0.07,0.07,0.09,-0.00,N/A,0.07,-0.02,0.03,0.15,0.06,0.06,N/A,0.09,0.01,0.01,0.12,0.03,0.02,N/A,0.02,N/A,-0.02,-0.03,-0.00,-0.01,-0.10,0.01,0.01,0.02,0.08,0.08,0.07,N/A,-0.01,0.00,0.01,0.02,0.08,0.03,0.02,-0.06,0.01,N/A,0.02,0.18,0.10,0.07,0.00,0.02,-0.00,0.05,N/A,0.19,N/A,N/A,0.01,N/A,0.10,0.06,0.00,N/A,0.06,-0.01,0.02,-0.01,0.07,0.05,0.15,0.05,0.02,0.08,-0.05,0.01,N/A,0.02,0.01,0.00,0.08,0.07,0.14
N/A,0.06,0.20,0.05,1,0.04,0.21,N/A,0.00,0.20,0.10,0.21,0.01,0.09,0.13,0.03,0.07,0.05,0.14,0.20,0.02,0.17,0.04,0.05,-0.01,0.29,N/A,0.06,N/A,0.36,0.00,-0.00,0.20,N/A,0.22,0.16,0.21,0.16,0.12,0.20,0.01,N/A,0.11,0.02,0.13,0.20,0.10,-0.01,N/A,0.10,-0.04,0.09,0.22,0.22,0.19,N/A,0.06,N/A,-0.00,-0.02,-0.00,0.14,-0.00,0.16,-0.00,0.00,0.16,0.15,0.16,N/A,0.02,0.02,-0.00,0.12,0.15,0.16,0.13,-0.02,0.05,N/A,0.00,0.10,0.24,0.16,-0.03,0.00,0.10,0.14,N/A,0.01,N/A,N/A,0.05,N/A,0.21,0.14,0.04,N/A,0.02,0.14,-0.02,-0.02,0.12,0.14,0.20,0.19,0.00,0.23,0.04,0.01,N/A,0.00,0.00,0.13,0.15,0.14,0.10
N/A,-0.02,0.13,0.06,0.04,1,0.02,N/A,-0.01,0.12,0.21,0.09,-0.04,0.08,0.05,0.00,0.00,0.06,0.12,0.08,0.01,0.10,-0.00,0.01,-0.01,-0.01,N/A,0.24,N/A,0.05,-0.04,0.01,0.04,N/A,0.06,-0.00,0.11,0.12,0.07,0.08,0.06,N/A,0.06,0.03,0.13,0.08,0.02,0.01,N/A,-0.00,-0.06,0.01,0.08,-0.02,0.00,N/A,-0.06,N/A,-0.09,0.00,-0.00,0.04,0.04,-0.02,-0.03,-0.03,0.05,0.09,0.08,N/A,0.02,-0.02,0.02,0.06,0.14,0.08,-0.02,-0.03,0.02,N/A,-0.03,0.02,0.08,0.08,0.00,-0.03,0.05,0.00,N/A,-0.08,N/A,N/A,0.03,N/A,0.16,0.08,0.07,N/A,0.09,0.04,0.03,-0.07,-0.02,0.12,0.14,0.05,-0.03,0.09,0.06,-0.00,N/A,-0.03,0.03,-0.07,0.13,0.13,0.02
N/A,0.04,0.21,-0.00,0.21,0.02,1,N/A,0.15,0.22,0.01,0.22,0.04,0.02,0.24,0.02,0.11,0.03,0.12,0.26,0.03,0.16,0.01,-0.01,0.11,0.00,N/A,0.10,N/A,0.02,0.13,0.08,0.12,N/A,0.05,0.25,0.20,0.11,0.24,0.14,0.05,N/A,0.04,0.32,0.05,0.24,0.12,0.02,N/A,0.04,0.08,0.08,0.10,0.07,0.22,N/A,-0.06,N/A,-0.05,0.04,0.03,0.06,0.06,0.01,0.01,0.04,0.10,0.13,0.25,N/A,0.05,0.05,0.07,0.05,0.16,0.03,0.07,-0.02,0.03,N/A,0.09,0.07,0.17,0.25,0.02,0.09,0.06,0.06,N/A,0.23,N/A,N/A,0.01,N/A,0.24,0.21,0.00,N/A,0.02,0.05,0.09,0.14,0.12,0.12,0.04,0.16,0.09,0.18,0.11,0.00,N/A,0.09,0.01,0.14,0.15,0.19,0.08
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.15,0.12,-0.01,0.00,-0.01,0.15,N/A,1,0.17,0.04,0.18,0.17,0.06,0.19,-0.03,0.15,0.08,0.18,0.15,0.01,0.12,0.10,-0.05,-0.00,0.01,N/A,0.17,N/A,0.01,0.15,0.07,0.14,N/A,-0.01,0.17,0.16,0.12,0.14,0.16,0.11,N/A,0.07,0.14,0.08,0.20,0.04,0.06,N/A,0.07,-0.04,0.05,0.13,0.08,0.12,N/A,0.00,N/A,0.02,0.12,-0.00,0.07,-0.01,0.15,-0.01,0.04,0.17,0.12,0.18,N/A,0.07,0.08,-0.01,0.06,0.15,0.06,0.08,-0.06,0.08,N/A,0.07,0.35,0.12,0.18,0.02,0.07,0.10,0.07,N/A,0.06,N/A,N/A,0.08,N/A,0.17,0.19,-0.02,N/A,0.03,-0.01,0.02,0.04,0.08,0.18,0.05,0.17,0.07,0.15,-0.00,0.01,N/A,0.07,0.02,0.25,0.15,0.11,0.13
N/A,0.25,0.97,0.08,0.20,0.12,0.22,N/A,0.17,1,0.39,0.76,0.24,0.42,0.69,0.13,0.46,0.33,0.73,0.72,0.15,0.66,0.05,0.05,0.15,0.05,N/A,0.46,N/A,0.10,0.28,0.22,0.84,N/A,0.18,0.44,0.95,0.78,0.43,0.85,0.28,N/A,0.48,0.21,0.41,0.79,0.40,0.06,N/A,0.39,0.13,0.27,0.79,0.67,0.36,N/A,0.16,N/A,0.02,0.18,0.10,0.22,0.24,0.25,0.10,0.13,0.48,0.77,0.74,N/A,0.10,0.23,0.18,0.17,0.70,0.46,0.46,0.10,0.43,N/A,0.19,0.33,0.81,0.74,0.12,0.19,0.35,0.42,N/A,0.22,N/A,N/A,0.17,N/A,0.86,0.63,0.07,N/A,0.37,0.26,0.22,0.20,0.41,0.71,0.57,0.68,0.19,0.90,0.14,0.04,N/A,0.19,0.07,0.35,0.69,0.56,0.22
