1,0.42,0.44,0.42,0.52,0.00,0.15,0.09,0.49,0.30,0.35,0.32,0.15,0.41,0.04,0.17,0.25,0.38,0.39,0.34,0.51,0.37,0.47,0.30,0.27,0.40,N/A,0.56,0.47,0.27,0.31,0.33,-0.01,0.20,0.42,0.12,0.46,0.35,0.44,0.46,0.33,0.42,0.37,0.40,0.50,0.38,0.52,0.33,0.21,0.42
0.42,1,0.44,0.52,0.59,0.06,0.16,0.17,0.52,0.30,0.37,0.46,0.28,0.58,0.10,0.29,0.26,0.41,0.41,0.45,0.58,0.37,0.55,0.31,0.38,0.41,N/A,0.58,0.52,0.22,0.37,0.32,0.02,0.16,0.44,0.28,0.55,0.29,0.46,0.49,0.25,0.42,0.40,0.39,0.54,0.41,0.55,0.22,0.21,0.37
0.44,0.44,1,0.40,0.46,0.01,0.15,0.06,0.41,0.17,0.28,0.26,0.20,0.39,0.06,0.09,0.23,0.28,0.38,0.28,0.46,0.31,0.43,0.30,0.31,0.31,N/A,0.48,0.36,0.15,0.23,0.29,-0.02,0.11,0.29,0.17,0.41,0.21,0.37,0.34,0.20,0.32,0.30,0.32,0.44,0.34,0.45,0.26,0.17,0.26
0.42,0.52,0.40,1,0.75,0.16,0.32,0.20,0.77,0.51,0.72,0.58,0.46,0.66,0.17,0.24,0.32,0.72,0.58,0.50,0.75,0.67,0.68,0.30,0.56,0.78,N/A,0.67,0.84,0.52,0.66,0.37,0.10,0.26,0.80,0.67,0.72,0.49,0.53,0.80,0.45,0.75,0.54,0.48,0.81,0.73,0.80,0.34,0.36,0.67
0.52,0.59,0.46,0.75,1,0.05,0.30,0.24,0.88,0.40,0.54,0.63,0.41,0.80,0.16,0.26,0.34,0.59,0.57,0.54,0.97,0.54,0.81,0.40,0.49,0.62,N/A,0.85,0.82,0.40,0.52,0.44,0.07,0.30,0.63,0.26,0.82,0.42,0.56,0.72,0.39,0.64,0.58,0.46,0.93,0.63,0.93,0.33,0.35,0.57
0.00,0.06,0.01,0.16,0.05,1,0.02,0.05,0.05,0.07,0.02,0.10,0.06,0.09,-0.00,0.03,0.04,0.04,0.08,0.04,0.04,0.06,0.06,-0.01,0.15,0.06,N/A,0.05,0.07,0.11,0.08,0.03,-0.01,-0.02,0.08,0.25,0.08,0.08,0.03,0.07,0.07,0.07,0.06,0.01,0.05,0.08,0.05,0.00,0.13,0.04
0.15,0.16,0.15,0.32,0.30,0.02,1,0.03,0.25,0.19,0.26,0.26,0.22,0.34,0.09,0.12,0.20,0.29,0.21,0.34,0.28,0.21,0.33,0.15,0.33,0.25,N/A,0.26,0.29,0.24,0.25,0.21,-0.03,0.07,0.29,0.18,0.34,0.15,0.21,0.27,0.33,0.28,0.21,0.18,0.28,0.29,0.28,0.22,0.19,0.23
0.09,0.17,0.06,0.20,0.24,0.05,0.03,1,0.22,0.11,0.13,0.17,0.09,0.19,0.04,0.04,0.06,0.14,0.28,0.14,0.23,0.14,0.23,0.13,0.14,0.11,N/A,0.21,0.24,0.12,0.11,0.09,-0.01,0.04,0.19,0.07,0.23,0.09,0.19,0.21,0.11,0.14,0.25,0.13,0.23,0.13,0.23,0.11,0.11,0.12
0.49,0.52,0.41,0.77,0.88,0.05,0.25,0.22,1,0.47,0.59,0.61,0.36,0.65,0.17,0.24,0.32,0.65,0.55,0.47,0.94,0.54,0.72,0.33,0.44,0.67,N/A,0.77,0.88,0.42,0.56,0.38,0.10,0.26,0.69,0.26,0.75,0.42,0.53,0.78,0.41,0.69,0.58,0.47,0.96,0.66,0.96,0.30,0.33,0.62
0.30,0.30,0.17,0.51,0.40,0.07,0.19,0.11,0.47,1,0.55,0.36,0.26,0.37,0.09,0.22,0.21,0.60,0.40,0.24,0.42,0.45,0.40,0.15,0.29,0.55,N/A,0.42,0.55,0.46,0.53,0.22,0.05,0.17,0.56,0.19,0.43,0.49,0.29,0.55,0.38,0.57,0.32,0.39,0.47,0.52,0.45,0.24,0.21,0.55
