1,0.10,0.12,0.21,0.08,0.27,0.24,0.12,0.22,0.04,0.06,0.05,0.14,0.14,0.11,0.19,0.19,0.04,0.22,0.17,0.01,0.04,0.35,0.07,0.04,0.09,0.27,0.05,0.07,0.07,0.37,0.19,0.05,0.15,0.09,N/A,0.09,0.26,0.25,0.17,0.13,0.05,0.05,0.11,0.24,0.14,0.15
0.10,1,0.40,0.23,0.14,0.21,0.35,0.40,0.29,0.01,0.14,-0.01,0.14,0.08,0.05,0.22,0.23,0.00,0.30,0.38,0.16,0.08,0.42,-0.00,0.21,0.10,0.21,0.13,0.13,0.06,0.35,0.27,0.26,0.38,0.17,N/A,0.13,0.24,0.29,0.39,0.13,0.10,0.05,0.26,0.05,0.22,0.27
0.12,0.40,1,0.31,0.39,0.25,0.26,1.00,0.27,0.03,0.14,-0.00,0.23,0.10,0.04,0.22,0.27,0.06,0.31,0.51,0.25,0.05,0.51,0.01,0.37,0.19,0.25,0.04,0.23,0.04,0.46,0.30,0.33,0.88,0.26,N/A,0.13,0.43,0.25,0.90,0.07,0.20,0.06,0.17,0.10,0.24,0.03
0.21,0.23,0.31,1,0.15,0.43,0.46,0.31,0.47,0.06,0.08,0.14,0.12,0.26,0.11,0.32,0.27,0.19,0.38,0.32,0.19,0.15,0.52,0.25,0.12,0.22,0.43,0.19,0.26,0.19,0.47,0.34,0.10,0.41,0.26,N/A,0.19,0.36,0.49,0.37,0.35,0.21,0.30,0.31,0.09,0.44,0.10
0.08,0.14,0.39,0.15,1,0.12,0.12,0.39,0.10,0.03,-0.00,-0.01,0.05,0.02,0.03,0.06,0.12,0.01,0.15,0.40,0.25,0.04,0.32,0.03,0.17,0.03,0.12,0.05,0.13,0.01,0.34,0.18,0.31,0.39,0.17,N/A,0.05,0.34,0.18,0.36,0.09,0.02,0.02,0.14,0.18,0.13,0.01
0.27,0.21,0.25,0.43,0.12,1,0.41,0.25,0.30,0.10,0.13,0.14,0.13,0.22,0.12,0.24,0.18,0.04,0.35,0.32,0.11,0.07,0.45,0.06,0.11,0.12,1.00,0.11,0.19,0.21,0.41,0.30,0.21,0.33,0.28,N/A,0.18,0.35,0.34,0.32,0.22,0.19,0.27,0.16,0.04,0.25,0.14
0.24,0.35,0.26,0.46,0.12,0.41,1,0.26,0.42,0.10,0.12,0.06,0.17,0.18,0.16,0.35,0.21,0.12,0.55,0.36,0.15,0.12,0.54,0.08,0.08,0.18,0.41,0.16,0.19,0.16,0.55,0.33,0.19,0.38,0.29,N/A,0.20,0.42,0.49,0.37,0.29,0.23,0.29,0.24,-0.01,0.30,0.18
0.12,0.40,1.00,0.31,0.39,0.25,0.26,1,0.27,0.03,0.14,-0.00,0.23,0.10,0.04,0.22,0.27,0.06,0.31,0.51,0.25,0.05,0.51,0.01,0.37,0.19,0.25,0.04,0.23,0.04,0.46,0.30,0.33,0.88,0.26,N/A,0.13,0.43,0.25,0.90,0.07,0.20,0.06,0.17,0.10,0.24,0.03
0.22,0.29,0.27,0.47,0.10,0.30,0.42,0.27,1,0.04,0.18,0.05,0.15,0.24,0.07,0.26,0.26,0.17,0.42,0.30,0.21,0.18,0.47,0.17,0.02,0.20,0.30,0.15,0.28,0.07,0.40,0.21,0.12,0.33,0.31,N/A,0.06,0.34,0.49,0.36,0.44,0.22,0.24,0.30,0.05,0.33,0.05
0.04,0.01,0.03,0.06,0.03,0.10,0.10,0.03,0.04,1,0.07,0.10,0.03,0.00,0.28,0.05,0.03,0.03,0.15,0.10,0.00,0.01,0.07,0.03,0.02,-0.02,0.10,-0.01,0.05,0.15,0.12,0.02,0.02,0.06,0.02,N/A,0.06,0.04,0.29,0.03,-0.03,0.15,0.14,0.07,0.05,0.01,0.06
0.06,0.14,0.14,0.08,-0.00,0.13,0.12,0.14,0.18,0.07,1,0.03,0.02,0.05,0.06,0.12,0.08,0.01,0.09,0.04,0.05,0.05,0.07,0.08,-0.00,0.01,0.13,0.06,0.03,0.05,0.05,0.06,0.01,0.14,0.05,N/A,-0.01,0.04,0.12,0.16,0.05,0.01,0.03,0.04,-0.02,0.04,0.20
0.05,-0.01,-0.00,0.14,-0.01,0.14,0.06,-0.00,0.05,0.10,0.03,1,0.01,0.31,0.30,0.11,-0.01,0.02,0.16,0.05,0.02,0.02,0.12,0.04,-0.01,0.05,0.14,-0.00,0.08,0.38,0.10,0.04,-0.00,0.12,0.07,N/A,0.06,0.08,0.13,0.05,0.08,0.14,0.27,0.12,-0.01,0.04,0.10
0.14,0.14,0.23,0.12,0.05,0.13,0.17,0.23,0.15,0.03,0.02,0.01,1,0.00,0.01,0.16,0.22,0.10,0.15,0.33,0.04,0.03,0.24,0.08,0.04,0.60,0.13,0.10,0.30,0.05,0.27,0.11,0.32,0.27,0.18,N/A,0.06,0.16,0.15,0.25,0.05,0.20,-0.01,0.12,0.02,0.21,-0.01
0.14,0.08,0.10,0.26,0.02,0.22,0.18,0.10,0.24,0.00,0.05,0.31,0.00,1,0.05,0.13,0.04,0.05,0.26,0.07,0.03,0.03,0.22,0.06,0.00,0.07,0.22,0.00,0.09,0.23,0.18,0.05,0.04,0.23,0.10,N/A,0.20,0.23,0.13,0.12,0.04,0.07,0.10,0.08,0.01,0.09,0.03
0.11,0.05,0.04,0.11,0.03,0.12,0.16,0.04,0.07,0.28,0.06,0.30,0.01,0.05,1,0.15,-0.01,0.30,0.17,0.05,0.05,0.06,0.10,0.00,-0.01,-0.02,0.12,0.03,0.15,0.39,0.10,0.01,0.00,0.14,0.05,N/A,0.05,0.07,0.12,0.05,0.03,0.23,0.28,0.15,-0.04,0.10,0.04
0.19,0.22,0.22,0.32,0.06,0.24,0.35,0.22,0.26,0.05,0.12,0.11,0.16,0.13,0.15,1,0.39,0.08,0.32,0.27,0.19,0.11,0.33,0.16,0.22,0.21,0.24,0.06,0.28,0.23,0.40,0.28,0.11,0.30,0.19,N/A,0.17,0.27,0.29,0.27,0.19,0.20,0.20,0.22,0.02,0.34,0.09
0.19,0.23,0.27,0.27,0.12,0.18,0.21,0.27,0.26,0.03,0.08,-0.01,0.22,0.04,-0.01,0.39,1,0.02,0.22,0.23,0.25,0.07,0.43,0.11,0.04,0.25,0.18,0.08,0.25,0.05,0.45,0.40,0.15,0.31,0.21,N/A,0.21,0.29,0.34,0.33,0.17,0.13,0.08,0.34,0.02,0.28,0.06
0.04,0.00,0.06,0.19,0.01,0.04,0.12,0.06,0.17,0.03,0.01,0.02,0.10,0.05,0.30,0.08,0.02,1,0.02,0.04,0.07,0.04,0.03,0.06,-0.01,0.17,0.04,0.01,0.05,0.02,0.09,0.05,-0.01,0.07,0.15,N/A,0.05,0.03,0.13,0.06,0.19,0.07,-0.06,0.06,-0.03,0.27,-0.03
