1,0.10,0.13,0.13,0.00,0.01,0.02,0.06,0.15,0.07,0.08,0.14,0.06,0.12,N/A,0.10,0.04,0.04,0.09,0.12,-0.01,0.05,-0.05,0.01,0.14,0.06,0.04
0.10,1,0.70,0.76,0.14,0.26,0.17,0.47,0.75,0.55,0.64,0.06,0.61,0.72,N/A,0.70,0.31,0.33,0.77,0.63,0.23,0.46,0.14,0.18,0.08,0.14,0.21
0.13,0.70,1,0.84,0.05,0.16,0.03,0.18,0.79,0.28,0.81,0.02,0.74,0.76,N/A,0.84,0.13,0.13,0.72,0.46,0.15,0.19,0.02,0.06,0.04,0.08,0.10
0.13,0.76,0.84,1,0.19,0.29,0.16,0.63,0.98,0.68,0.72,0.06,0.75,0.90,N/A,0.78,0.34,0.34,0.85,0.85,0.20,0.50,0.20,0.16,0.10,0.16,0.34
0.00,0.14,0.05,0.19,1,0.10,0.10,0.24,0.20,0.23,0.07,0.26,0.10,0.16,N/A,0.10,0.11,0.08,0.19,0.25,0.05,0.16,0.09,0.11,0.01,0.06,0.18
0.01,0.26,0.16,0.29,0.10,1,0.14,0.32,0.29,0.36,0.15,0.09,0.18,0.26,N/A,0.24,0.26,0.19,0.33,0.33,0.06,0.24,0.11,0.14,0.12,0.14,0.11
0.02,0.17,0.03,0.16,0.10,0.14,1,0.24,0.20,0.22,0.09,-0.06,0.08,0.15,N/A,0.13,0.15,0.12,0.24,0.26,0.10,0.22,0.08,0.02,-0.00,0.23,0.18
0.06,0.47,0.18,0.63,0.24,0.32,0.24,1,0.66,0.81,0.24,0.09,0.31,0.58,N/A,0.30,0.49,0.47,0.58,0.87,0.18,0.61,0.27,0.20,0.10,0.18,0.46
0.15,0.75,0.79,0.98,0.20,0.29,0.20,0.66,1,0.71,0.69,0.07,0.72,0.89,N/A,0.74,0.35,0.35,0.83,0.88,0.21,0.52,0.21,0.16,0.09,0.15,0.35
0.07,0.55,0.28,0.68,0.23,0.36,0.22,0.81,0.71,1,0.33,0.16,0.41,0.63,N/A,0.33,0.52,0.53,0.60,0.86,0.22,0.59,0.30,0.23,0.13,0.23,0.39
0.08,0.64,0.81,0.72,0.07,0.15,0.09,0.24,0.69,0.33,1,0.03,0.64,0.66,N/A,0.74,0.21,0.25,0.66,0.46,0.70,0.23,0.08,0.05,0.03,0.12,0.12
0.14,0.06,0.02,0.06,0.26,0.09,-0.06,0.09,0.07,0.16,0.03,1,0.03,0.06,N/A,0.04,0.04,0.04,0.07,0.08,0.03,0.04,0.02,0.04,0.06,0.01,-0.01
0.06,0.61,0.74,0.75,0.10,0.18,0.08,0.31,0.72,0.41,0.64,0.03,1,0.67,N/A,0.66,0.23,0.24,0.66,0.53,0.17,0.33,0.69,0.18,0.04,0.24,0.18
0.12,0.72,0.76,0.90,0.16,0.26,0.15,0.58,0.89,0.63,0.66,0.06,0.67,1,N/A,0.71,0.30,0.33,0.78,0.79,0.20,0.52,0.17,0.14,0.22,0.15,0.31
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.10,0.70,0.84,0.78,0.10,0.24,0.13,0.30,0.74,0.33,0.74,0.04,0.66,0.71,N/A,1,0.18,0.18,0.76,0.52,0.23,0.26,0.08,0.09,0.11,0.16,0.15
0.04,0.31,0.13,0.34,0.11,0.26,0.15,0.49,0.35,0.52,0.21,0.04,0.23,0.30,N/A,0.18,1,0.82,0.38,0.46,0.20,0.32,0.21,0.10,0.11,0.17,0.22
0.04,0.33,0.13,0.34,0.08,0.19,0.12,0.47,0.35,0.53,0.25,0.04,0.24,0.33,N/A,0.18,0.82,1,0.37,0.44,0.26,0.40,0.22,0.18,0.17,0.18,0.21
