1,0.35,0.25,0.43,0.23,0.48,0.34,0.28,N/A,0.14,0.64,0.32,0.34,0.40,0.11,0.31,0.18,0.46,0.14,0.34,0.12,0.22,0.40,0.23,0.52,0.05,0.36,0.64,0.22,0.06,0.31,0.55,0.34,0.04,0.32,0.23,0.35,0.44
0.35,1,0.28,0.53,0.45,0.26,0.36,0.20,N/A,-0.01,0.12,0.23,0.44,0.49,0.00,0.11,0.00,0.12,-0.01,0.93,0.05,0.22,0.26,0.05,0.45,0.07,0.03,0.29,0.20,0.05,-0.00,0.27,0.61,-0.00,0.10,0.34,0.08,0.31
0.25,0.28,1,0.36,0.39,0.29,0.36,0.11,N/A,0.07,0.17,0.04,0.30,0.39,0.02,0.24,0.12,0.18,0.08,0.25,0.06,0.21,0.19,0.11,0.30,0.01,0.13,0.30,0.23,0.14,0.03,0.20,0.33,0.02,0.08,0.14,0.16,0.34
0.43,0.53,0.36,1,0.36,0.27,0.55,0.15,N/A,0.08,0.24,0.17,0.32,0.42,0.00,0.22,0.04,0.21,0.07,0.52,0.15,0.22,0.24,0.25,0.42,0.09,0.13,0.31,0.13,0.08,-0.01,0.35,0.48,0.01,0.11,0.24,0.12,0.33
0.23,0.45,0.39,0.36,1,0.29,0.25,0.22,N/A,0.07,0.13,0.06,0.44,0.42,-0.01,0.32,0.07,0.19,0.07,0.48,0.11,0.29,0.19,0.15,0.28,0.10,0.13,0.27,0.09,0.14,0.01,0.15,0.49,0.13,0.08,0.37,0.14,0.40
0.48,0.26,0.29,0.27,0.29,1,0.26,0.21,N/A,0.02,0.24,0.10,0.38,0.44,0.07,0.25,0.08,0.48,0.03,0.31,0.09,0.35,0.34,0.12,0.30,0.09,0.17,0.48,0.28,0.09,0.27,0.32,0.44,0.06,0.21,0.26,0.30,0.54
0.34,0.36,0.36,0.55,0.25,0.26,1,0.07,N/A,0.06,0.25,0.04,0.19,0.32,-0.03,0.18,0.10,0.12,0.21,0.37,0.09,0.24,0.21,0.39,0.35,0.31,0.20,0.18,0.15,0.12,0.03,0.37,0.33,-0.00,0.06,0.16,0.12,0.30
0.28,0.20,0.11,0.15,0.22,0.21,0.07,1,N/A,0.08,0.15,0.01,0.23,0.23,-0.03,0.10,0.03,0.34,-0.05,0.22,0.09,0.07,0.21,0.12,0.12,-0.01,0.18,0.38,0.12,0.05,0.16,0.28,0.20,0.01,0.11,0.37,0.13,0.19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.14,-0.01,0.07,0.08,0.07,0.02,0.06,0.08,N/A,1,0.17,0.09,0.06,0.10,0.08,0.23,0.18,0.07,0.06,0.00,0.12,0.12,0.17,0.13,0.06,0.05,0.18,0.09,0.00,0.14,0.10,0.12,0.06,0.05,0.08,-0.00,0.21,0.17
