N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.14,0.02,0.14,0.03,0.20,0.14,0.22,0.24,0.05,0.36,0.11,0.20,0.09,0.29,0.06,0.23,0.16,0.05,0.23,0.17,0.27,0.24,0.03,0.03,-0.02,0.11,0.20,0.10,0.11,0.11,N/A,0.15,0.08,0.08,0.03,0.14,0.21,0.03,0.30,0.24,0.03,0.11,-0.00,0.18,0.08,0.09,0.13,0.11,0.14,0.07,0.00,0.10,0.08,0.07,0.02,0.07,0.19,0.24,0.22
N/A,0.14,1,0.04,-0.00,0.05,0.06,0.09,0.14,0.18,0.11,0.06,0.01,0.19,0.05,0.08,0.03,0.22,0.05,0.05,0.20,0.17,0.18,0.05,0.04,0.12,0.02,0.09,0.03,0.03,0.09,0.06,N/A,0.13,0.13,0.17,0.00,0.04,0.03,0.02,0.16,0.19,0.02,0.10,0.00,-0.03,0.19,0.04,0.02,0.23,0.05,0.04,0.12,0.04,0.15,-0.01,0.08,0.07,0.07,0.11,0.18
N/A,0.02,0.04,1,-0.01,0.01,0.06,0.06,0.06,0.15,0.04,0.15,0.05,0.19,0.05,0.04,-0.00,0.09,0.04,0.06,0.20,0.01,0.23,0.07,0.76,0.62,0.10,0.54,-0.01,0.07,0.04,0.05,N/A,0.21,0.02,0.07,0.75,0.03,0.06,0.11,0.03,0.21,0.05,0.09,0.38,-0.02,0.06,0.07,0.02,0.16,0.07,0.01,0.13,0.67,0.07,0.00,0.10,0.01,0.06,0.23,0.15
N/A,0.14,-0.00,-0.01,1,0.02,0.23,-0.00,0.18,0.11,0.19,0.08,0.04,0.12,0.07,0.30,0.15,0.01,0.12,-0.02,0.13,0.14,0.12,0.12,-0.01,0.01,-0.02,0.09,0.08,0.06,0.19,0.09,N/A,0.06,0.11,0.05,-0.00,0.00,0.11,-0.01,0.15,0.13,0.03,0.07,-0.02,0.10,0.06,0.16,0.02,0.19,0.16,0.05,0.02,0.10,0.02,0.13,0.01,0.09,0.24,0.15,0.20
N/A,0.03,0.05,0.01,0.02,1,0.07,0.14,0.07,0.02,0.04,0.05,-0.04,0.03,0.02,-0.02,0.01,0.04,0.12,0.01,0.02,0.04,0.00,-0.05,0.00,-0.01,0.04,0.12,-0.01,0.01,-0.02,0.02,N/A,0.06,0.02,-0.00,-0.01,0.09,0.08,0.06,0.02,0.02,0.02,0.01,0.02,-0.02,0.03,0.05,0.08,0.02,0.08,0.02,0.08,0.03,0.04,0.04,0.05,0.04,0.02,0.01,-0.02
N/A,0.20,0.06,0.06,0.23,0.07,1,0.39,0.55,0.36,0.27,0.30,0.04,0.45,0.38,0.36,0.21,0.17,0.52,0.12,0.29,0.15,0.27,0.17,0.04,0.09,0.15,0.21,0.02,0.30,0.54,0.26,N/A,0.36,0.21,0.30,0.03,0.25,0.23,0.08,0.27,0.28,0.19,0.29,0.05,0.13,0.29,0.37,0.19,0.42,0.35,0.27,0.07,0.21,0.16,0.25,0.18,0.23,0.39,0.26,0.47
N/A,0.14,0.09,0.06,-0.00,0.14,0.39,1,0.38,0.25,0.26,0.24,-0.03,0.35,0.32,0.22,0.06,0.23,0.30,0.18,0.32,0.09,0.29,0.10,0.02,0.15,0.09,0.15,0.04,0.49,0.27,0.16,N/A,0.19,0.25,0.24,0.01,0.15,0.13,0.08,0.23,0.29,0.23,0.14,0.01,0.07,0.26,0.29,0.10,0.29,0.23,0.12,0.13,0.15,0.12,0.21,0.08,0.22,0.24,0.22,0.37
N/A,0.22,0.14,0.06,0.18,0.07,0.55,0.38,1,0.46,0.27,0.36,-0.10,0.60,0.36,0.41,0.27,0.27,0.51,0.23,0.39,0.25,0.32,0.21,0.04,0.12,0.15,0.35,0.14,0.33,0.59,0.34,N/A,0.39,0.32,0.41,0.03,0.20,0.13,0.07,0.36,0.38,0.23,0.28,0.05,0.04,0.34,0.37,0.17,0.58,0.44,0.30,0.09,0.21,0.23,0.19,0.22,0.14,0.43,0.31,0.56
N/A,0.24,0.18,0.15,0.11,0.02,0.36,0.25,0.46,1,0.22,0.35,0.10,0.52,0.27,0.36,0.16,0.37,0.36,0.30,0.42,0.27,0.38,0.26,0.15,0.22,0.17,0.33,0.07,0.27,0.35,0.33,N/A,0.38,0.28,0.40,0.17,0.21,0.11,0.09,0.37,0.42,0.14,0.28,0.11,0.16,0.37,0.28,0.08,0.51,0.29,0.25,0.07,0.32,0.20,0.19,0.23,0.23,0.37,0.34,0.59
