1,N/A,0.15,-0.01,0.22,0.27,0.47,0.08,0.05,0.03,0.05,0.11,0.08,0.46,0.11,0.23,0.15,0.44,0.48,0.06,0.03,0.39,0.32,0.30,N/A,0.45,0.53,0.19,0.17,0.03,0.06,0.07,0.46,0.01,0.11,0.44,0.06,0.10,0.11,0.11,0.21,0.02,0.19,0.07,0.13,0.15,0.09,0.12,0.47,0.58,0.12,N/A,0.25,0.48,0.08,0.24,-0.03,N/A,0.22
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.15,N/A,1,-0.04,0.03,0.09,0.17,0.04,0.01,0.01,0.02,0.04,0.00,0.16,0.03,0.08,0.11,0.17,0.15,0.01,0.04,0.12,0.10,0.18,N/A,0.16,0.12,0.12,0.01,0.24,0.02,0.01,0.02,0.02,0.01,0.18,0.04,0.05,0.08,0.13,0.05,-0.02,0.00,0.06,-0.04,0.05,0.01,0.06,0.12,0.12,0.08,N/A,0.06,0.18,0.04,0.14,0.12,N/A,0.07
-0.01,N/A,-0.04,1,0.00,-0.06,0.03,0.01,0.24,-0.02,0.03,0.09,-0.01,0.02,0.03,0.05,0.23,0.05,0.00,0.10,0.06,-0.02,-0.06,0.08,N/A,0.02,-0.07,-0.06,0.06,0.02,0.03,0.03,-0.05,0.02,0.10,-0.03,0.00,0.09,0.03,-0.06,0.10,0.06,-0.02,0.05,0.07,-0.02,0.06,-0.01,-0.02,0.07,0.04,N/A,0.05,-0.00,0.06,-0.03,0.09,N/A,-0.06
0.22,N/A,0.03,0.00,1,0.09,0.21,0.03,0.01,0.02,0.00,0.02,0.01,0.19,-0.00,0.10,0.07,0.10,0.31,0.01,-0.01,0.13,0.13,0.12,N/A,0.11,0.16,0.05,0.04,-0.01,0.03,0.05,0.14,-0.00,0.00,0.13,0.01,0.22,0.07,0.04,0.03,-0.03,0.06,0.01,0.06,0.15,-0.01,0.01,0.13,0.13,0.06,N/A,0.07,0.22,0.00,0.11,-0.01,N/A,0.07
0.27,N/A,0.09,-0.06,0.09,1,0.31,0.07,0.14,0.01,-0.01,0.03,0.04,0.27,0.32,0.14,0.09,0.14,0.16,0.07,-0.03,0.10,0.16,0.13,N/A,0.10,0.28,0.09,0.13,-0.02,0.05,0.18,0.18,0.02,0.03,0.12,0.06,-0.00,0.08,0.15,0.09,0.04,0.15,0.05,-0.05,0.04,0.01,0.18,0.27,0.17,0.09,N/A,0.02,0.21,-0.03,0.23,0.11,N/A,0.21
0.47,N/A,0.17,0.03,0.21,0.31,1,0.15,0.12,0.08,0.12,0.29,0.23,0.75,0.26,0.41,0.25,0.53,0.53,0.17,0.05,0.39,0.38,0.57,N/A,0.42,0.34,0.26,0.20,0.01,0.23,0.14,0.15,0.08,0.09,0.49,0.32,0.06,0.28,0.32,0.28,0.02,0.40,0.22,0.07,0.24,0.08,0.43,0.33,0.41,0.28,N/A,0.28,0.58,0.21,0.62,0.09,N/A,0.30
0.08,N/A,0.04,0.01,0.03,0.07,0.15,1,-0.02,0.06,0.08,0.32,0.07,0.12,0.07,0.05,0.07,0.06,0.07,0.08,-0.01,0.07,-0.01,0.15,N/A,-0.01,0.12,0.03,0.14,0.04,0.02,0.08,0.03,-0.01,0.39,0.09,0.18,-0.05,0.11,0.11,0.04,-0.00,0.08,0.17,-0.01,0.02,0.16,0.16,0.02,0.06,0.08,N/A,0.03,0.07,-0.02,0.19,0.04,N/A,0.08
0.05,N/A,0.01,0.24,0.01,0.14,0.12,-0.02,1,-0.02,0.03,0.00,0.04,0.06,0.13,0.00,0.05,0.05,0.07,0.05,0.01,0.04,0.03,0.10,N/A,0.06,-0.01,0.01,0.08,-0.00,0.05,-0.04,-0.05,0.00,0.04,0.09,0.03,0.02,0.10,0.01,0.06,-0.01,-0.01,0.07,0.02,-0.01,-0.03,0.09,0.03,0.08,0.04,N/A,0.05,0.12,0.05,0.07,0.11,N/A,-0.01
0.03,N/A,0.01,-0.02,0.02,0.01,0.08,0.06,-0.02,1,0.02,0.22,0.02,0.07,0.02,0.01,0.01,0.06,0.10,0.01,0.04,0.05,-0.04,0.06,N/A,-0.01,0.04,0.02,-0.01,-0.01,0.01,-0.01,0.00,0.00,0.02,0.08,0.29,0.01,0.00,0.01,0.04,0.01,0.02,0.03,-0.00,0.01,0.02,0.01,0.02,0.02,0.02,N/A,-0.03,0.02,0.26,0.09,-0.01,N/A,0.01
0.05,N/A,0.02,0.03,0.00,-0.01,0.12,0.08,0.03,0.02,1,0.06,0.00,0.11,0.10,0.06,0.19,0.06,0.07,0.05,0.03,0.04,0.06,0.37,N/A,0.05,0.03,0.02,0.27,0.02,0.06,0.10,-0.01,0.01,0.03,0.02,0.08,0.02,0.72,0.04,0.19,0.04,0.25,0.38,0.16,0.03,0.15,0.11,0.01,0.04,0.47,N/A,0.06,0.05,0.05,0.18,0.03,N/A,0.04
0.11,N/A,0.04,0.09,0.02,0.03,0.29,0.32,0.00,0.22,0.06,1,0.14,0.25,0.10,0.09,0.20,0.15,0.14,0.04,0.05,0.11,0.09,0.31,N/A,0.09,0.07,0.06,0.05,0.01,0.12,0.02,0.04,-0.01,0.19,0.14,0.48,-0.04,0.10,0.10,0.03,0.02,0.12,0.11,-0.00,0.06,0.08,0.13,0.10,0.13,0.11,N/A,0.03,0.12,0.12,0.22,0.05,N/A,0.04
0.08,N/A,0.00,-0.01,0.01,0.04,0.23,0.07,0.04,0.02,0.00,0.14,1,0.17,0.08,0.12,0.01,0.14,0.13,-0.03,-0.02,0.06,0.06,0.25,N/A,0.07,0.04,0.01,0.06,-0.01,0.60,0.00,0.04,0.16,-0.01,0.12,0.05,0.00,0.04,0.04,0.03,0.02,0.09,0.10,0.02,0.14,0.04,0.15,0.11,0.06,0.16,N/A,0.03,0.14,0.04,0.18,0.00,N/A,0.07
0.46,N/A,0.16,0.02,0.19,0.27,0.75,0.12,0.06,0.07,0.11,0.25,0.17,1,0.23,0.38,0.24,0.52,0.38,0.26,0.06,0.41,0.36,0.53,N/A,0.41,0.34,0.31,0.17,0.05,0.16,0.22,0.13,0.02,0.13,0.53,0.25,0.06,0.24,0.33,0.22,0.03,0.37,0.15,0.11,0.23,0.04,0.42,0.25,0.44,0.20,N/A,0.26,0.53,0.21,0.58,0.06,N/A,0.29
0.11,N/A,0.03,0.03,-0.00,0.32,0.26,0.07,0.13,0.02,0.10,0.10,0.08,0.23,1,0.15,0.13,0.16,0.12,0.08,-0.00,0.08,0.14,0.27,N/A,0.08,0.17,0.03,0.14,-0.02,0.10,0.09,0.02,-0.00,0.05,0.10,0.22,0.01,0.19,0.16,0.16,0.41,0.19,0.12,0.08,0.02,0.09,0.29,0.04,0.08,0.17,N/A,0.06,0.22,0.05,0.30,0.10,N/A,0.05
0.23,N/A,0.08,0.05,0.10,0.14,0.41,0.05,0.00,0.01,0.06,0.09,0.12,0.38,0.15,1,0.25,0.37,0.21,0.08,0.03,0.26,0.25,0.36,N/A,0.41,0.21,0.24,0.11,0.02,0.20,0.05,0.02,0.00,0.05,0.26,0.14,0.00,0.20,0.55,0.28,-0.00,0.12,0.10,0.08,0.13,0.09,0.37,0.07,0.33,0.21,N/A,0.13,0.42,0.11,0.50,0.01,N/A,0.13
0.15,N/A,0.11,0.23,0.07,0.09,0.25,0.07,0.05,0.01,0.19,0.20,0.01,0.24,0.13,0.25,1,0.21,0.19,0.08,0.03,0.14,0.15,0.48,N/A,0.27,0.14,0.15,0.09,0.06,0.08,0.02,-0.03,0.00,0.02,0.10,0.13,0.01,0.28,0.14,0.05,0.03,0.02,0.18,0.10,0.05,0.04,0.10,0.06,0.09,0.33,N/A,0.15,0.24,0.06,0.20,0.22,N/A,0.03
0.44,N/A,0.17,0.05,0.10,0.14,0.53,0.06,0.05,0.06,0.06,0.15,0.14,0.52,0.16,0.37,0.21,1,0.45,0.12,-0.01,0.33,0.27,0.37,N/A,0.51,0.27,0.23,0.12,0.02,0.15,0.13,0.07,-0.00,0.19,0.52,0.13,0.03,0.21,0.29,0.22,0.05,0.17,0.01,0.05,0.19,0.00,0.24,0.26,0.44,0.20,N/A,0.22,0.49,0.24,0.38,0.05,N/A,0.22
0.48,N/A,0.15,0.00,0.31,0.16,0.53,0.07,0.07,0.10,0.07,0.14,0.13,0.38,0.12,0.21,0.19,0.45,1,0.03,0.01,0.28,0.37,0.25,N/A,0.51,0.31,0.16,0.08,0.01,0.14,0.02,0.27,0.14,0.06,0.30,0.14,0.03,0.16,0.17,0.06,0.02,0.19,0.05,0.06,0.16,-0.02,0.13,0.19,0.35,0.10,N/A,0.26,0.40,0.09,0.25,0.03,N/A,0.09
0.06,N/A,0.01,0.10,0.01,0.07,0.17,0.08,0.05,0.01,0.05,0.04,-0.03,0.26,0.08,0.08,0.08,0.12,0.03,1,0.00,0.06,0.06,0.14,N/A,0.02,0.08,0.07,0.17,-0.00,0.03,0.24,0.04,0.00,0.07,0.05,0.01,-0.01,0.14,0.12,0.09,0.06,0.08,0.08,0.12,0.02,0.05,0.17,0.00,0.06,0.08,N/A,0.06,0.02,0.08,0.17,0.03,N/A,0.09
0.03,N/A,0.04,0.06,-0.01,-0.03,0.05,-0.01,0.01,0.04,0.03,0.05,-0.02,0.06,-0.00,0.03,0.03,-0.01,0.01,0.00,1,0.05,-0.01,0.10,N/A,0.01,0.03,0.08,0.02,0.06,-0.00,-0.02,-0.01,0.29,0.01,-0.02,0.11,0.03,0.02,0.04,0.01,-0.00,0.11,0.06,-0.01,0.00,-0.03,0.00,0.01,0.05,0.02,N/A,-0.02,-0.02,0.02,0.04,-0.02,N/A,0.00
0.39,N/A,0.12,-0.02,0.13,0.10,0.39,0.07,0.04,0.05,0.04,0.11,0.06,0.41,0.08,0.26,0.14,0.33,0.28,0.06,0.05,1,0.17,0.28,N/A,0.26,0.40,0.30,0.13,0.06,0.04,0.03,0.19,0.02,0.10,0.33,0.11,-0.03,0.17,0.13,0.18,0.03,0.15,0.07,0.05,0.08,0.08,0.15,0.17,0.46,0.14,N/A,0.26,0.34,0.09,0.21,-0.01,N/A,0.18
0.32,N/A,0.10,-0.06,0.13,0.16,0.38,-0.01,0.03,-0.04,0.06,0.09,0.06,0.36,0.14,0.25,0.15,0.27,0.37,0.06,-0.01,0.17,1,0.28,N/A,0.29,0.19,0.13,0.21,-0.05,0.07,0.05,0.08,-0.01,0.03,0.21,0.10,0.18,0.18,0.18,0.11,0.05,0.19,0.07,0.12,0.06,0.01,0.20,0.17,0.25,0.17,N/A,0.21,0.22,0.13,0.23,-0.02,N/A,0.14
0.30,N/A,0.18,0.08,0.12,0.13,0.57,0.15,0.10,0.06,0.37,0.31,0.25,0.53,0.27,0.36,0.48,0.37,0.25,0.14,0.10,0.28,0.28,1,N/A,0.30,0.21,0.23,0.18,0.05,0.27,0.07,0.06,0.04,0.11,0.44,0.27,0.07,0.50,0.31,0.23,0.09,0.28,0.35,0.22,0.19,0.07,0.37,0.17,0.29,0.61,N/A,0.17,0.44,0.13,0.54,0.22,N/A,0.23
