1,0.14,-0.03,0.09,-0.02,0.04,N/A,0.13,-0.00,-0.02,0.10,0.09,0.01,0.07,N/A,-0.02,0.01,0.14,0.02,0.08,N/A,N/A,-0.04,N/A,N/A,-0.15,-0.00,0.07,-0.04,-0.01,0.09,-0.03,N/A,N/A,-0.01,N/A,0.02,0.06,N/A,0.07,-0.06,0.07,0.05,0.03,-0.03,N/A,N/A,-0.04
0.14,1,0.05,0.25,0.15,0.28,N/A,0.38,0.29,0.11,0.35,0.34,0.29,0.26,N/A,0.29,0.04,0.25,0.05,0.25,N/A,N/A,0.02,N/A,N/A,0.01,0.25,0.13,0.12,0.12,0.26,0.11,N/A,N/A,0.05,N/A,0.02,0.27,N/A,-0.01,0.07,0.34,0.24,0.26,0.07,N/A,N/A,-0.01
-0.03,0.05,1,0.10,0.10,0.20,N/A,0.11,0.06,0.05,0.07,0.13,0.05,0.00,N/A,-0.02,-0.03,0.03,0.09,0.04,N/A,N/A,0.13,N/A,N/A,0.21,0.10,0.10,-0.03,0.00,0.13,0.04,N/A,N/A,0.02,N/A,0.11,0.10,N/A,0.16,0.05,0.11,-0.10,0.05,0.02,N/A,N/A,0.05
0.09,0.25,0.10,1,0.22,0.41,N/A,0.49,0.48,0.12,0.53,0.50,0.43,0.32,N/A,0.20,0.01,0.28,0.08,0.23,N/A,N/A,0.03,N/A,N/A,0.23,0.27,0.11,0.18,0.03,0.18,0.10,N/A,N/A,0.03,N/A,0.14,0.40,N/A,0.17,0.30,0.53,0.40,0.33,0.09,N/A,N/A,0.09
-0.02,0.15,0.10,0.22,1,0.88,N/A,0.31,0.32,0.34,0.39,0.33,0.41,0.12,N/A,0.32,0.05,0.11,0.36,0.36,N/A,N/A,0.03,N/A,N/A,0.07,0.36,0.02,0.16,0.49,0.13,0.27,N/A,N/A,0.63,N/A,0.03,0.32,N/A,0.14,0.08,0.34,0.17,0.32,0.11,N/A,N/A,0.05
0.04,0.28,0.20,0.41,0.88,1,N/A,0.58,0.52,0.38,0.67,0.68,0.65,0.29,N/A,0.40,0.08,0.23,0.40,0.48,N/A,N/A,0.08,N/A,N/A,0.20,0.53,0.08,0.22,0.42,0.22,0.31,N/A,N/A,0.53,N/A,0.12,0.57,N/A,0.20,0.19,0.68,0.37,0.48,0.17,N/A,N/A,0.09
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.13,0.38,0.11,0.49,0.31,0.58,N/A,1,0.60,0.26,0.71,0.72,0.65,0.41,N/A,0.37,0.09,0.32,0.19,0.45,N/A,N/A,0.08,N/A,N/A,0.13,0.47,0.11,0.20,0.12,0.32,0.22,N/A,N/A,0.18,N/A,0.15,0.60,N/A,0.10,0.26,0.76,0.52,0.50,0.22,N/A,N/A,0.16
-0.00,0.29,0.06,0.48,0.32,0.52,N/A,0.60,1,0.29,0.65,0.61,0.69,0.38,N/A,0.40,0.10,0.23,0.17,0.45,N/A,N/A,0.06,N/A,N/A,0.15,0.46,0.11,0.21,0.18,0.20,0.27,N/A,N/A,0.21,N/A,0.10,0.55,N/A,0.05,0.27,0.67,0.47,0.47,0.19,N/A,N/A,0.12
-0.02,0.11,0.05,0.12,0.34,0.38,N/A,0.26,0.29,1,0.35,0.28,0.30,0.12,N/A,0.19,0.13,0.02,0.32,0.25,N/A,N/A,0.01,N/A,N/A,-0.00,0.91,0.03,0.09,0.27,0.16,0.98,N/A,N/A,0.27,N/A,0.02,0.25,N/A,0.04,0.07,0.29,0.17,0.18,0.42,N/A,N/A,0.01
0.10,0.35,0.07,0.53,0.39,0.67,N/A,0.71,0.65,0.35,1,0.77,0.71,0.46,N/A,0.47,0.12,0.25,0.24,0.56,N/A,N/A,0.05,N/A,N/A,0.17,0.58,0.14,0.31,0.21,0.27,0.32,N/A,N/A,0.24,N/A,0.10,0.79,N/A,0.09,0.24,0.80,0.53,0.51,0.19,N/A,N/A,0.11
0.09,0.34,0.13,0.50,0.33,0.68,N/A,0.72,0.61,0.28,0.77,1,0.74,0.38,N/A,0.37,0.10,0.27,0.28,0.44,N/A,N/A,0.12,N/A,N/A,0.21,0.56,0.13,0.23,0.16,0.24,0.23,N/A,N/A,0.19,N/A,0.27,0.70,N/A,0.22,0.26,0.88,0.52,0.52,0.18,N/A,N/A,0.14
0.01,0.29,0.05,0.43,0.41,0.65,N/A,0.65,0.69,0.30,0.71,0.74,1,0.39,N/A,0.46,0.10,0.24,0.24,0.55,N/A,N/A,0.11,N/A,N/A,0.09,0.51,0.06,0.22,0.23,0.22,0.26,N/A,N/A,0.28,N/A,0.11,0.66,N/A,0.05,0.28,0.81,0.48,0.60,0.17,N/A,N/A,0.13
0.07,0.26,0.00,0.32,0.12,0.29,N/A,0.41,0.38,0.12,0.46,0.38,0.39,1,N/A,0.26,0.07,0.19,0.10,0.21,N/A,N/A,0.00,N/A,N/A,0.14,0.23,0.09,0.10,0.04,0.14,0.11,N/A,N/A,0.01,N/A,0.12,0.31,N/A,0.07,0.25,0.41,0.56,0.23,0.10,N/A,N/A,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.02,0.29,-0.02,0.20,0.32,0.40,N/A,0.37,0.40,0.19,0.47,0.37,0.46,0.26,N/A,1,0.14,0.13,0.15,0.45,N/A,N/A,0.04,N/A,N/A,0.04,0.33,0.04,0.18,0.27,0.08,0.17,N/A,N/A,0.28,N/A,0.03,0.57,N/A,0.00,0.07,0.38,0.23,0.32,0.03,N/A,N/A,0.05
0.01,0.04,-0.03,0.01,0.05,0.08,N/A,0.09,0.10,0.13,0.12,0.10,0.10,0.07,N/A,0.14,1,0.01,0.01,0.07,N/A,N/A,-0.01,N/A,N/A,0.01,0.14,0.05,0.03,0.08,0.02,0.13,N/A,N/A,0.14,N/A,-0.01,0.14,N/A,0.02,0.00,0.10,0.07,0.03,0.13,N/A,N/A,0.01
0.14,0.25,0.03,0.28,0.11,0.23,N/A,0.32,0.23,0.02,0.25,0.27,0.24,0.19,N/A,0.13,0.01,1,0.03,0.10,N/A,N/A,0.00,N/A,N/A,0.07,0.11,0.06,0.08,0.01,0.19,0.01,N/A,N/A,0.00,N/A,0.03,0.22,N/A,0.02,0.06,0.31,0.18,0.13,0.16,N/A,N/A,-0.01
0.02,0.05,0.09,0.08,0.36,0.40,N/A,0.19,0.17,0.32,0.24,0.28,0.24,0.10,N/A,0.15,0.01,0.03,1,0.16,N/A,N/A,0.05,N/A,N/A,0.05,0.21,0.04,0.17,0.22,-0.02,0.11,N/A,N/A,0.34,N/A,-0.00,0.20,N/A,0.07,0.13,0.27,0.14,0.17,0.04,N/A,N/A,0.06
0.08,0.25,0.04,0.23,0.36,0.48,N/A,0.45,0.45,0.25,0.56,0.44,0.55,0.21,N/A,0.45,0.07,0.10,0.16,1,N/A,N/A,0.05,N/A,N/A,0.03,0.40,0.04,0.20,0.24,0.16,0.23,N/A,N/A,0.26,N/A,0.03,0.58,N/A,0.08,0.08,0.46,0.18,0.38,0.03,N/A,N/A,0.11
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.04,0.02,0.13,0.03,0.03,0.08,N/A,0.08,0.06,0.01,0.05,0.12,0.11,0.00,N/A,0.04,-0.01,0.00,0.05,0.05,N/A,N/A,1,N/A,N/A,0.10,0.05,0.02,0.05,-0.01,-0.04,0.00,N/A,N/A,0.01,N/A,0.09,0.07,N/A,0.05,-0.02,0.10,0.02,0.04,-0.03,N/A,N/A,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.15,0.01,0.21,0.23,0.07,0.20,N/A,0.13,0.15,-0.00,0.17,0.21,0.09,0.14,N/A,0.04,0.01,0.07,0.05,0.03,N/A,N/A,0.10,N/A,N/A,1,0.06,0.13,0.02,-0.03,-0.04,-0.01,N/A,N/A,-0.03,N/A,0.23,0.12,N/A,0.29,0.13,0.17,0.16,0.03,0.01,N/A,N/A,0.03
-0.00,0.25,0.10,0.27,0.36,0.53,N/A,0.47,0.46,0.91,0.58,0.56,0.51,0.23,N/A,0.33,0.14,0.11,0.21,0.40,N/A,N/A,0.05,N/A,N/A,0.06,1,0.06,0.15,0.28,0.22,0.90,N/A,N/A,0.26,N/A,0.08,0.50,N/A,0.07,0.15,0.55,0.31,0.35,0.40,N/A,N/A,0.05
0.07,0.13,0.10,0.11,0.02,0.08,N/A,0.11,0.11,0.03,0.14,0.13,0.06,0.09,N/A,0.04,0.05,0.06,0.04,0.04,N/A,N/A,0.02,N/A,N/A,0.13,0.06,1,0.04,-0.00,0.04,0.02,N/A,N/A,0.01,N/A,0.09,0.08,N/A,0.07,0.03,0.13,0.07,0.20,-0.02,N/A,N/A,0.01
-0.04,0.12,-0.03,0.18,0.16,0.22,N/A,0.20,0.21,0.09,0.31,0.23,0.22,0.10,N/A,0.18,0.03,0.08,0.17,0.20,N/A,N/A,0.05,N/A,N/A,0.02,0.15,0.04,1,0.14,0.10,0.06,N/A,N/A,0.12,N/A,-0.01,0.37,N/A,-0.00,0.03,0.24,0.17,0.18,0.03,N/A,N/A,0.01
-0.01,0.12,0.00,0.03,0.49,0.42,N/A,0.12,0.18,0.27,0.21,0.16,0.23,0.04,N/A,0.27,0.08,0.01,0.22,0.24,N/A,N/A,-0.01,N/A,N/A,-0.03,0.28,-0.00,0.14,1,0.05,0.24,N/A,N/A,0.47,N/A,0.00,0.18,N/A,0.00,0.01,0.15,0.03,0.20,0.03,N/A,N/A,0.01
0.09,0.26,0.13,0.18,0.13,0.22,N/A,0.32,0.20,0.16,0.27,0.24,0.22,0.14,N/A,0.08,0.02,0.19,-0.02,0.16,N/A,N/A,-0.04,N/A,N/A,-0.04,0.22,0.04,0.10,0.05,1,0.18,N/A,N/A,0.03,N/A,0.05,0.18,N/A,0.08,0.03,0.23,0.14,0.09,0.26,N/A,N/A,-0.00
-0.03,0.11,0.04,0.10,0.27,0.31,N/A,0.22,0.27,0.98,0.32,0.23,0.26,0.11,N/A,0.17,0.13,0.01,0.11,0.23,N/A,N/A,0.00,N/A,N/A,-0.01,0.90,0.02,0.06,0.24,0.18,1,N/A,N/A,0.21,N/A,0.03,0.22,N/A,0.03,0.05,0.24,0.14,0.15,0.43,N/A,N/A,0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.01,0.05,0.02,0.03,0.63,0.53,N/A,0.18,0.21,0.27,0.24,0.19,0.28,0.01,N/A,0.28,0.14,0.00,0.34,0.26,N/A,N/A,0.01,N/A,N/A,-0.03,0.26,0.01,0.12,0.47,0.03,0.21,N/A,N/A,1,N/A,-0.01,0.20,N/A,0.02,0.04,0.21,0.04,0.18,0.03,N/A,N/A,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.02,0.02,0.11,0.14,0.03,0.12,N/A,0.15,0.10,0.02,0.10,0.27,0.11,0.12,N/A,0.03,-0.01,0.03,-0.00,0.03,N/A,N/A,0.09,N/A,N/A,0.23,0.08,0.09,-0.01,0.00,0.05,0.03,N/A,N/A,-0.01,N/A,1,0.12,N/A,0.26,0.03,0.16,0.07,0.10,-0.02,N/A,N/A,0.01
0.06,0.27,0.10,0.40,0.32,0.57,N/A,0.60,0.55,0.25,0.79,0.70,0.66,0.31,N/A,0.57,0.14,0.22,0.20,0.58,N/A,N/A,0.07,N/A,N/A,0.12,0.50,0.08,0.37,0.18,0.18,0.22,N/A,N/A,0.20,N/A,0.12,1,N/A,0.07,0.18,0.70,0.38,0.46,0.12,N/A,N/A,0.11
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,-0.01,0.16,0.17,0.14,0.20,N/A,0.10,0.05,0.04,0.09,0.22,0.05,0.07,N/A,0.00,0.02,0.02,0.07,0.08,N/A,N/A,0.05,N/A,N/A,0.29,0.07,0.07,-0.00,0.00,0.08,0.03,N/A,N/A,0.02,N/A,0.26,0.07,N/A,1,-0.04,0.12,0.06,0.03,0.02,N/A,N/A,0.14
-0.06,0.07,0.05,0.30,0.08,0.19,N/A,0.26,0.27,0.07,0.24,0.26,0.28,0.25,N/A,0.07,0.00,0.06,0.13,0.08,N/A,N/A,-0.02,N/A,N/A,0.13,0.15,0.03,0.03,0.01,0.03,0.05,N/A,N/A,0.04,N/A,0.03,0.18,N/A,-0.04,1,0.30,0.31,0.24,0.02,N/A,N/A,0.08
0.07,0.34,0.11,0.53,0.34,0.68,N/A,0.76,0.67,0.29,0.80,0.88,0.81,0.41,N/A,0.38,0.10,0.31,0.27,0.46,N/A,N/A,0.10,N/A,N/A,0.17,0.55,0.13,0.24,0.15,0.23,0.24,N/A,N/A,0.21,N/A,0.16,0.70,N/A,0.12,0.30,1,0.52,0.58,0.22,N/A,N/A,0.13
0.05,0.24,-0.10,0.40,0.17,0.37,N/A,0.52,0.47,0.17,0.53,0.52,0.48,0.56,N/A,0.23,0.07,0.18,0.14,0.18,N/A,N/A,0.02,N/A,N/A,0.16,0.31,0.07,0.17,0.03,0.14,0.14,N/A,N/A,0.04,N/A,0.07,0.38,N/A,0.06,0.31,0.52,1,0.33,0.15,N/A,N/A,0.18
0.03,0.26,0.05,0.33,0.32,0.48,N/A,0.50,0.47,0.18,0.51,0.52,0.60,0.23,N/A,0.32,0.03,0.13,0.17,0.38,N/A,N/A,0.04,N/A,N/A,0.03,0.35,0.20,0.18,0.20,0.09,0.15,N/A,N/A,0.18,N/A,0.10,0.46,N/A,0.03,0.24,0.58,0.33,1,0.02,N/A,N/A,0.08
-0.03,0.07,0.02,0.09,0.11,0.17,N/A,0.22,0.19,0.42,0.19,0.18,0.17,0.10,N/A,0.03,0.13,0.16,0.04,0.03,N/A,N/A,-0.03,N/A,N/A,0.01,0.40,-0.02,0.03,0.03,0.26,0.43,N/A,N/A,0.03,N/A,-0.02,0.12,N/A,0.02,0.02,0.22,0.15,0.02,1,N/A,N/A,-0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.04,-0.01,0.05,0.09,0.05,0.09,N/A,0.16,0.12,0.01,0.11,0.14,0.13,0.07,N/A,0.05,0.01,-0.01,0.06,0.11,N/A,N/A,0.07,N/A,N/A,0.03,0.05,0.01,0.01,0.01,-0.00,0.00,N/A,N/A,0.02,N/A,0.01,0.11,N/A,0.14,0.08,0.13,0.18,0.08,-0.02,N/A,N/A,1
