1,0.09,0.07,0.08,0.08,-0.08,0.17,0.18,0.25,0.13,0.10,0.24,0.18,N/A,-0.01,0.13,0.02,0.27,0.13,0.02
0.09,1,0.99,0.30,0.02,0.09,0.31,0.14,0.21,0.37,0.17,0.66,0.74,N/A,0.69,0.19,0.45,0.21,0.35,0.16
0.07,0.99,1,0.30,0.02,0.10,0.30,0.13,0.19,0.39,0.18,0.66,0.72,N/A,0.71,0.19,0.45,0.20,0.35,0.16
0.08,0.30,0.30,1,-0.00,-0.02,0.09,-0.06,0.01,0.08,0.06,0.21,0.25,N/A,0.20,0.09,0.19,0.01,0.14,-0.00
0.08,0.02,0.02,-0.00,1,0.00,0.02,-0.01,0.01,0.00,0.04,0.04,0.03,N/A,0.01,0.02,-0.01,0.01,-0.01,-0.02
-0.08,0.09,0.10,-0.02,0.00,1,0.05,-0.02,0.02,0.07,-0.02,0.06,0.07,N/A,0.07,0.05,0.02,0.01,-0.00,-0.07
0.17,0.31,0.30,0.09,0.02,0.05,1,0.12,0.16,0.18,0.08,0.34,0.22,N/A,0.11,0.03,0.09,0.16,0.10,0.15
0.18,0.14,0.13,-0.06,-0.01,-0.02,0.12,1,0.13,-0.00,0.05,0.06,0.15,N/A,0.01,0.08,0.05,0.14,0.10,0.08
0.25,0.21,0.19,0.01,0.01,0.02,0.16,0.13,1,0.24,0.04,0.30,0.25,N/A,0.13,0.16,0.10,0.99,0.08,0.36
0.13,0.37,0.39,0.08,0.00,0.07,0.18,-0.00,0.24,1,0.04,0.45,0.33,N/A,0.27,0.18,0.18,0.24,0.07,0.33
0.10,0.17,0.18,0.06,0.04,-0.02,0.08,0.05,0.04,0.04,1,0.14,0.14,N/A,0.12,0.05,0.04,0.03,0.21,0.00
0.24,0.66,0.66,0.21,0.04,0.06,0.34,0.06,0.30,0.45,0.14,1,0.56,N/A,0.53,0.22,0.32,0.30,0.27,0.13
0.18,0.74,0.72,0.25,0.03,0.07,0.22,0.15,0.25,0.33,0.14,0.56,1,N/A,0.49,0.79,0.39,0.26,0.25,0.19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.01,0.69,0.71,0.20,0.01,0.07,0.11,0.01,0.13,0.27,0.12,0.53,0.49,N/A,1,0.13,0.42,0.13,0.30,0.13
0.13,0.19,0.19,0.09,0.02,0.05,0.03,0.08,0.16,0.18,0.05,0.22,0.79,N/A,0.13,1,0.17,0.17,0.05,0.13
0.02,0.45,0.45,0.19,-0.01,0.02,0.09,0.05,0.10,0.18,0.04,0.32,0.39,N/A,0.42,0.17,1,0.10,0.07,0.12
0.27,0.21,0.20,0.01,0.01,0.01,0.16,0.14,0.99,0.24,0.03,0.30,0.26,N/A,0.13,0.17,0.10,1,0.08,0.37
0.13,0.35,0.35,0.14,-0.01,-0.00,0.10,0.10,0.08,0.07,0.21,0.27,0.25,N/A,0.30,0.05,0.07,0.08,1,-0.01
0.02,0.16,0.16,-0.00,-0.02,-0.07,0.15,0.08,0.36,0.33,0.00,0.13,0.19,N/A,0.13,0.13,0.12,0.37,-0.01,1
