1,0.13,0.15,0.33,0.30,0.70,0.12,0.10,0.33,0.19,0.34,0.30,0.20,0.46,0.12,-0.01,0.31,N/A,0.23,0.37,0.32,0.39,0.36,0.18,0.29,0.05,0.13,0.42,0.32,0.14
0.13,1,0.22,0.24,0.21,0.17,0.04,0.07,0.28,0.06,0.26,0.26,0.22,0.30,0.09,0.08,0.23,N/A,0.15,0.26,0.77,0.25,0.20,0.14,0.27,0.14,0.02,0.27,0.28,0.09
0.15,0.22,1,0.23,0.25,0.26,0.04,0.05,0.23,0.08,0.26,0.16,0.11,0.38,0.06,0.05,0.21,N/A,0.13,0.28,0.31,0.27,0.09,0.34,0.26,0.06,0.01,0.22,0.22,0.14
0.33,0.24,0.23,1,0.75,0.31,0.09,0.30,0.81,0.26,0.89,0.51,0.49,0.34,0.13,0.08,0.63,N/A,0.67,0.87,0.72,0.85,0.48,0.41,0.88,0.25,0.41,0.80,0.84,0.39
0.30,0.21,0.25,0.75,1,0.35,0.12,0.27,0.79,0.34,0.80,0.53,0.52,0.33,0.13,0.00,0.54,N/A,0.57,0.85,0.69,0.77,0.42,0.39,0.78,0.23,0.15,0.68,0.79,0.84
0.70,0.17,0.26,0.31,0.35,1,0.09,0.08,0.29,0.22,0.31,0.29,0.16,0.58,0.07,0.07,0.27,N/A,0.19,0.34,0.33,0.34,0.36,0.27,0.28,0.04,0.10,0.40,0.27,0.26
0.12,0.04,0.04,0.09,0.12,0.09,1,0.10,0.12,0.05,0.13,0.11,0.06,0.05,0.03,0.01,0.08,N/A,0.08,0.15,0.13,0.11,0.05,0.12,0.14,0.03,-0.03,0.12,0.12,0.05
0.10,0.07,0.05,0.30,0.27,0.08,0.10,1,0.30,0.06,0.29,0.18,0.20,0.08,0.01,0.03,0.24,N/A,0.18,0.31,0.26,0.29,0.10,0.08,0.32,0.04,0.06,0.25,0.31,0.12
0.33,0.28,0.23,0.81,0.79,0.29,0.12,0.30,1,0.25,0.86,0.58,0.82,0.27,0.13,0.05,0.58,N/A,0.68,0.83,0.72,0.82,0.44,0.38,0.82,0.31,0.15,0.76,0.99,0.49
0.19,0.06,0.08,0.26,0.34,0.22,0.05,0.06,0.25,1,0.23,0.17,0.19,0.17,0.03,0.00,0.23,N/A,0.16,0.25,0.20,0.37,0.21,0.12,0.20,0.04,0.13,0.24,0.25,0.32
0.34,0.26,0.26,0.89,0.80,0.31,0.13,0.29,0.86,0.23,1,0.56,0.54,0.31,0.13,0.09,0.59,N/A,0.70,0.90,0.76,0.83,0.44,0.45,0.89,0.32,0.15,0.78,0.87,0.43
0.30,0.26,0.16,0.51,0.53,0.29,0.11,0.18,0.58,0.17,0.56,1,0.44,0.33,0.13,0.02,0.43,N/A,0.42,0.55,0.52,0.55,0.38,0.30,0.53,0.13,0.07,0.54,0.57,0.33
0.20,0.22,0.11,0.49,0.52,0.16,0.06,0.20,0.82,0.19,0.54,0.44,1,0.09,0.05,0.05,0.29,N/A,0.47,0.48,0.46,0.47,0.24,0.21,0.50,0.27,0.10,0.46,0.83,0.39
0.46,0.30,0.38,0.34,0.33,0.58,0.05,0.08,0.27,0.17,0.31,0.33,0.09,1,0.08,-0.03,0.30,N/A,0.21,0.34,0.39,0.37,0.31,0.31,0.29,0.04,0.23,0.36,0.25,0.23
0.12,0.09,0.06,0.13,0.13,0.07,0.03,0.01,0.13,0.03,0.13,0.13,0.05,0.08,1,0.01,0.16,N/A,0.12,0.13,0.14,0.17,0.12,0.20,0.15,0.15,0.01,0.15,0.12,0.08
-0.01,0.08,0.05,0.08,0.00,0.07,0.01,0.03,0.05,0.00,0.09,0.02,0.05,-0.03,0.01,1,0.05,N/A,0.06,0.04,0.08,0.04,0.03,0.04,0.17,-0.00,0.02,0.07,0.06,-0.04
0.31,0.23,0.21,0.63,0.54,0.27,0.08,0.24,0.58,0.23,0.59,0.43,0.29,0.30,0.16,0.05,1,N/A,0.50,0.58,0.51,0.85,0.58,0.37,0.61,0.11,0.23,0.69,0.59,0.34
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.23,0.15,0.13,0.67,0.57,0.19,0.08,0.18,0.68,0.16,0.70,0.42,0.47,0.21,0.12,0.06,0.50,N/A,1,0.63,0.51,0.63,0.36,0.32,0.70,0.32,0.12,0.59,0.67,0.32
0.37,0.26,0.28,0.87,0.85,0.34,0.15,0.31,0.83,0.25,0.90,0.55,0.48,0.34,0.13,0.04,0.58,N/A,0.63,1,0.81,0.85,0.46,0.41,0.91,0.24,0.15,0.79,0.85,0.44
0.32,0.77,0.31,0.72,0.69,0.33,0.13,0.26,0.72,0.20,0.76,0.52,0.46,0.39,0.14,0.08,0.51,N/A,0.51,0.81,1,0.71,0.40,0.35,0.77,0.25,0.10,0.67,0.73,0.34
0.39,0.25,0.27,0.85,0.77,0.34,0.11,0.29,0.82,0.37,0.83,0.55,0.47,0.37,0.17,0.04,0.85,N/A,0.63,0.85,0.71,1,0.57,0.42,0.82,0.19,0.24,0.82,0.82,0.46
0.36,0.20,0.09,0.48,0.42,0.36,0.05,0.10,0.44,0.21,0.44,0.38,0.24,0.31,0.12,0.03,0.58,N/A,0.36,0.46,0.40,0.57,1,0.26,0.39,0.06,0.23,0.81,0.43,0.27
0.18,0.14,0.34,0.41,0.39,0.27,0.12,0.08,0.38,0.12,0.45,0.30,0.21,0.31,0.20,0.04,0.37,N/A,0.32,0.41,0.35,0.42,0.26,1,0.43,0.19,0.12,0.39,0.37,0.25
0.29,0.27,0.26,0.88,0.78,0.28,0.14,0.32,0.82,0.20,0.89,0.53,0.50,0.29,0.15,0.17,0.61,N/A,0.70,0.91,0.77,0.82,0.39,0.43,1,0.29,0.13,0.74,0.84,0.39
0.05,0.14,0.06,0.25,0.23,0.04,0.03,0.04,0.31,0.04,0.32,0.13,0.27,0.04,0.15,-0.00,0.11,N/A,0.32,0.24,0.25,0.19,0.06,0.19,0.29,1,0.01,0.19,0.30,0.14
0.13,0.02,0.01,0.41,0.15,0.10,-0.03,0.06,0.15,0.13,0.15,0.07,0.10,0.23,0.01,0.02,0.23,N/A,0.12,0.15,0.10,0.24,0.23,0.12,0.13,0.01,1,0.23,0.16,0.11
0.42,0.27,0.22,0.80,0.68,0.40,0.12,0.25,0.76,0.24,0.78,0.54,0.46,0.36,0.15,0.07,0.69,N/A,0.59,0.79,0.67,0.82,0.81,0.39,0.74,0.19,0.23,1,0.77,0.38
0.32,0.28,0.22,0.84,0.79,0.27,0.12,0.31,0.99,0.25,0.87,0.57,0.83,0.25,0.12,0.06,0.59,N/A,0.67,0.85,0.73,0.82,0.43,0.37,0.84,0.30,0.16,0.77,1,0.48
0.14,0.09,0.14,0.39,0.84,0.26,0.05,0.12,0.49,0.32,0.43,0.33,0.39,0.23,0.08,-0.04,0.34,N/A,0.32,0.44,0.34,0.46,0.27,0.25,0.39,0.14,0.11,0.38,0.48,1
