1,0.06,0.09,0.03,0.03,0.11,0.13,0.03,0.04,0.04,0.00,0.17,-0.04,0.15,0.06,-0.02,N/A,0.01,0.03
0.06,1,0.10,0.20,0.18,0.51,0.61,0.03,0.05,0.22,0.04,0.42,0.15,0.55,0.12,0.07,N/A,0.34,0.05
0.09,0.10,1,0.15,0.03,0.23,0.25,0.37,0.38,0.07,0.02,0.18,0.03,0.29,0.24,0.05,N/A,0.03,0.12
0.03,0.20,0.15,1,0.11,0.33,0.38,0.14,0.05,0.13,-0.02,0.29,-0.01,0.42,0.10,0.05,N/A,0.01,0.13
0.03,0.18,0.03,0.11,1,0.21,0.26,-0.05,0.03,0.10,0.03,0.14,0.13,0.25,0.02,0.07,N/A,0.05,0.08
0.11,0.51,0.23,0.33,0.21,1,0.76,0.08,0.10,0.32,0.04,0.53,0.09,0.67,0.16,0.06,N/A,0.07,0.04
0.13,0.61,0.25,0.38,0.26,0.76,1,0.12,0.11,0.33,0.07,0.60,0.08,0.94,0.21,0.11,N/A,0.10,0.09
0.03,0.03,0.37,0.14,-0.05,0.08,0.12,1,0.07,0.05,0.01,0.10,-0.10,0.16,0.50,-0.03,N/A,-0.01,0.08
0.04,0.05,0.38,0.05,0.03,0.10,0.11,0.07,1,0.07,0.02,0.10,0.04,0.13,0.07,0.07,N/A,0.02,0.21
0.04,0.22,0.07,0.13,0.10,0.32,0.33,0.05,0.07,1,0.03,0.31,0.03,0.30,0.03,0.01,N/A,0.03,0.01
0.00,0.04,0.02,-0.02,0.03,0.04,0.07,0.01,0.02,0.03,1,0.07,-0.00,0.08,0.01,0.04,N/A,0.02,-0.04
0.17,0.42,0.18,0.29,0.14,0.53,0.60,0.10,0.10,0.31,0.07,1,-0.00,0.56,0.18,0.03,N/A,0.07,0.08
-0.04,0.15,0.03,-0.01,0.13,0.09,0.08,-0.10,0.04,0.03,-0.00,-0.00,1,0.08,-0.01,-0.04,N/A,0.06,0.05
0.15,0.55,0.29,0.42,0.25,0.67,0.94,0.16,0.13,0.30,0.08,0.56,0.08,1,0.23,0.07,N/A,0.10,0.11
0.06,0.12,0.24,0.10,0.02,0.16,0.21,0.50,0.07,0.03,0.01,0.18,-0.01,0.23,1,-0.04,N/A,0.04,0.13
-0.02,0.07,0.05,0.05,0.07,0.06,0.11,-0.03,0.07,0.01,0.04,0.03,-0.04,0.07,-0.04,1,N/A,-0.02,0.09
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,0.34,0.03,0.01,0.05,0.07,0.10,-0.01,0.02,0.03,0.02,0.07,0.06,0.10,0.04,-0.02,N/A,1,0.04
0.03,0.05,0.12,0.13,0.08,0.04,0.09,0.08,0.21,0.01,-0.04,0.08,0.05,0.11,0.13,0.09,N/A,0.04,1
