1,0.26,0.22,0.21,N/A,0.29,0.19,0.17,0.00,0.16,0.14,0.06,0.30,0.32,0.11,0.33,0.25,-0.03,0.28,0.24,0.31,0.23,0.31,-0.01,0.15,0.18,0.17,0.14,0.08,N/A,0.09,0.21,0.04,0.32,0.06,0.21,0.03,0.22,0.29,0.08,0.20,0.00,0.16,0.19,0.32,0.28,0.21,0.25,0.28,0.15,0.16,0.19,-0.00,0.21,0.28
0.26,1,0.55,0.42,N/A,0.59,0.42,0.35,0.04,0.32,0.33,0.12,0.70,0.62,0.29,0.61,0.53,0.04,0.55,0.58,0.63,0.43,0.34,0.12,0.27,0.26,0.45,0.32,0.35,N/A,0.43,0.45,0.14,0.65,0.12,0.49,0.04,0.28,0.62,0.33,0.12,0.24,0.54,0.14,0.61,0.31,0.32,0.49,0.65,0.24,0.41,0.11,0.14,0.39,0.58
0.22,0.55,1,0.45,N/A,0.59,0.37,0.32,0.08,0.24,0.38,0.22,0.72,0.71,0.27,0.67,0.65,0.05,0.63,0.64,0.73,0.42,0.35,0.07,0.40,0.40,0.40,0.40,0.33,N/A,0.34,0.39,0.15,0.75,0.17,0.58,0.14,0.30,0.69,0.27,0.19,0.20,0.40,0.19,0.69,0.47,0.44,0.41,0.55,0.21,0.40,0.09,0.08,0.31,0.68
0.21,0.42,0.45,1,N/A,0.53,0.31,0.23,0.04,0.22,0.43,0.07,0.55,0.61,0.21,0.61,0.45,0.09,0.57,0.51,0.58,0.42,0.31,0.06,0.43,0.35,0.30,0.22,0.27,N/A,0.25,0.30,0.07,0.63,0.06,0.44,0.08,0.13,0.60,0.19,0.07,0.15,0.29,0.11,0.49,0.35,0.39,0.27,0.57,0.10,0.50,0.07,0.06,0.50,0.60
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.29,0.59,0.59,0.53,N/A,1,0.38,0.31,0.05,0.28,0.44,0.09,0.83,0.76,0.34,0.71,0.61,0.11,0.70,0.79,0.69,0.66,0.43,0.21,0.43,0.37,0.45,0.36,0.31,N/A,0.41,0.52,0.15,0.77,0.09,0.54,0.11,0.28,0.72,0.31,0.14,0.09,0.43,0.10,0.64,0.50,0.55,0.44,0.62,0.24,0.47,0.16,0.23,0.37,0.70
0.19,0.42,0.37,0.31,N/A,0.38,1,0.16,-0.00,0.14,0.31,0.05,0.44,0.47,0.10,0.46,0.34,0.11,0.40,0.39,0.46,0.34,0.27,0.04,0.24,0.25,0.19,0.15,0.16,N/A,0.24,0.25,0.03,0.49,0.03,0.34,0.02,0.14,0.45,0.18,0.04,0.09,0.26,0.24,0.43,0.34,0.27,0.31,0.39,0.07,0.29,0.03,0.04,0.26,0.44
0.17,0.35,0.32,0.23,N/A,0.31,0.16,1,-0.03,0.15,0.17,0.01,0.41,0.36,0.19,0.34,0.30,0.04,0.36,0.34,0.39,0.23,0.20,0.27,0.22,0.09,0.37,0.21,0.20,N/A,0.24,0.19,0.11,0.39,0.28,0.32,-0.02,0.18,0.36,0.18,0.07,0.29,0.31,0.04,0.36,0.20,0.15,0.29,0.43,0.19,0.21,0.05,0.23,0.20,0.35
0.00,0.04,0.08,0.04,N/A,0.05,-0.00,-0.03,1,0.02,0.14,-0.02,0.07,0.12,-0.00,0.09,0.03,-0.05,0.06,0.10,0.08,0.01,0.03,0.01,0.03,0.16,-0.07,0.07,0.11,N/A,-0.02,-0.01,0.04,0.11,-0.01,0.10,-0.02,0.18,0.11,0.01,-0.02,-0.00,0.04,-0.02,0.11,0.04,0.18,0.09,0.05,-0.04,0.05,-0.02,0.01,0.03,0.09
0.16,0.32,0.24,0.22,N/A,0.28,0.14,0.15,0.02,1,0.12,0.00,0.32,0.31,0.22,0.29,0.20,0.01,0.34,0.30,0.30,0.17,0.16,0.11,0.07,0.07,0.37,0.11,0.27,N/A,0.21,0.41,0.03,0.33,0.12,0.17,0.08,0.10,0.30,0.26,0.12,0.40,0.23,0.06,0.39,0.24,0.06,0.15,0.35,0.11,0.12,0.22,0.09,0.40,0.27
