1,0.44,0.39,0.49,0.45,0.25,0.19,0.33,N/A,0.39,0.38,0.17,0.19,0.45,0.27,0.28,0.23,0.39,0.06,0.21,0.01,0.10,0.14,0.33,0.16,0.20,0.26,0.28,0.44,-0.04,0.28,0.09,0.35,0.29
0.44,1,0.60,0.74,0.70,0.56,0.53,0.59,N/A,0.73,0.69,0.24,0.40,0.42,0.34,0.48,0.40,0.38,0.47,0.49,0.08,0.29,0.35,0.46,0.12,0.49,0.46,0.61,0.71,0.08,0.46,0.21,0.67,0.34
0.39,0.60,1,0.71,0.67,0.60,0.37,0.72,N/A,0.75,0.76,0.21,0.40,0.29,0.25,0.43,0.38,0.40,0.28,0.44,0.11,0.45,0.26,0.36,0.28,0.41,0.43,0.59,0.74,0.08,0.40,0.11,0.81,0.36
0.49,0.74,0.71,1,0.74,0.59,0.41,0.72,N/A,0.82,0.81,0.22,0.48,0.38,0.37,0.46,0.47,0.47,0.28,0.41,0.12,0.39,0.30,0.49,0.30,0.43,0.47,0.59,0.84,0.07,0.49,0.19,0.81,0.43
0.45,0.70,0.67,0.74,1,0.64,0.45,0.70,N/A,0.85,0.74,0.26,0.40,0.47,0.31,0.54,0.43,0.41,0.38,0.44,0.10,0.34,0.32,0.44,0.17,0.47,0.54,0.64,0.83,0.09,0.41,0.20,0.77,0.41
0.25,0.56,0.60,0.59,0.64,1,0.42,0.59,N/A,0.71,0.65,0.19,0.31,0.29,0.23,0.36,0.29,0.29,0.37,0.44,0.16,0.39,0.22,0.29,0.19,0.46,0.37,0.60,0.61,0.05,0.33,0.13,0.67,0.32
0.19,0.53,0.37,0.41,0.45,0.42,1,0.36,N/A,0.51,0.45,0.18,0.17,0.23,0.19,0.34,0.31,0.22,0.38,0.48,0.04,0.16,0.22,0.20,0.02,0.40,0.42,0.44,0.51,0.07,0.38,0.10,0.48,0.28
0.33,0.59,0.72,0.72,0.70,0.59,0.36,1,N/A,0.76,0.81,0.20,0.51,0.33,0.29,0.39,0.39,0.38,0.31,0.40,0.11,0.43,0.28,0.37,0.28,0.39,0.47,0.62,0.77,0.05,0.44,0.18,0.79,0.42
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.39,0.73,0.75,0.82,0.85,0.71,0.51,0.76,N/A,1,0.84,0.26,0.46,0.39,0.34,0.58,0.45,0.42,0.41,0.49,0.13,0.40,0.34,0.43,0.21,0.54,0.56,0.68,0.86,0.09,0.43,0.20,0.87,0.44
0.38,0.69,0.76,0.81,0.74,0.65,0.45,0.81,N/A,0.84,1,0.23,0.52,0.32,0.31,0.46,0.42,0.41,0.36,0.44,0.15,0.49,0.29,0.42,0.26,0.45,0.54,0.68,0.84,0.09,0.47,0.18,0.88,0.44
0.17,0.24,0.21,0.22,0.26,0.19,0.18,0.20,N/A,0.26,0.23,1,0.05,0.16,0.02,0.17,0.11,0.23,0.13,0.18,0.01,0.17,0.19,0.13,0.03,0.32,0.12,0.16,0.26,-0.01,0.13,0.01,0.22,0.18
0.19,0.40,0.40,0.48,0.40,0.31,0.17,0.51,N/A,0.46,0.52,0.05,1,0.21,0.22,0.20,0.31,0.27,0.16,0.30,0.08,0.40,0.10,0.32,0.20,0.18,0.25,0.32,0.45,-0.05,0.39,0.07,0.47,0.28
0.45,0.42,0.29,0.38,0.47,0.29,0.23,0.33,N/A,0.39,0.32,0.16,0.21,1,0.21,0.30,0.22,0.33,0.20,0.19,0.01,0.14,0.16,0.37,0.03,0.25,0.26,0.25,0.39,-0.00,0.21,0.10,0.36,0.19
0.27,0.34,0.25,0.37,0.31,0.23,0.19,0.29,N/A,0.34,0.31,0.02,0.22,0.21,1,0.23,0.29,0.29,0.07,0.21,0.04,0.16,0.16,0.19,0.12,0.12,0.23,0.20,0.35,0.01,0.26,0.05,0.28,0.24
0.28,0.48,0.43,0.46,0.54,0.36,0.34,0.39,N/A,0.58,0.46,0.17,0.20,0.30,0.23,1,0.30,0.24,0.24,0.26,0.10,0.23,0.27,0.24,0.06,0.46,0.36,0.37,0.53,0.01,0.21,0.19,0.49,0.26
0.23,0.40,0.38,0.47,0.43,0.29,0.31,0.39,N/A,0.45,0.42,0.11,0.31,0.22,0.29,0.30,1,0.25,0.18,0.25,0.02,0.24,0.16,0.15,0.07,0.24,0.24,0.32,0.52,0.05,0.26,0.11,0.47,0.20
0.39,0.38,0.40,0.47,0.41,0.29,0.22,0.38,N/A,0.42,0.41,0.23,0.27,0.33,0.29,0.24,0.25,1,0.11,0.22,0.07,0.32,0.18,0.35,0.10,0.21,0.25,0.28,0.43,0.04,0.31,0.12,0.38,0.32
0.06,0.47,0.28,0.28,0.38,0.37,0.38,0.31,N/A,0.41,0.36,0.13,0.16,0.20,0.07,0.24,0.18,0.11,1,0.40,0.09,0.14,0.21,0.15,0.02,0.42,0.29,0.44,0.38,0.03,0.16,0.17,0.35,0.10
0.21,0.49,0.44,0.41,0.44,0.44,0.48,0.40,N/A,0.49,0.44,0.18,0.30,0.19,0.21,0.26,0.25,0.22,0.40,1,0.12,0.27,0.23,0.26,0.11,0.44,0.31,0.38,0.48,0.04,0.28,0.06,0.45,0.25
0.01,0.08,0.11,0.12,0.10,0.16,0.04,0.11,N/A,0.13,0.15,0.01,0.08,0.01,0.04,0.10,0.02,0.07,0.09,0.12,1,0.18,0.05,0.03,0.12,0.06,0.08,0.09,0.11,0.06,0.03,0.04,0.15,0.01
0.10,0.29,0.45,0.39,0.34,0.39,0.16,0.43,N/A,0.40,0.49,0.17,0.40,0.14,0.16,0.23,0.24,0.32,0.14,0.27,0.18,1,0.04,0.19,0.12,0.23,0.25,0.29,0.44,-0.02,0.23,0.09,0.44,0.29
