1,0.35,0.39,0.18,0.27,0.45,0.28,0.10,0.16,0.42,0.34,0.50,0.31,0.09,N/A,0.41,0.33,0.13,0.28,0.17,0.31,0.18,0.21,0.09,0.33,0.30,0.19,0.13,0.14,0.19,0.36,0.44,0.34,0.11,0.10,0.01,0.22,0.30,-0.01,0.39,0.05,0.12,0.06,N/A,0.27,0.21,0.40,0.26,N/A,0.04,0.43,0.30,0.08,N/A,0.33,0.09,0.03,0.17,0.19,0.08,0.37,0.45,0.04,0.34,0.29,0.33,0.34,N/A,0.31,0.25,0.13,0.32,0.17
0.35,1,0.33,0.15,0.28,0.33,0.30,0.17,0.13,0.23,0.27,0.32,0.24,0.22,N/A,0.36,0.28,0.01,0.35,0.24,0.08,0.23,0.20,0.07,0.25,0.27,0.09,0.10,0.17,0.28,0.18,0.33,0.23,0.07,0.17,0.06,0.30,0.15,-0.01,0.34,0.07,0.23,0.08,N/A,0.05,0.50,0.35,0.27,N/A,0.04,0.33,0.29,0.10,N/A,0.46,0.02,0.02,0.11,0.12,0.05,0.34,0.25,0.01,0.25,0.27,0.27,0.31,N/A,0.24,0.19,0.18,0.20,0.19
0.39,0.33,1,0.19,0.21,0.74,0.23,0.17,0.28,0.20,0.68,0.71,0.72,0.07,N/A,0.86,0.76,0.02,0.64,0.47,0.25,0.22,0.23,0.22,0.60,0.75,0.23,0.23,0.23,0.38,0.41,0.78,0.71,0.33,0.21,0.24,0.71,0.44,0.07,0.82,0.23,0.14,0.11,N/A,0.08,0.29,0.82,0.71,N/A,0.32,0.81,0.78,0.15,N/A,0.38,0.14,0.08,0.39,0.17,0.22,0.82,0.66,0.06,0.48,0.77,0.75,0.60,N/A,0.23,0.45,0.21,0.48,0.09
0.18,0.15,0.19,1,0.09,0.25,0.12,0.06,0.02,0.15,0.18,0.23,0.16,0.10,N/A,0.24,0.22,0.01,0.25,0.11,0.13,0.13,0.13,0.13,0.15,0.22,0.11,0.06,0.08,0.09,0.10,0.21,0.19,0.05,0.03,0.00,0.18,0.15,-0.01,0.26,0.10,0.01,0.05,N/A,-0.03,0.09,0.25,0.22,N/A,0.01,0.27,0.29,0.04,N/A,0.13,0.02,0.02,0.11,0.06,0.02,0.23,0.28,0.04,0.16,0.22,0.23,0.14,N/A,0.15,0.10,0.09,0.15,0.03
0.27,0.28,0.21,0.09,1,0.20,0.17,0.28,-0.03,0.09,0.19,0.19,0.21,0.07,N/A,0.19,0.15,0.04,0.13,0.11,0.07,0.15,0.08,0.09,0.12,0.16,0.18,0.10,0.26,0.07,0.14,0.22,0.14,-0.04,0.12,0.06,0.15,0.12,0.02,0.19,0.02,0.03,-0.03,N/A,0.12,0.20,0.22,0.18,N/A,0.02,0.21,0.18,0.00,N/A,0.35,0.02,-0.02,0.06,0.05,0.04,0.19,0.13,-0.02,0.14,0.12,0.18,0.15,N/A,0.31,0.08,0.10,-0.02,0.05
0.45,0.33,0.74,0.25,0.20,1,0.20,0.15,0.27,0.36,0.59,0.80,0.70,0.06,N/A,0.84,0.80,0.04,0.66,0.44,0.29,0.23,0.32,0.16,0.63,0.74,0.21,0.24,0.22,0.33,0.42,0.85,0.68,0.26,0.15,0.21,0.66,0.48,0.07,0.86,0.21,0.11,0.16,N/A,0.12,0.37,0.90,0.75,N/A,0.12,0.87,0.78,0.14,N/A,0.38,0.07,0.03,0.38,0.20,0.18,0.80,0.72,0.05,0.51,0.76,0.81,0.66,N/A,0.27,0.37,0.23,0.46,0.09
0.28,0.30,0.23,0.12,0.17,0.20,1,0.11,0.21,0.17,0.19,0.22,0.27,-0.00,N/A,0.24,0.21,0.04,0.18,0.19,0.09,0.30,0.09,0.05,0.22,0.17,0.10,0.06,0.02,0.12,0.09,0.22,0.13,0.02,0.01,0.02,0.24,0.07,0.06,0.24,0.05,-0.02,-0.03,N/A,0.09,0.08,0.24,0.20,N/A,-0.01,0.23,0.24,0.02,N/A,0.12,0.09,0.01,0.06,0.03,0.07,0.24,0.16,0.02,0.17,0.19,0.22,0.26,N/A,0.18,0.09,0.12,0.03,0.72
0.10,0.17,0.17,0.06,0.28,0.15,0.11,1,0.07,-0.01,0.12,0.12,0.09,0.19,N/A,0.14,0.11,0.00,0.05,0.12,0.01,0.56,0.26,0.07,0.13,0.07,0.66,0.05,0.60,0.11,0.04,0.10,0.06,-0.09,-0.02,-0.01,0.14,0.09,0.01,0.14,0.01,-0.01,0.07,N/A,-0.11,0.10,0.14,0.09,N/A,-0.02,0.14,0.13,0.11,N/A,0.30,-0.01,-0.01,0.05,0.06,0.02,0.14,0.13,0.05,0.04,0.10,0.14,0.10,N/A,0.39,-0.02,0.13,0.04,0.13
0.16,0.13,0.28,0.02,-0.03,0.27,0.21,0.07,1,0.08,0.23,0.27,0.24,0.03,N/A,0.25,0.23,0.01,0.28,0.09,0.06,0.16,0.11,0.05,0.24,0.23,0.04,0.09,0.06,0.09,0.21,0.23,0.26,0.18,0.05,0.09,0.22,0.12,0.18,0.26,0.05,0.05,0.01,N/A,0.03,0.10,0.27,0.20,N/A,0.19,0.26,0.27,-0.02,N/A,0.12,0.41,0.05,0.12,0.20,0.03,0.24,0.23,0.03,0.15,0.23,0.23,0.23,N/A,0.03,0.08,0.06,0.09,0.23
0.42,0.23,0.20,0.15,0.09,0.36,0.17,-0.01,0.08,1,0.16,0.29,0.23,0.03,N/A,0.20,0.22,0.02,0.24,0.17,0.35,0.07,0.10,0.00,0.34,0.18,0.03,0.06,-0.06,0.05,0.22,0.27,0.21,0.05,0.10,0.02,0.16,0.19,0.02,0.23,0.03,0.01,-0.01,N/A,0.59,0.26,0.27,0.15,N/A,0.01,0.31,0.21,0.01,N/A,0.24,0.01,-0.00,0.14,0.08,0.05,0.23,0.34,-0.00,0.28,0.15,0.20,0.28,N/A,0.26,0.17,0.09,0.15,0.09
