1,0.16,0.15,0.09,0.14,0.02,0.02,-0.01,0.12,0.04,0.02,0.06,0.05,0.15,0.02,-0.00,0.04,0.04,0.05,0.19,0.12,0.04,0.12,0.07,0.17,0.02,0.16,0.18,0.09,0.02,0.05,0.00,-0.02,0.11,0.05,0.02,0.14,0.04,0.17,0.06,0.06,0.06,0.07,0.07,0.11,0.07,0.12,0.01,0.03,0.04
0.16,1,0.28,0.44,0.52,0.13,0.30,0.08,0.52,0.25,0.38,0.37,0.27,0.55,0.18,0.19,0.16,0.33,0.37,0.42,0.48,0.27,0.52,0.30,0.28,0.33,0.32,0.48,0.50,0.22,0.28,0.29,0.10,0.24,0.39,0.21,0.56,0.24,0.43,0.42,0.17,0.39,0.37,0.35,0.49,0.42,0.50,0.15,0.22,0.28
0.15,0.28,1,0.19,0.23,0.11,0.11,0.02,0.23,0.05,0.13,0.26,0.06,0.26,0.01,0.10,0.07,0.09,0.11,0.24,0.22,0.12,0.37,0.34,0.19,0.09,0.15,0.32,0.25,0.14,0.10,0.10,0.04,0.17,0.13,0.11,0.28,0.05,0.37,0.16,0.09,0.17,0.11,0.16,0.21,0.21,0.23,0.07,0.16,0.09
0.09,0.44,0.19,1,0.69,0.15,0.28,0.10,0.73,0.48,0.64,0.49,0.42,0.64,0.13,0.32,0.22,0.66,0.48,0.43,0.67,0.57,0.58,0.28,0.28,0.70,0.31,0.55,0.75,0.46,0.62,0.36,0.18,0.30,0.71,0.65,0.67,0.34,0.51,0.75,0.46,0.69,0.51,0.49,0.73,0.68,0.73,0.15,0.27,0.55
0.14,0.52,0.23,0.69,1,0.19,0.35,0.08,0.91,0.34,0.44,0.60,0.58,0.90,0.15,0.35,0.25,0.48,0.52,0.55,0.97,0.43,0.72,0.34,0.39,0.50,0.43,0.81,0.81,0.29,0.39,0.43,0.25,0.34,0.53,0.35,0.84,0.22,0.59,0.63,0.26,0.47,0.59,0.37,0.96,0.52,0.95,0.17,0.35,0.34
0.02,0.13,0.11,0.15,0.19,1,0.12,0.03,0.19,0.03,0.19,0.24,0.07,0.23,0.01,0.11,0.01,0.09,0.07,0.15,0.17,0.22,0.24,0.22,0.14,0.21,0.29,0.23,0.18,0.08,0.06,0.22,0.04,0.22,0.11,0.01,0.18,0.14,0.18,0.13,0.05,0.19,0.07,0.08,0.17,0.23,0.18,0.10,0.10,0.11
0.02,0.30,0.11,0.28,0.35,0.12,1,0.05,0.35,0.12,0.25,0.27,0.17,0.41,0.14,0.08,0.05,0.22,0.18,0.24,0.34,0.14,0.30,0.16,0.07,0.21,0.17,0.33,0.30,0.12,0.20,0.26,0.17,0.26,0.24,0.11,0.34,0.05,0.30,0.31,0.06,0.25,0.23,0.18,0.34,0.30,0.33,0.03,0.10,0.15
-0.01,0.08,0.02,0.10,0.08,0.03,0.05,1,0.05,0.10,0.02,0.10,0.04,0.09,0.01,0.02,-0.00,0.08,0.09,-0.01,0.06,0.04,0.06,0.02,0.02,0.09,-0.01,0.08,0.08,0.04,0.10,0.02,-0.00,0.09,0.05,0.11,0.09,0.08,0.04,0.09,0.04,0.05,0.16,-0.00,0.06,0.07,0.07,0.02,0.04,0.03
0.12,0.52,0.23,0.73,0.91,0.19,0.35,0.05,1,0.41,0.50,0.67,0.53,0.80,0.19,0.33,0.25,0.54,0.58,0.53,0.93,0.44,0.70,0.32,0.37,0.56,0.39,0.75,0.87,0.32,0.47,0.45,0.24,0.36,0.60,0.36,0.83,0.25,0.62,0.72,0.31,0.56,0.60,0.44,0.96,0.58,0.96,0.17,0.35,0.43
0.04,0.25,0.05,0.48,0.34,0.03,0.12,0.10,0.41,1,0.56,0.20,0.22,0.30,0.09,0.22,0.10,0.57,0.35,0.26,0.32,0.38,0.24,0.07,0.12,0.61,0.13,0.25,0.45,0.36,0.62,0.09,0.01,0.11,0.56,0.25,0.32,0.28,0.23,0.51,0.40,0.59,0.35,0.45,0.37,0.53,0.37,0.06,0.09,0.53
0.02,0.38,0.13,0.64,0.44,0.19,0.25,0.02,0.50,0.56,1,0.33,0.28,0.45,0.11,0.19,0.10,0.70,0.36,0.32,0.42,0.57,0.40,0.18,0.21,0.73,0.23,0.38,0.57,0.48,0.70,0.25,0.06,0.19,0.71,0.29,0.47,0.46,0.29,0.62,0.56,0.74,0.37,0.53,0.47,0.75,0.47,0.10,0.12,0.58
0.06,0.37,0.26,0.49,0.60,0.24,0.27,0.10,0.67,0.20,0.33,1,0.35,0.59,0.17,0.19,0.16,0.37,0.37,0.34,0.61,0.37,0.55,0.30,0.33,0.41,0.25,0.61,0.61,0.17,0.29,0.44,0.20,0.36,0.38,0.23,0.61,0.21,0.43,0.52,0.21,0.39,0.43,0.32,0.62,0.41,0.62,0.15,0.35,0.29
0.05,0.27,0.06,0.42,0.58,0.07,0.17,0.04,0.53,0.22,0.28,0.35,1,0.56,0.21,0.22,0.12,0.29,0.46,0.31,0.52,0.28,0.37,0.11,0.22,0.33,0.14,0.44,0.55,0.13,0.21,0.23,0.12,0.21,0.35,0.19,0.50,0.14,0.28,0.39,0.14,0.34,0.52,0.26,0.60,0.36,0.61,0.05,0.13,0.25
0.15,0.55,0.26,0.64,0.90,0.23,0.41,0.09,0.80,0.30,0.45,0.59,0.56,1,0.17,0.34,0.22,0.46,0.50,0.55,0.84,0.43,0.70,0.35,0.38,0.50,0.40,0.79,0.75,0.28,0.36,0.43,0.19,0.38,0.52,0.33,0.81,0.19,0.56,0.60,0.22,0.48,0.56,0.39,0.84,0.54,0.84,0.18,0.35,0.34
0.02,0.18,0.01,0.13,0.15,0.01,0.14,0.01,0.19,0.09,0.11,0.17,0.21,0.17,1,0.04,0.09,0.09,0.25,0.07,0.17,0.13,0.10,0.03,0.02,0.13,0.02,0.19,0.21,0.10,0.10,0.08,-0.01,0.22,0.16,0.05,0.13,-0.01,0.10,0.16,0.12,0.17,0.18,0.14,0.19,0.14,0.19,0.03,0.05,0.17
-0.00,0.19,0.10,0.32,0.35,0.11,0.08,0.02,0.33,0.22,0.19,0.19,0.22,0.34,0.04,1,0.06,0.24,0.23,0.23,0.33,0.15,0.33,0.23,0.13,0.18,0.29,0.25,0.30,0.13,0.16,0.12,0.06,0.18,0.25,0.21,0.32,0.07,0.23,0.25,0.07,0.21,0.23,0.16,0.35,0.23,0.35,0.06,0.08,0.14
0.04,0.16,0.07,0.22,0.25,0.01,0.05,-0.00,0.25,0.10,0.10,0.16,0.12,0.22,0.09,0.06,1,0.13,0.17,0.14,0.25,0.12,0.21,0.09,0.09,0.11,0.08,0.24,0.22,0.06,0.09,0.21,0.17,0.10,0.12,0.12,0.25,0.08,0.24,0.17,0.11,0.12,0.21,0.11,0.27,0.16,0.25,0.04,0.09,0.07
0.04,0.33,0.09,0.66,0.48,0.09,0.22,0.08,0.54,0.57,0.70,0.37,0.29,0.46,0.09,0.24,0.13,1,0.40,0.37,0.46,0.56,0.40,0.16,0.17,0.74,0.22,0.38,0.60,0.47,0.64,0.25,0.10,0.21,0.70,0.28,0.48,0.43,0.28,0.68,0.54,0.70,0.43,0.55,0.51,0.66,0.51,0.13,0.14,0.59
0.05,0.37,0.11,0.48,0.52,0.07,0.18,0.09,0.58,0.35,0.36,0.37,0.46,0.50,0.25,0.23,0.17,0.40,1,0.32,0.50,0.27,0.45,0.16,0.19,0.40,0.23,0.41,0.61,0.21,0.33,0.28,0.11,0.26,0.46,0.27,0.58,0.14,0.42,0.54,0.23,0.39,0.49,0.30,0.60,0.41,0.60,0.10,0.14,0.29
0.19,0.42,0.24,0.43,0.55,0.15,0.24,-0.01,0.53,0.26,0.32,0.34,0.31,0.55,0.07,0.23,0.14,0.37,0.32,1,0.53,0.34,0.50,0.29,0.28,0.35,0.22,0.45,0.48,0.20,0.26,0.33,0.19,0.19,0.37,0.24,0.53,0.26,0.44,0.42,0.16,0.34,0.36,0.31,0.52,0.38,0.52,0.13,0.16,0.25
0.12,0.48,0.22,0.67,0.97,0.17,0.34,0.06,0.93,0.32,0.42,0.61,0.52,0.84,0.17,0.33,0.25,0.46,0.50,0.53,1,0.40,0.71,0.33,0.38,0.48,0.45,0.78,0.83,0.28,0.38,0.45,0.25,0.33,0.52,0.31,0.83,0.21,0.60,0.63,0.26,0.47,0.54,0.37,0.95,0.50,0.95,0.17,0.36,0.35
0.04,0.27,0.12,0.57,0.43,0.22,0.14,0.04,0.44,0.38,0.57,0.37,0.28,0.43,0.13,0.15,0.12,0.56,0.27,0.34,0.40,1,0.33,0.10,0.19,0.63,0.17,0.34,0.48,0.38,0.53,0.21,0.08,0.24,0.59,0.26,0.44,0.32,0.32,0.57,0.47,0.57,0.31,0.39,0.43,0.55,0.44,0.18,0.09,0.48
0.12,0.52,0.37,0.58,0.72,0.24,0.30,0.06,0.70,0.24,0.40,0.55,0.37,0.70,0.10,0.33,0.21,0.40,0.45,0.50,0.71,0.33,1,0.82,0.40,0.42,0.46,0.68,0.66,0.29,0.32,0.40,0.18,0.24,0.47,0.30,0.84,0.20,0.57,0.51,0.24,0.43,0.42,0.37,0.71,0.50,0.72,0.22,0.37,0.27
0.07,0.30,0.34,0.28,0.34,0.22,0.16,0.02,0.32,0.07,0.18,0.30,0.11,0.35,0.03,0.23,0.09,0.16,0.16,0.29,0.33,0.10,0.82,1,0.25,0.18,0.33,0.40,0.29,0.18,0.12,0.20,0.07,0.12,0.22,0.11,0.38,0.06,0.29,0.19,0.11,0.21,0.17,0.17,0.31,0.28,0.33,0.15,0.24,0.12
0.17,0.28,0.19,0.28,0.39,0.14,0.07,0.02,0.37,0.12,0.21,0.33,0.22,0.38,0.02,0.13,0.09,0.17,0.19,0.28,0.38,0.19,0.40,0.25,1,0.18,0.17,0.35,0.32,0.10,0.15,0.21,0.10,0.12,0.20,0.13,0.41,0.16,0.32,0.21,0.09,0.16,0.22,0.09,0.37,0.18,0.38,0.07,0.21,0.11
0.02,0.33,0.09,0.70,0.50,0.21,0.21,0.09,0.56,0.61,0.73,0.41,0.33,0.50,0.13,0.18,0.11,0.74,0.40,0.35,0.48,0.63,0.42,0.18,0.18,1,0.21,0.40,0.63,0.46,0.65,0.25,0.12,0.20,0.76,0.34,0.51,0.44,0.36,0.69,0.49,0.74,0.40,0.56,0.53,0.71,0.53,0.14,0.18,0.61
0.16,0.32,0.15,0.31,0.43,0.29,0.17,-0.01,0.39,0.13,0.23,0.25,0.14,0.40,0.02,0.29,0.08,0.22,0.23,0.22,0.45,0.17,0.46,0.33,0.17,0.21,1,0.40,0.40,0.18,0.18,0.13,0.12,0.19,0.24,0.09,0.42,0.17,0.35,0.28,0.20,0.27,0.17,0.21,0.39,0.29,0.42,0.10,0.19,0.20
0.18,0.48,0.32,0.55,0.81,0.23,0.33,0.08,0.75,0.25,0.38,0.61,0.44,0.79,0.19,0.25,0.24,0.38,0.41,0.45,0.78,0.34,0.68,0.40,0.35,0.40,0.40,1,0.69,0.25,0.37,0.40,0.22,0.34,0.45,0.26,0.72,0.20,0.53,0.51,0.25,0.45,0.50,0.34,0.76,0.50,0.75,0.20,0.35,0.31
0.09,0.50,0.25,0.75,0.81,0.18,0.30,0.08,0.87,0.45,0.57,0.61,0.55,0.75,0.21,0.30,0.22,0.60,0.61,0.48,0.83,0.48,0.66,0.29,0.32,0.63,0.40,0.69,1,0.35,0.51,0.41,0.17,0.34,0.67,0.38,0.78,0.32,0.58,0.80,0.37,0.64,0.61,0.50,0.87,0.64,0.88,0.14,0.29,0.52
0.02,0.22,0.14,0.46,0.29,0.08,0.12,0.04,0.32,0.36,0.48,0.17,0.13,0.28,0.10,0.13,0.06,0.47,0.21,0.20,0.28,0.38,0.29,0.18,0.10,0.46,0.18,0.25,0.35,1,0.45,0.13,0.10,0.18,0.51,0.22,0.29,0.25,0.22,0.43,0.47,0.48,0.17,0.32,0.29,0.46,0.30,0.03,0.10,0.39
0.05,0.28,0.10,0.62,0.39,0.06,0.20,0.10,0.47,0.62,0.70,0.29,0.21,0.36,0.10,0.16,0.09,0.64,0.33,0.26,0.38,0.53,0.32,0.12,0.15,0.65,0.18,0.37,0.51,0.45,1,0.25,0.10,0.28,0.70,0.30,0.41,0.38,0.28,0.59,0.53,0.73,0.34,0.51,0.43,0.69,0.43,0.04,0.08,0.62
0.00,0.29,0.10,0.36,0.43,0.22,0.26,0.02,0.45,0.09,0.25,0.44,0.23,0.43,0.08,0.12,0.21,0.25,0.28,0.33,0.45,0.21,0.40,0.20,0.21,0.25,0.13,0.40,0.41,0.13,0.25,1,0.25,0.34,0.23,0.16,0.45,0.09,0.30,0.34,0.12,0.26,0.27,0.19,0.43,0.31,0.41,0.20,0.29,0.15
-0.02,0.10,0.04,0.18,0.25,0.04,0.17,-0.00,0.24,0.01,0.06,0.20,0.12,0.19,-0.01,0.06,0.17,0.10,0.11,0.19,0.25,0.08,0.18,0.07,0.10,0.12,0.12,0.22,0.17,0.10,0.10,0.25,1,0.20,0.12,0.09,0.23,0.01,0.21,0.12,0.01,0.11,0.16,0.03,0.23,0.12,0.22,0.05,0.13,0.08
0.11,0.24,0.17,0.30,0.34,0.22,0.26,0.09,0.36,0.11,0.19,0.36,0.21,0.38,0.22,0.18,0.10,0.21,0.26,0.19,0.33,0.24,0.24,0.12,0.12,0.20,0.19,0.34,0.34,0.18,0.28,0.34,0.20,1,0.26,0.13,0.28,0.08,0.25,0.29,0.06,0.27,0.33,0.14,0.34,0.25,0.34,0.15,0.14,0.22
0.05,0.39,0.13,0.71,0.53,0.11,0.24,0.05,0.60,0.56,0.71,0.38,0.35,0.52,0.16,0.25,0.12,0.70,0.46,0.37,0.52,0.59,0.47,0.22,0.20,0.76,0.24,0.45,0.67,0.51,0.70,0.23,0.12,0.26,1,0.33,0.56,0.43,0.41,0.77,0.52,0.74,0.41,0.61,0.57,0.71,0.58,0.14,0.17,0.62
0.02,0.21,0.11,0.65,0.35,0.01,0.11,0.11,0.36,0.25,0.29,0.23,0.19,0.33,0.05,0.21,0.12,0.28,0.27,0.24,0.31,0.26,0.30,0.11,0.13,0.34,0.09,0.26,0.38,0.22,0.30,0.16,0.09,0.13,0.33,1,0.37,0.16,0.30,0.38,0.17,0.32,0.31,0.21,0.38,0.34,0.38,0.09,0.05,0.23
0.14,0.56,0.28,0.67,0.84,0.18,0.34,0.09,0.83,0.32,0.47,0.61,0.50,0.81,0.13,0.32,0.25,0.48,0.58,0.53,0.83,0.44,0.84,0.38,0.41,0.51,0.42,0.72,0.78,0.29,0.41,0.45,0.23,0.28,0.56,0.37,1,0.27,0.65,0.64,0.29,0.49,0.52,0.43,0.86,0.55,0.86,0.21,0.37,0.33
0.04,0.24,0.05,0.34,0.22,0.14,0.05,0.08,0.25,0.28,0.46,0.21,0.14,0.19,-0.01,0.07,0.08,0.43,0.14,0.26,0.21,0.32,0.20,0.06,0.16,0.44,0.17,0.20,0.32,0.25,0.38,0.09,0.01,0.08,0.43,0.16,0.27,1,0.11,0.36,0.28,0.46,0.12,0.39,0.23,0.44,0.24,0.03,0.08,0.38
