1,0.06,0.09,0.02,0.17,0.15,0.08,0.19,0.06,-0.00,0.00,0.08,0.04,0.05,-0.03,0.10,0.07,-0.05,0.17,0.04
0.06,1,0.20,0.14,0.21,0.17,0.05,0.14,0.08,0.07,0.04,0.50,0.05,0.17,0.10,0.39,0.20,0.11,0.22,0.16
0.09,0.20,1,0.13,0.16,0.08,0.10,0.04,0.07,0.07,0.01,0.28,0.08,0.12,0.06,0.30,0.17,0.10,0.13,0.14
0.02,0.14,0.13,1,0.09,0.11,0.07,0.10,0.02,0.10,-0.00,0.20,0.11,0.11,0.03,0.19,0.11,0.08,0.20,0.04
0.17,0.21,0.16,0.09,1,0.21,0.27,0.32,0.15,0.08,0.05,0.31,-0.01,0.10,0.05,0.29,0.24,0.01,0.15,0.02
0.15,0.17,0.08,0.11,0.21,1,0.05,0.12,0.20,0.02,-0.01,0.24,0.07,0.03,0.12,0.21,0.09,0.05,0.20,-0.00
0.08,0.05,0.10,0.07,0.27,0.05,1,0.14,0.14,0.05,0.10,0.20,0.05,0.00,-0.05,0.20,0.12,0.00,0.09,-0.03
0.19,0.14,0.04,0.10,0.32,0.12,0.14,1,0.08,0.04,0.02,0.27,-0.04,0.12,0.03,0.30,0.21,0.01,0.17,0.05
0.06,0.08,0.07,0.02,0.15,0.20,0.14,0.08,1,0.19,0.05,0.23,0.02,0.19,0.17,0.16,0.15,0.14,0.04,0.01
-0.00,0.07,0.07,0.10,0.08,0.02,0.05,0.04,0.19,1,0.03,0.19,-0.01,0.13,0.05,0.16,0.14,0.06,0.11,-0.03
0.00,0.04,0.01,-0.00,0.05,-0.01,0.10,0.02,0.05,0.03,1,0.10,0.02,0.06,0.08,0.11,0.06,-0.01,0.01,0.04
0.08,0.50,0.28,0.20,0.31,0.24,0.20,0.27,0.23,0.19,0.10,1,0.12,0.30,0.17,0.62,0.36,0.22,0.32,0.12
0.04,0.05,0.08,0.11,-0.01,0.07,0.05,-0.04,0.02,-0.01,0.02,0.12,1,0.01,0.06,0.14,0.04,0.03,0.07,0.06
0.05,0.17,0.12,0.11,0.10,0.03,0.00,0.12,0.19,0.13,0.06,0.30,0.01,1,0.17,0.21,0.21,-0.00,0.12,0.02
-0.03,0.10,0.06,0.03,0.05,0.12,-0.05,0.03,0.17,0.05,0.08,0.17,0.06,0.17,1,0.18,0.12,-0.01,0.06,0.09
0.10,0.39,0.30,0.19,0.29,0.21,0.20,0.30,0.16,0.16,0.11,0.62,0.14,0.21,0.18,1,0.27,0.06,0.25,0.05
0.07,0.20,0.17,0.11,0.24,0.09,0.12,0.21,0.15,0.14,0.06,0.36,0.04,0.21,0.12,0.27,1,0.22,0.13,0.07
-0.05,0.11,0.10,0.08,0.01,0.05,0.00,0.01,0.14,0.06,-0.01,0.22,0.03,-0.00,-0.01,0.06,0.22,1,-0.02,0.08
0.17,0.22,0.13,0.20,0.15,0.20,0.09,0.17,0.04,0.11,0.01,0.32,0.07,0.12,0.06,0.25,0.13,-0.02,1,0.05
0.04,0.16,0.14,0.04,0.02,-0.00,-0.03,0.05,0.01,-0.03,0.04,0.12,0.06,0.02,0.09,0.05,0.07,0.08,0.05,1
