1,0.06,0.08,0.14,0.09,N/A,0.04,0.62,0.02,0.07,0.04,0.07,0.05,-0.01,0.02,0.10,0.11,0.05,N/A,-0.04
0.06,1,0.02,0.23,0.05,N/A,-0.01,0.09,-0.01,0.14,-0.01,0.06,0.05,0.16,0.10,0.12,0.11,0.02,N/A,0.05
0.08,0.02,1,0.05,0.22,N/A,0.27,0.04,-0.03,0.20,0.00,0.07,0.03,0.17,0.07,0.15,0.04,-0.02,N/A,0.06
0.14,0.23,0.05,1,0.17,N/A,0.06,0.13,-0.02,0.26,-0.00,0.06,0.23,0.20,0.07,0.09,0.15,0.18,N/A,-0.02
0.09,0.05,0.22,0.17,1,N/A,0.01,0.16,0.02,0.23,0.05,0.04,0.16,0.15,0.17,0.07,0.09,0.02,N/A,-0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.04,-0.01,0.27,0.06,0.01,N/A,1,0.00,-0.02,0.16,0.04,0.06,0.00,0.10,0.04,0.04,-0.00,-0.05,N/A,-0.00
0.62,0.09,0.04,0.13,0.16,N/A,0.00,1,0.05,0.13,0.03,0.03,0.11,0.03,0.09,0.15,0.06,0.01,N/A,0.02
0.02,-0.01,-0.03,-0.02,0.02,N/A,-0.02,0.05,1,0.06,0.08,0.05,0.09,0.02,-0.05,-0.02,-0.09,0.04,N/A,0.09
0.07,0.14,0.20,0.26,0.23,N/A,0.16,0.13,0.06,1,0.06,0.09,0.16,0.33,0.19,0.02,0.05,0.08,N/A,0.09
0.04,-0.01,0.00,-0.00,0.05,N/A,0.04,0.03,0.08,0.06,1,0.02,0.04,0.03,0.03,0.02,-0.01,-0.02,N/A,0.02
0.07,0.06,0.07,0.06,0.04,N/A,0.06,0.03,0.05,0.09,0.02,1,0.05,0.03,0.05,0.01,0.04,0.07,N/A,-0.04
0.05,0.05,0.03,0.23,0.16,N/A,0.00,0.11,0.09,0.16,0.04,0.05,1,0.14,0.03,0.01,0.23,0.05,N/A,0.04
-0.01,0.16,0.17,0.20,0.15,N/A,0.10,0.03,0.02,0.33,0.03,0.03,0.14,1,0.20,0.09,0.05,0.05,N/A,0.03
0.02,0.10,0.07,0.07,0.17,N/A,0.04,0.09,-0.05,0.19,0.03,0.05,0.03,0.20,1,0.01,0.02,0.07,N/A,0.00
0.10,0.12,0.15,0.09,0.07,N/A,0.04,0.15,-0.02,0.02,0.02,0.01,0.01,0.09,0.01,1,0.02,-0.09,N/A,0.06
0.11,0.11,0.04,0.15,0.09,N/A,-0.00,0.06,-0.09,0.05,-0.01,0.04,0.23,0.05,0.02,0.02,1,-0.11,N/A,0.02
0.05,0.02,-0.02,0.18,0.02,N/A,-0.05,0.01,0.04,0.08,-0.02,0.07,0.05,0.05,0.07,-0.09,-0.11,1,N/A,-0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.04,0.05,0.06,-0.02,-0.02,N/A,-0.00,0.02,0.09,0.09,0.02,-0.04,0.04,0.03,0.00,0.06,0.02,-0.04,N/A,1
