1,0.18,0.26,0.03,0.24,-0.04,0.23,0.09,0.15,0.05,0.13,0.04,0.10,0.10,0.12,N/A,-0.00,0.04,0.04,0.09,0.07,0.09,0.23,0.18,0.11,0.12,0.27,0.20,0.06,0.07,0.11,0.26,0.07,0.09,0.14,-0.01,0.21,0.03,0.06
0.18,1,0.56,0.19,0.50,0.07,0.55,0.30,0.19,0.13,0.37,0.14,0.30,0.25,0.31,N/A,0.09,0.11,0.20,0.06,0.09,0.11,0.52,0.43,0.10,0.34,0.56,0.63,0.11,0.07,0.30,0.59,0.26,0.31,0.14,0.14,0.40,0.05,0.05
0.26,0.56,1,0.14,0.70,0.16,0.75,0.18,0.26,0.24,0.52,0.08,0.25,0.30,0.34,N/A,0.11,0.17,0.36,0.12,0.24,0.16,0.76,0.70,0.20,0.28,0.73,0.78,0.17,0.03,0.27,0.83,0.34,0.25,0.21,0.17,0.59,0.08,0.09
0.03,0.19,0.14,1,0.21,-0.02,0.15,0.09,0.15,0.06,0.19,0.04,0.05,0.11,0.07,N/A,0.02,0.02,0.16,0.01,0.03,0.05,0.21,0.10,0.07,0.07,0.20,0.19,0.05,0.06,0.06,0.17,0.06,0.05,0.03,0.09,0.15,0.02,-0.03
0.24,0.50,0.70,0.21,1,0.08,0.61,0.18,0.23,0.19,0.78,0.10,0.22,0.30,0.28,N/A,0.10,0.14,0.36,0.11,0.18,0.16,0.66,0.57,0.14,0.26,0.64,0.73,0.18,0.03,0.24,0.71,0.30,0.24,0.12,0.14,0.48,0.06,0.03
-0.04,0.07,0.16,-0.02,0.08,1,0.15,0.05,0.15,0.05,0.04,0.00,0.06,0.10,0.06,N/A,0.05,0.06,0.07,0.04,0.07,-0.05,0.18,0.13,0.13,0.07,0.16,0.13,0.39,0.00,0.08,0.17,0.09,0.07,0.09,0.10,0.21,0.01,-0.08
0.23,0.55,0.75,0.15,0.61,0.15,1,0.18,0.24,0.20,0.45,0.20,0.76,0.27,0.74,N/A,0.09,0.20,0.30,0.06,0.16,0.16,0.68,0.56,0.18,0.77,0.71,0.71,0.16,0.00,0.78,0.95,0.26,0.76,0.25,0.18,0.49,0.04,0.07
0.09,0.30,0.18,0.09,0.18,0.05,0.18,1,0.09,0.05,0.13,0.04,0.09,0.14,0.11,N/A,0.02,-0.02,0.04,0.01,-0.02,0.01,0.24,0.19,0.05,0.09,0.24,0.23,0.11,0.01,0.10,0.21,0.10,0.09,0.05,0.19,0.14,0.06,0.08
0.15,0.19,0.26,0.15,0.23,0.15,0.24,0.09,1,0.03,0.14,0.03,0.04,0.19,0.04,N/A,0.01,0.06,0.09,0.09,0.13,0.09,0.27,0.24,0.10,0.10,0.31,0.30,0.12,0.20,0.06,0.27,0.28,0.05,0.13,0.08,0.22,0.04,0.07
0.05,0.13,0.24,0.06,0.19,0.05,0.20,0.05,0.03,1,0.18,0.35,0.10,0.04,0.13,N/A,0.02,0.01,0.08,0.07,0.07,0.03,0.20,0.20,0.07,0.09,0.29,0.22,0.07,0.05,0.10,0.24,0.02,0.10,0.05,0.05,0.10,0.02,-0.03
