1,N/A,0.19,0.66,0.31,0.24,0.41,0.68,0.67,0.22,0.65,N/A,0.16,0.69,0.23,0.24,0.58,0.66,0.00,0.31,0.21,0.67,0.18,0.20,0.31,0.18,0.24,0.54,0.61,0.68,0.55,0.21,0.19,N/A,0.24,-0.01,0.67,0.18,0.13,0.67,0.19,0.67,0.60,0.15,0.64,0.26
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.19,N/A,1,0.12,0.00,0.04,0.00,0.13,0.11,0.04,0.09,N/A,-0.03,0.07,0.17,-0.03,0.07,0.14,-0.11,0.01,0.04,0.07,0.05,0.03,0.02,-0.07,-0.05,0.24,0.09,0.13,0.09,0.09,0.02,N/A,-0.05,-0.06,0.12,-0.01,-0.01,0.06,0.02,0.10,0.11,-0.01,0.14,0.13
0.66,N/A,0.12,1,0.31,0.18,0.43,0.79,0.83,0.01,0.79,N/A,0.30,0.52,0.24,0.23,0.64,0.89,0.02,0.34,0.16,0.76,0.25,0.25,0.38,0.20,0.23,0.56,0.62,0.79,0.57,0.27,0.20,N/A,0.23,0.03,0.83,0.16,0.13,0.84,0.22,0.85,0.47,0.09,0.75,0.27
0.31,N/A,0.00,0.31,1,0.12,0.27,0.34,0.40,0.04,0.42,N/A,0.04,0.29,0.18,0.60,0.30,0.32,0.07,0.55,0.15,0.59,0.22,0.17,0.36,0.56,0.64,0.66,0.55,0.33,0.35,0.10,0.26,N/A,0.64,0.13,0.39,0.14,-0.00,0.55,0.12,0.36,0.33,0.07,0.37,0.22
0.24,N/A,0.04,0.18,0.12,1,0.43,0.20,0.17,-0.01,0.15,N/A,-0.00,0.14,0.05,0.07,0.71,0.18,-0.06,0.13,0.10,0.20,0.10,-0.00,0.05,0.06,0.09,0.15,0.62,0.17,0.41,0.09,-0.02,N/A,0.09,-0.01,0.17,0.01,0.12,0.18,0.06,0.20,0.09,0.10,0.17,0.05
0.41,N/A,0.00,0.43,0.27,0.43,1,0.44,0.45,0.06,0.45,N/A,0.08,0.38,0.22,0.19,0.57,0.46,0.10,0.26,0.15,0.47,0.27,0.16,0.20,0.14,0.18,0.36,0.56,0.45,0.48,0.23,0.11,N/A,0.18,-0.00,0.44,0.14,0.10,0.45,0.07,0.45,0.27,0.08,0.43,0.19
0.68,N/A,0.13,0.79,0.34,0.20,0.44,1,0.82,0.08,0.76,N/A,0.07,0.60,0.28,0.26,0.59,0.76,0.06,0.35,0.18,0.78,0.25,0.32,0.33,0.22,0.26,0.58,0.66,0.84,0.60,0.26,0.23,N/A,0.26,0.04,0.79,0.19,0.09,0.76,0.13,0.77,0.48,0.11,0.78,0.24
0.67,N/A,0.11,0.83,0.40,0.17,0.45,0.82,1,0.07,0.96,N/A,0.08,0.58,0.30,0.32,0.59,0.83,0.04,0.38,0.17,0.83,0.26,0.29,0.38,0.25,0.30,0.60,0.67,0.80,0.64,0.29,0.56,N/A,0.30,0.03,0.94,0.25,0.09,0.83,0.15,0.85,0.73,0.12,0.78,0.32
0.22,N/A,0.04,0.01,0.04,-0.01,0.06,0.08,0.07,1,0.07,N/A,0.01,0.53,0.07,0.09,0.05,0.03,-0.01,0.05,0.39,0.11,0.11,0.02,0.09,0.05,0.06,0.07,0.07,0.08,0.08,0.02,0.06,N/A,0.06,0.00,0.06,0.04,0.03,0.05,0.13,0.08,0.06,0.02,0.06,0.03
