N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.72,0.45,0.53,0.49,0.84,0.07,0.72,0.10,0.54,N/A,0.56,0.70,0.62,0.08,0.57,0.67,N/A,0.68,0.54,0.75,0.67
N/A,0.72,1,0.62,0.61,0.54,0.80,0.09,0.79,0.16,0.59,N/A,0.68,0.56,0.85,0.07,0.22,0.73,N/A,0.47,0.50,0.80,0.68
N/A,0.45,0.62,1,0.33,0.28,0.48,0.02,0.45,0.04,0.32,N/A,0.47,0.34,0.50,0.03,0.16,0.44,N/A,0.31,0.26,0.88,0.40
N/A,0.53,0.61,0.33,1,0.69,0.61,0.05,0.59,0.02,0.78,N/A,0.50,0.44,0.53,0.02,0.18,0.53,N/A,0.37,0.38,0.52,0.51
N/A,0.49,0.54,0.28,0.69,1,0.59,0.05,0.57,0.08,0.88,N/A,0.39,0.39,0.41,0.06,0.18,0.52,N/A,0.32,0.36,0.47,0.52
N/A,0.84,0.80,0.48,0.61,0.59,1,0.09,0.85,0.11,0.65,N/A,0.54,0.56,0.64,0.09,0.60,0.74,N/A,0.47,0.53,0.80,0.80
N/A,0.07,0.09,0.02,0.05,0.05,0.09,1,0.07,-0.07,0.03,N/A,0.04,0.19,0.10,0.01,-0.01,0.11,N/A,0.17,0.18,0.04,0.06
N/A,0.72,0.79,0.45,0.59,0.57,0.85,0.07,1,0.08,0.63,N/A,0.51,0.55,0.60,0.10,0.37,0.80,N/A,0.44,0.53,0.72,0.94
N/A,0.10,0.16,0.04,0.02,0.08,0.11,-0.07,0.08,1,0.05,N/A,0.03,0.01,0.03,0.06,0.03,0.05,N/A,0.01,0.08,0.09,0.05
N/A,0.54,0.59,0.32,0.78,0.88,0.65,0.03,0.63,0.05,1,N/A,0.41,0.43,0.45,0.10,0.23,0.55,N/A,0.34,0.39,0.53,0.56
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.56,0.68,0.47,0.50,0.39,0.54,0.04,0.51,0.03,0.41,N/A,1,0.44,0.63,0.03,0.16,0.47,N/A,0.42,0.34,0.58,0.43
N/A,0.70,0.56,0.34,0.44,0.39,0.56,0.19,0.55,0.01,0.43,N/A,0.44,1,0.47,0.04,0.18,0.66,N/A,0.91,0.79,0.51,0.47
N/A,0.62,0.85,0.50,0.53,0.41,0.64,0.10,0.60,0.03,0.45,N/A,0.63,0.47,1,0.02,0.21,0.54,N/A,0.41,0.37,0.64,0.52
N/A,0.08,0.07,0.03,0.02,0.06,0.09,0.01,0.10,0.06,0.10,N/A,0.03,0.04,0.02,1,0.05,0.03,N/A,0.01,0.01,0.07,0.09
N/A,0.57,0.22,0.16,0.18,0.18,0.60,-0.01,0.37,0.03,0.23,N/A,0.16,0.18,0.21,0.05,1,0.24,N/A,0.18,0.18,0.45,0.44
N/A,0.67,0.73,0.44,0.53,0.52,0.74,0.11,0.80,0.05,0.55,N/A,0.47,0.66,0.54,0.03,0.24,1,N/A,0.59,0.70,0.67,0.73
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.68,0.47,0.31,0.37,0.32,0.47,0.17,0.44,0.01,0.34,N/A,0.42,0.91,0.41,0.01,0.18,0.59,N/A,1,0.82,0.45,0.39
N/A,0.54,0.50,0.26,0.38,0.36,0.53,0.18,0.53,0.08,0.39,N/A,0.34,0.79,0.37,0.01,0.18,0.70,N/A,0.82,1,0.45,0.46
N/A,0.75,0.80,0.88,0.52,0.47,0.80,0.04,0.72,0.09,0.53,N/A,0.58,0.51,0.64,0.07,0.45,0.67,N/A,0.45,0.45,1,0.66
N/A,0.67,0.68,0.40,0.51,0.52,0.80,0.06,0.94,0.05,0.56,N/A,0.43,0.47,0.52,0.09,0.44,0.73,N/A,0.39,0.46,0.66,1
