1,-0.00,0.11,0.19,0.01,-0.05,0.06,0.10,0.00,0.17,0.13,0.05,0.04,0.13,0.00,0.06,0.10,0.19
-0.00,1,-0.01,0.02,-0.00,0.05,0.00,0.01,0.04,0.01,-0.03,-0.01,0.02,0.11,0.07,0.02,0.03,0.18
0.11,-0.01,1,0.19,0.15,0.03,0.17,0.17,-0.01,-0.00,-0.04,0.03,0.17,0.05,0.04,0.09,0.02,0.17
0.19,0.02,0.19,1,0.09,0.01,0.16,0.12,0.06,0.03,0.00,0.06,0.13,0.16,0.08,0.08,0.13,0.25
0.01,-0.00,0.15,0.09,1,-0.03,0.15,0.19,0.07,0.00,-0.01,0.10,0.10,0.09,0.14,0.02,0.02,0.16
-0.05,0.05,0.03,0.01,-0.03,1,0.06,-0.03,-0.02,0.09,-0.04,-0.00,0.04,0.09,0.10,-0.08,-0.07,0.05
0.06,0.00,0.17,0.16,0.15,0.06,1,0.03,0.03,0.04,0.12,0.05,0.03,0.05,0.17,0.18,0.03,0.21
0.10,0.01,0.17,0.12,0.19,-0.03,0.03,1,0.10,0.23,0.19,0.05,0.16,0.17,0.09,0.01,0.01,0.20
0.00,0.04,-0.01,0.06,0.07,-0.02,0.03,0.10,1,0.08,0.04,0.01,0.05,0.21,0.07,-0.01,-0.08,0.15
0.17,0.01,-0.00,0.03,0.00,0.09,0.04,0.23,0.08,1,0.61,0.13,0.05,0.14,0.08,-0.14,0.01,0.07
0.13,-0.03,-0.04,0.00,-0.01,-0.04,0.12,0.19,0.04,0.61,1,0.05,-0.01,0.04,0.06,-0.08,0.02,0.05
0.05,-0.01,0.03,0.06,0.10,-0.00,0.05,0.05,0.01,0.13,0.05,1,0.14,0.08,0.04,-0.12,-0.06,0.08
0.04,0.02,0.17,0.13,0.10,0.04,0.03,0.16,0.05,0.05,-0.01,0.14,1,0.13,0.08,-0.11,0.11,0.14
0.13,0.11,0.05,0.16,0.09,0.09,0.05,0.17,0.21,0.14,0.04,0.08,0.13,1,0.18,-0.04,0.08,0.30
0.00,0.07,0.04,0.08,0.14,0.10,0.17,0.09,0.07,0.08,0.06,0.04,0.08,0.18,1,-0.06,0.05,0.18
0.06,0.02,0.09,0.08,0.02,-0.08,0.18,0.01,-0.01,-0.14,-0.08,-0.12,-0.11,-0.04,-0.06,1,0.09,0.11
0.10,0.03,0.02,0.13,0.02,-0.07,0.03,0.01,-0.08,0.01,0.02,-0.06,0.11,0.08,0.05,0.09,1,0.08
0.19,0.18,0.17,0.25,0.16,0.05,0.21,0.20,0.15,0.07,0.05,0.08,0.14,0.30,0.18,0.11,0.08,1
