1,0.10,0.12,N/A,0.01,0.12,0.03,0.26,0.05,0.22,0.05,-0.00,0.04,0.15,0.15,0.08,0.09,0.15,0.13,0.16,0.02,0.04,0.62,0.02,-0.01,0.14,0.02,-0.04
0.10,1,0.07,N/A,0.15,0.29,0.14,0.12,-0.03,0.21,0.17,0.10,0.12,0.13,0.28,0.22,-0.01,0.08,0.01,0.06,-0.02,0.30,0.16,0.13,-0.02,0.17,0.05,-0.01
0.12,0.07,1,N/A,0.04,0.71,0.02,0.05,0.03,0.86,0.10,0.06,0.04,0.01,0.66,0.36,0.90,-0.00,0.27,0.04,0.06,0.08,0.05,0.02,0.01,0.91,0.00,-0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,0.15,0.04,N/A,1,0.11,0.00,0.07,0.05,0.12,0.12,0.03,0.05,0.07,0.15,0.01,0.01,0.08,0.01,0.03,0.01,0.08,0.09,0.11,-0.02,0.09,-0.00,-0.00
0.12,0.29,0.71,N/A,0.11,1,0.14,0.16,0.03,0.83,0.23,0.22,0.11,0.20,0.81,0.41,0.60,0.11,0.23,0.11,0.07,0.73,0.09,0.10,0.10,0.81,0.07,0.03
0.03,0.14,0.02,N/A,0.00,0.14,1,-0.00,-0.03,0.11,0.00,0.06,0.22,0.10,0.20,0.33,0.00,0.05,0.08,0.10,0.05,0.13,0.07,0.22,0.01,0.10,-0.00,-0.04
0.26,0.12,0.05,N/A,0.07,0.16,-0.00,1,-0.02,0.18,0.11,-0.00,0.06,0.08,0.14,0.09,0.04,0.11,0.04,0.06,0.10,0.14,0.20,0.08,-0.04,0.10,-0.03,0.03
0.05,-0.03,0.03,N/A,0.05,0.03,-0.03,-0.02,1,0.04,0.02,-0.00,-0.02,-0.03,0.03,-0.08,-0.00,-0.04,0.14,0.02,0.03,0.00,0.08,-0.03,0.06,0.03,-0.02,0.03
0.22,0.21,0.86,N/A,0.12,0.83,0.11,0.18,0.04,1,0.19,0.16,0.11,0.18,0.82,0.42,0.76,0.10,0.28,0.10,0.07,0.30,0.17,0.09,0.07,0.91,0.08,0.04
0.05,0.17,0.10,N/A,0.12,0.23,0.00,0.11,0.02,0.19,1,0.17,0.09,0.14,0.24,0.03,-0.01,0.07,0.09,0.06,0.03,0.19,0.11,0.04,0.02,0.18,-0.01,0.04
-0.00,0.10,0.06,N/A,0.03,0.22,0.06,-0.00,-0.00,0.16,0.17,1,0.04,0.14,0.24,0.12,0.01,0.14,0.02,-0.03,-0.01,0.19,0.04,0.00,0.01,0.15,0.08,0.02
0.04,0.12,0.04,N/A,0.05,0.11,0.22,0.06,-0.02,0.11,0.09,0.04,1,0.04,0.20,0.11,0.00,0.06,0.06,0.12,0.05,0.06,0.01,0.08,0.17,0.09,-0.00,0.09
0.15,0.13,0.01,N/A,0.07,0.20,0.10,0.08,-0.03,0.18,0.14,0.14,0.04,1,0.28,0.13,0.00,0.71,-0.02,0.16,0.03,0.20,0.15,0.10,0.01,0.14,0.08,0.01
0.15,0.28,0.66,N/A,0.15,0.81,0.20,0.14,0.03,0.82,0.24,0.24,0.20,0.28,1,0.41,0.55,0.19,0.22,0.14,0.11,0.39,0.12,0.16,0.13,0.87,0.16,0.10
0.08,0.22,0.36,N/A,0.01,0.41,0.33,0.09,-0.08,0.42,0.03,0.12,0.11,0.13,0.41,1,0.38,0.04,0.10,0.04,-0.02,0.19,0.04,0.05,0.08,0.40,0.08,0.06
0.09,-0.01,0.90,N/A,0.01,0.60,0.00,0.04,-0.00,0.76,-0.01,0.01,0.00,0.00,0.55,0.38,1,0.00,0.21,0.03,0.04,0.02,-0.02,0.01,0.01,0.80,-0.00,-0.04
0.15,0.08,-0.00,N/A,0.08,0.11,0.05,0.11,-0.04,0.10,0.07,0.14,0.06,0.71,0.19,0.04,0.00,1,-0.03,0.09,0.05,0.10,0.15,0.10,0.01,0.09,0.07,0.01
0.13,0.01,0.27,N/A,0.01,0.23,0.08,0.04,0.14,0.28,0.09,0.02,0.06,-0.02,0.22,0.10,0.21,-0.03,1,-0.01,0.09,0.06,0.08,-0.09,-0.06,0.28,0.08,-0.08
0.16,0.06,0.04,N/A,0.03,0.11,0.10,0.06,0.02,0.10,0.06,-0.03,0.12,0.16,0.14,0.04,0.03,0.09,-0.01,1,0.01,0.09,0.15,0.05,0.02,0.10,0.00,-0.07
0.02,-0.02,0.06,N/A,0.01,0.07,0.05,0.10,0.03,0.07,0.03,-0.01,0.05,0.03,0.11,-0.02,0.04,0.05,0.09,0.01,1,0.03,0.05,0.30,0.01,0.09,-0.01,-0.00
0.04,0.30,0.08,N/A,0.08,0.73,0.13,0.14,0.00,0.30,0.19,0.19,0.06,0.20,0.39,0.19,0.02,0.10,0.06,0.09,0.03,1,0.05,0.07,0.10,0.23,0.05,0.02
0.62,0.16,0.05,N/A,0.09,0.09,0.07,0.20,0.08,0.17,0.11,0.04,0.01,0.15,0.12,0.04,-0.02,0.15,0.08,0.15,0.05,0.05,1,0.12,-0.02,0.09,0.03,0.02
0.02,0.13,0.02,N/A,0.11,0.10,0.22,0.08,-0.03,0.09,0.04,0.00,0.08,0.10,0.16,0.05,0.01,0.10,-0.09,0.05,0.30,0.07,0.12,1,0.02,0.10,-0.07,0.00
-0.01,-0.02,0.01,N/A,-0.02,0.10,0.01,-0.04,0.06,0.07,0.02,0.01,0.17,0.01,0.13,0.08,0.01,0.01,-0.06,0.02,0.01,0.10,-0.02,0.02,1,0.06,-0.03,0.09
0.14,0.17,0.91,N/A,0.09,0.81,0.10,0.10,0.03,0.91,0.18,0.15,0.09,0.14,0.87,0.40,0.80,0.09,0.28,0.10,0.09,0.23,0.09,0.10,0.06,1,0.08,0.02
0.02,0.05,0.00,N/A,-0.00,0.07,-0.00,-0.03,-0.02,0.08,-0.01,0.08,-0.00,0.08,0.16,0.08,-0.00,0.07,0.08,0.00,-0.01,0.05,0.03,-0.07,-0.03,0.08,1,0.07
-0.04,-0.01,-0.02,N/A,-0.00,0.03,-0.04,0.03,0.03,0.04,0.04,0.02,0.09,0.01,0.10,0.06,-0.04,0.01,-0.08,-0.07,-0.00,0.02,0.02,0.00,0.09,0.02,0.07,1
