1,0.31,0.16,0.83,0.24,0.38,0.69,0.35,0.09,0.67,0.71,0.28,0.65,N/A,0.34,0.17,0.08,0.29,0.52,0.68,0.57,0.77,N/A,0.07,0.77,0.13,0.53,0.29,0.17,0.20,0.38,0.28,0.86,N/A,N/A,N/A,0.49,0.07,0.52,0.40,0.32,0.75,0.13,0.54,0.33,0.76,0.16,0.12,0.27,0.40,0.15,0.06,N/A,0.33,0.65
0.31,1,0.14,0.34,0.06,0.09,0.29,0.29,-0.04,0.27,0.33,0.14,0.26,N/A,0.11,0.04,0.04,0.04,0.21,0.36,0.28,0.32,N/A,0.12,0.36,0.04,0.23,0.15,0.19,0.03,0.18,0.07,0.32,N/A,N/A,N/A,0.19,0.05,0.27,0.26,0.05,0.33,0.06,0.20,0.18,0.34,0.07,-0.01,0.11,0.21,0.00,0.03,N/A,0.14,0.26
0.16,0.14,1,0.22,0.00,0.10,0.17,0.11,0.03,0.13,0.10,0.05,0.11,N/A,0.12,0.00,-0.03,-0.02,0.15,0.14,0.11,0.18,N/A,-0.02,0.18,0.08,0.11,0.10,0.03,-0.01,0.14,0.04,0.17,N/A,N/A,N/A,0.13,0.04,0.13,0.11,0.05,0.17,0.12,0.13,0.09,0.17,0.03,0.02,0.13,0.06,0.03,-0.04,N/A,0.08,0.11
0.83,0.34,0.22,1,0.23,0.35,0.69,0.35,0.10,0.71,0.70,0.34,0.70,N/A,0.38,0.22,0.04,0.22,0.54,0.72,0.56,0.81,N/A,0.12,0.80,0.15,0.60,0.25,0.17,0.18,0.38,0.21,0.89,N/A,N/A,N/A,0.45,0.08,0.55,0.46,0.39,0.78,0.10,0.55,0.31,0.79,0.24,0.13,0.29,0.44,0.12,0.04,N/A,0.35,0.70
0.24,0.06,0.00,0.23,1,0.09,0.24,0.13,0.03,0.18,0.22,0.07,0.22,N/A,0.13,0.03,0.01,0.08,0.18,0.22,0.18,0.26,N/A,-0.03,0.29,0.01,0.20,0.12,-0.00,0.08,0.07,0.09,0.28,N/A,N/A,N/A,0.21,0.02,0.28,0.14,0.19,0.24,0.02,0.19,0.20,0.24,0.08,0.03,0.09,0.16,0.04,0.08,N/A,0.17,0.22
0.38,0.09,0.10,0.35,0.09,1,0.41,0.23,0.24,0.30,0.34,0.19,0.39,N/A,0.32,0.14,-0.02,0.12,0.48,0.34,0.35,0.34,N/A,-0.03,0.40,0.01,0.29,0.24,0.10,0.18,0.33,0.19,0.39,N/A,N/A,N/A,0.30,0.05,0.27,0.23,0.15,0.47,0.07,0.38,0.18,0.48,0.18,0.14,0.10,0.25,0.25,-0.00,N/A,0.27,0.39
0.69,0.29,0.17,0.69,0.24,0.41,1,0.38,0.22,0.54,0.66,0.32,0.67,N/A,0.43,0.17,0.00,0.27,0.63,0.63,0.62,0.65,N/A,0.11,0.76,0.14,0.56,0.30,0.21,0.19,0.49,0.22,0.72,N/A,N/A,N/A,0.44,0.08,0.54,0.42,0.35,0.79,0.18,0.56,0.32,0.80,0.18,0.10,0.32,0.44,0.24,0.06,N/A,0.44,0.67
0.35,0.29,0.11,0.35,0.13,0.23,0.38,1,0.06,0.26,0.41,0.10,0.34,N/A,0.20,0.09,0.08,0.08,0.37,0.39,0.28,0.33,N/A,-0.03,0.44,0.02,0.26,0.19,0.11,0.08,0.22,0.11,0.39,N/A,N/A,N/A,0.23,-0.02,0.30,0.54,0.15,0.44,0.13,0.26,0.20,0.45,0.07,0.04,0.12,0.26,0.05,0.09,N/A,0.20,0.34
0.09,-0.04,0.03,0.10,0.03,0.24,0.22,0.06,1,0.15,0.09,0.04,0.13,N/A,0.41,0.06,0.01,0.04,0.46,0.08,0.18,0.06,N/A,0.00,0.11,0.05,0.09,0.39,0.01,0.05,0.34,0.05,0.12,N/A,N/A,N/A,0.08,0.02,0.06,0.07,0.01,0.46,0.10,0.28,0.06,0.46,0.46,-0.02,0.03,0.06,0.91,-0.05,N/A,0.45,0.13
0.67,0.27,0.13,0.71,0.18,0.30,0.54,0.26,0.15,1,0.58,0.24,0.65,N/A,0.27,0.42,0.05,0.16,0.44,0.60,0.45,0.63,N/A,0.10,0.64,0.12,0.46,0.23,0.12,0.15,0.31,0.22,0.72,N/A,N/A,N/A,0.38,0.06,0.43,0.32,0.26,0.64,0.08,0.45,0.28,0.65,0.32,0.08,0.20,0.35,0.16,0.08,N/A,0.28,0.65
