1,0.32,0.31,0.32,N/A,N/A,0.13,0.36,0.24,N/A,0.35,0.23,0.29,0.54,0.55,0.74,0.64,0.28,0.43,0.08,0.17,N/A,0.25,0.62,0.35,0.59,0.26,0.81,0.37,0.81,0.74,0.22,0.22,N/A,0.33,0.24,0.77,N/A,0.10,N/A,0.31,N/A
0.32,1,0.17,0.18,N/A,N/A,0.13,0.21,0.00,N/A,0.21,0.07,0.21,0.22,0.26,0.24,0.19,0.17,0.22,0.15,0.05,N/A,0.08,0.27,0.12,0.29,0.05,0.25,0.10,0.27,0.34,0.08,0.11,N/A,0.12,0.21,0.29,N/A,0.11,N/A,0.17,N/A
0.31,0.17,1,0.18,N/A,N/A,0.09,0.19,0.03,N/A,0.09,0.03,0.06,0.16,0.35,0.21,0.17,0.06,0.10,0.17,0.11,N/A,0.03,0.16,0.21,0.23,-0.01,0.27,0.18,0.28,0.31,0.06,0.21,N/A,0.25,0.06,0.29,N/A,-0.03,N/A,0.12,N/A
0.32,0.18,0.18,1,N/A,N/A,0.08,0.11,-0.01,N/A,0.08,0.05,0.20,0.21,0.26,0.28,0.26,0.17,0.26,0.05,0.02,N/A,0.06,0.22,0.18,0.22,0.08,0.28,0.11,0.31,0.30,0.05,0.07,N/A,0.11,0.07,0.31,N/A,0.05,N/A,0.11,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.13,0.13,0.09,0.08,N/A,N/A,1,0.12,0.14,N/A,0.01,0.24,0.01,0.29,0.29,0.20,0.13,0.14,0.02,-0.02,0.03,N/A,0.09,0.21,0.10,0.25,0.07,0.14,0.07,0.12,0.18,0.06,0.44,N/A,-0.02,0.08,0.15,N/A,0.03,N/A,0.06,N/A
0.36,0.21,0.19,0.11,N/A,N/A,0.12,1,0.11,N/A,0.23,0.16,0.13,0.23,0.36,0.34,0.28,0.13,0.22,0.10,0.03,N/A,0.05,0.26,0.38,0.31,0.05,0.35,0.29,0.35,0.36,0.07,0.21,N/A,0.16,0.11,0.34,N/A,0.08,N/A,0.23,N/A
0.24,0.00,0.03,-0.01,N/A,N/A,0.14,0.11,1,N/A,0.23,0.17,0.03,0.29,0.32,0.31,0.26,0.15,0.13,0.04,0.09,N/A,0.28,0.34,0.11,0.38,0.35,0.44,0.13,0.21,0.20,0.16,0.22,N/A,0.05,0.13,0.20,N/A,-0.03,N/A,0.06,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.35,0.21,0.09,0.08,N/A,N/A,0.01,0.23,0.23,N/A,1,0.11,0.11,0.23,0.23,0.30,0.26,0.21,0.21,0.15,0.21,N/A,0.13,0.36,0.14,0.35,0.22,0.34,0.18,0.31,0.36,0.10,0.10,N/A,0.07,0.19,0.34,N/A,-0.07,N/A,0.13,N/A
