1,N/A,0.37,0.34,0.32,0.35,0.35,0.25,0.27,0.16,0.25,0.15,0.19,0.06,0.48,0.09,0.10,0.46,N/A,0.25,0.25,0.33,0.34,0.31,0.27,0.28,0.33,0.25,0.32,0.41,0.09,0.14,0.57,0.14,0.24,0.40,0.37,0.31,0.38,N/A,0.28,0.06,0.22,0.40,0.29,0.17,0.49,0.33,0.30,0.26,0.10,0.30,0.36,0.22,0.20,0.16,0.34,0.24,0.21,0.20,0.27,0.28,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.37,N/A,1,0.66,0.66,0.76,0.76,0.66,0.56,0.25,0.26,0.33,0.50,0.04,0.35,0.24,0.00,0.30,N/A,0.58,0.26,0.60,0.74,0.63,0.08,0.66,0.46,0.48,0.46,0.06,0.21,0.08,0.38,0.17,0.52,0.14,0.98,0.41,0.08,N/A,0.22,0.15,0.04,0.14,0.66,0.18,0.39,0.69,0.64,0.38,0.12,0.44,0.91,0.27,0.10,0.13,0.74,0.59,0.06,0.39,0.65,0.57,0.23
0.34,N/A,0.66,1,0.80,0.74,0.74,0.54,0.75,0.30,0.22,0.37,0.52,0.08,0.38,0.15,0.06,0.30,N/A,0.60,0.22,0.70,0.85,0.76,0.11,0.68,0.83,0.53,0.61,0.07,0.33,0.13,0.42,0.19,0.50,0.16,0.64,0.51,0.12,N/A,0.28,0.19,0.06,0.16,0.65,0.18,0.45,0.79,0.78,0.58,0.13,0.87,0.66,0.32,0.10,0.16,0.91,0.62,0.07,0.45,0.64,0.55,0.26
0.32,N/A,0.66,0.80,1,0.74,0.74,0.53,0.78,0.53,0.31,0.46,0.51,0.08,0.39,0.22,0.05,0.28,N/A,0.56,0.31,0.77,0.81,1.00,0.12,0.85,0.58,0.79,0.59,0.08,0.32,0.07,0.33,0.18,0.48,0.18,0.64,0.59,0.09,N/A,0.22,0.23,0.06,0.18,0.61,0.24,0.37,0.75,0.90,0.52,0.08,0.56,0.66,0.35,0.12,0.11,0.87,0.61,0.05,0.45,0.61,0.52,0.31
0.35,N/A,0.76,0.74,0.74,1,1.00,0.78,0.70,0.33,0.25,0.35,0.71,0.07,0.39,0.21,0.03,0.28,N/A,0.75,0.25,0.66,0.87,0.71,0.14,0.73,0.52,0.51,0.54,0.08,0.31,0.06,0.37,0.22,0.72,0.19,0.78,0.46,0.09,N/A,0.19,0.17,0.08,0.19,0.81,0.24,0.41,0.84,0.73,0.47,0.05,0.49,0.89,0.29,0.11,0.13,0.83,0.76,0.10,0.44,0.81,0.73,0.28
0.35,N/A,0.76,0.74,0.74,1.00,1,0.78,0.70,0.33,0.25,0.35,0.71,0.07,0.39,0.21,0.03,0.28,N/A,0.75,0.25,0.66,0.87,0.71,0.14,0.73,0.52,0.51,0.54,0.08,0.31,0.06,0.37,0.22,0.72,0.19,0.78,0.46,0.09,N/A,0.19,0.17,0.08,0.19,0.81,0.24,0.41,0.84,0.73,0.47,0.05,0.49,0.89,0.29,0.11,0.13,0.83,0.76,0.10,0.44,0.81,0.73,0.28
0.25,N/A,0.66,0.54,0.53,0.78,0.78,1,0.43,0.24,0.19,0.23,0.61,-0.04,0.27,0.16,-0.01,0.35,N/A,0.63,0.19,0.45,0.66,0.51,0.12,0.68,0.43,0.37,0.34,0.02,0.38,0.05,0.28,0.15,0.63,0.13,0.70,0.30,0.08,N/A,0.13,0.13,0.05,0.13,0.70,0.15,0.30,0.66,0.51,0.41,0.05,0.40,0.81,0.21,0.11,0.08,0.57,0.65,0.08,0.31,0.70,0.65,0.21
0.27,N/A,0.56,0.75,0.78,0.70,0.70,0.43,1,0.42,0.21,0.41,0.47,0.07,0.34,0.21,0.08,0.22,N/A,0.51,0.21,0.75,0.77,0.75,0.13,0.64,0.50,0.55,0.57,0.08,0.23,0.08,0.33,0.18,0.44,0.18,0.55,0.58,0.10,N/A,0.18,0.21,0.11,0.18,0.58,0.22,0.35,0.70,0.79,0.47,0.05,0.49,0.58,0.26,0.10,0.15,0.82,0.57,0.11,0.38,0.58,0.46,0.30
0.16,N/A,0.25,0.30,0.53,0.33,0.33,0.24,0.42,1,0.12,0.31,0.15,-0.02,0.14,0.20,0.08,0.14,N/A,0.20,0.12,0.42,0.31,0.54,0.08,0.50,0.23,0.64,0.31,0.05,0.13,-0.00,0.09,0.11,0.19,0.14,0.23,0.40,0.13,N/A,-0.01,0.07,0.02,0.14,0.21,0.57,0.11,0.29,0.52,0.26,-0.00,0.20,0.26,0.22,0.07,-0.01,0.35,0.24,-0.02,0.16,0.20,0.19,0.13
0.25,N/A,0.26,0.22,0.31,0.25,0.25,0.19,0.21,0.12,1,0.23,0.12,0.04,0.29,0.05,0.01,0.16,N/A,0.17,1.00,0.34,0.25,0.32,0.06,0.28,0.23,0.25,0.24,0.03,0.04,0.07,0.22,0.03,0.19,0.04,0.27,0.28,-0.01,N/A,0.20,0.05,-0.05,0.04,0.23,0.14,0.27,0.20,0.26,0.12,0.07,0.19,0.26,0.13,0.02,0.07,0.24,0.17,-0.07,0.17,0.20,0.12,0.11
0.15,N/A,0.33,0.37,0.46,0.35,0.35,0.23,0.41,0.31,0.23,1,0.21,0.05,0.19,0.07,0.00,0.11,N/A,0.21,0.23,0.48,0.36,0.46,0.12,0.42,0.28,0.42,0.32,0.04,0.07,0.01,0.12,0.06,0.25,0.12,0.31,0.42,0.11,N/A,0.11,0.16,0.06,0.12,0.27,0.37,0.22,0.30,0.44,0.20,-0.06,0.27,0.32,0.21,0.16,0.10,0.41,0.27,0.03,0.22,0.28,0.25,0.23
0.19,N/A,0.50,0.52,0.51,0.71,0.71,0.61,0.47,0.15,0.12,0.21,1,0.05,0.24,0.19,-0.00,0.16,N/A,0.78,0.12,0.39,0.69,0.49,0.02,0.55,0.35,0.33,0.33,0.03,0.28,-0.02,0.26,0.12,0.75,0.09,0.56,0.29,0.02,N/A,0.14,0.15,0.05,0.09,0.79,0.08,0.26,0.75,0.50,0.30,0.00,0.35,0.69,0.21,0.06,0.09,0.58,0.82,0.05,0.30,0.76,0.77,0.17
0.06,N/A,0.04,0.08,0.08,0.07,0.07,-0.04,0.07,-0.02,0.04,0.05,0.05,1,-0.04,-0.02,0.03,-0.08,N/A,0.00,0.04,0.05,0.07,0.07,0.02,0.00,0.04,0.02,0.08,-0.02,-0.06,-0.09,-0.02,-0.01,0.04,-0.04,0.04,0.02,-0.00,N/A,0.03,-0.02,0.00,-0.04,0.05,-0.03,0.01,0.05,0.07,0.13,-0.01,0.05,0.02,-0.00,-0.00,-0.01,0.08,0.05,0.00,0.16,0.03,0.03,-0.02
0.48,N/A,0.35,0.38,0.39,0.39,0.39,0.27,0.34,0.14,0.29,0.19,0.24,-0.04,1,0.10,0.05,0.41,N/A,0.26,0.29,0.44,0.36,0.37,0.15,0.34,0.37,0.30,0.36,0.16,0.15,0.12,0.42,0.18,0.26,0.25,0.34,0.35,0.24,N/A,0.30,0.10,0.09,0.25,0.34,0.12,0.47,0.34,0.34,0.17,0.18,0.30,0.36,0.17,0.15,0.25,0.41,0.29,0.08,0.23,0.33,0.24,0.13
0.09,N/A,0.24,0.15,0.22,0.21,0.21,0.16,0.21,0.20,0.05,0.07,0.19,-0.02,0.10,1,-0.02,0.06,N/A,0.21,0.05,0.20,0.18,0.21,0.01,0.21,0.11,0.18,0.11,-0.00,0.06,-0.01,0.07,0.07,0.16,0.01,0.23,0.08,-0.04,N/A,0.07,0.30,0.02,0.01,0.20,0.15,0.08,0.21,0.20,0.09,-0.07,0.10,0.23,0.12,0.03,0.01,0.19,0.21,0.03,0.08,0.20,0.18,0.13
