1,-0.05,0.16,0.21,0.37,0.05,0.15,0.19,0.07,0.16,0.02,-0.01,0.19,0.12,0.08,0.19,0.12,N/A,-0.01,0.20,N/A,-0.01,0.02,0.28,0.17,0.21,0.00,0.26
-0.05,1,0.11,0.12,0.11,0.15,0.20,0.10,0.04,-0.00,0.05,-0.01,0.12,0.24,0.08,0.22,0.01,N/A,0.00,0.13,N/A,-0.02,-0.01,0.12,0.12,0.19,0.01,0.04
0.16,0.11,1,0.25,0.34,0.15,0.27,0.23,0.11,0.24,0.84,0.02,0.25,0.17,0.08,0.22,0.09,N/A,0.15,0.17,N/A,-0.01,0.09,0.34,0.22,0.27,0.08,0.21
0.21,0.12,0.25,1,0.38,0.25,0.48,0.43,0.10,0.16,0.04,0.08,0.42,0.38,0.07,0.42,0.10,N/A,0.08,0.30,N/A,-0.04,0.20,0.53,0.38,0.46,0.15,0.38
0.37,0.11,0.34,0.38,1,0.15,0.35,0.35,0.07,0.16,0.12,-0.00,0.38,0.17,0.14,0.35,0.12,N/A,0.01,0.47,N/A,-0.03,0.08,0.51,0.31,0.32,-0.01,0.39
0.05,0.15,0.15,0.25,0.15,1,0.31,0.15,0.11,0.07,0.01,0.00,0.28,0.36,0.04,0.18,0.01,N/A,0.19,0.07,N/A,0.03,0.04,0.16,0.20,0.33,0.06,0.09
0.15,0.20,0.27,0.48,0.35,0.31,1,0.50,0.18,0.17,0.12,0.10,0.47,0.42,0.04,0.50,0.03,N/A,0.17,0.22,N/A,0.04,0.19,0.47,0.43,0.62,0.09,0.31
0.19,0.10,0.23,0.43,0.35,0.15,0.50,1,0.20,0.16,0.10,0.09,0.37,0.25,0.08,0.45,0.11,N/A,0.14,0.31,N/A,0.03,0.18,0.44,0.39,0.45,0.11,0.37
0.07,0.04,0.11,0.10,0.07,0.11,0.18,0.20,1,0.00,0.09,0.12,0.14,0.04,0.03,0.15,0.15,N/A,0.10,0.02,N/A,0.09,0.05,0.18,0.18,0.15,0.06,0.07
0.16,-0.00,0.24,0.16,0.16,0.07,0.17,0.16,0.00,1,0.18,-0.00,0.19,0.22,0.04,0.19,0.03,N/A,0.09,0.21,N/A,0.02,0.20,0.25,0.21,0.15,0.10,0.21
0.02,0.05,0.84,0.04,0.12,0.01,0.12,0.10,0.09,0.18,1,-0.03,0.10,0.04,-0.00,0.10,0.03,N/A,0.10,0.02,N/A,0.01,0.04,0.17,0.11,0.08,0.11,0.12
-0.01,-0.01,0.02,0.08,-0.00,0.00,0.10,0.09,0.12,-0.00,-0.03,1,0.15,0.02,0.00,0.05,-0.02,N/A,0.03,-0.02,N/A,0.01,-0.01,0.07,0.05,0.13,0.03,0.04
0.19,0.12,0.25,0.42,0.38,0.28,0.47,0.37,0.14,0.19,0.10,0.15,1,0.35,0.07,0.41,0.05,N/A,0.12,0.30,N/A,0.00,0.15,0.48,0.37,0.52,0.07,0.35
0.12,0.24,0.17,0.38,0.17,0.36,0.42,0.25,0.04,0.22,0.04,0.02,0.35,1,0.04,0.28,-0.05,N/A,0.18,0.12,N/A,0.03,0.11,0.29,0.23,0.50,0.07,0.18
0.08,0.08,0.08,0.07,0.14,0.04,0.04,0.08,0.03,0.04,-0.00,0.00,0.07,0.04,1,0.06,0.10,N/A,0.02,0.05,N/A,0.03,0.08,0.21,0.09,0.12,0.01,0.10
0.19,0.22,0.22,0.42,0.35,0.18,0.50,0.45,0.15,0.19,0.10,0.05,0.41,0.28,0.06,1,0.08,N/A,0.05,0.38,N/A,0.08,0.21,0.46,0.39,0.48,0.08,0.38
0.12,0.01,0.09,0.10,0.12,0.01,0.03,0.11,0.15,0.03,0.03,-0.02,0.05,-0.05,0.10,0.08,1,N/A,0.01,0.14,N/A,-0.05,0.03,0.15,0.06,0.03,0.00,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.01,0.00,0.15,0.08,0.01,0.19,0.17,0.14,0.10,0.09,0.10,0.03,0.12,0.18,0.02,0.05,0.01,N/A,1,0.04,N/A,0.11,0.10,0.16,0.19,0.23,0.01,0.06
