1,0.70,0.78,0.80,0.73,0.87,0.82,0.77,0.85,0.30,0.35,0.82,0.68,0.74,0.77,0.85,0.39,0.48
0.70,1,0.81,0.78,0.65,0.75,0.66,0.77,0.71,0.33,0.19,0.71,0.60,0.74,0.79,0.72,0.50,0.39
0.78,0.81,1,0.86,0.80,0.73,0.74,0.75,0.78,0.35,0.40,0.69,0.81,0.72,0.77,0.71,0.57,0.67
0.80,0.78,0.86,1,0.77,0.80,0.76,0.88,0.81,0.30,0.34,0.78,0.82,0.89,0.89,0.79,0.45,0.58
0.73,0.65,0.80,0.77,1,0.71,0.72,0.68,0.75,0.30,0.39,0.69,0.76,0.64,0.69,0.71,0.39,0.65
0.87,0.75,0.73,0.80,0.71,1,0.84,0.85,0.89,0.21,0.17,0.94,0.56,0.80,0.84,0.95,0.28,0.30
0.82,0.66,0.74,0.76,0.72,0.84,1,0.75,0.81,0.23,0.30,0.82,0.66,0.72,0.75,0.84,0.26,0.46
0.77,0.77,0.75,0.88,0.68,0.85,0.75,1,0.78,0.24,0.22,0.82,0.63,0.83,0.97,0.83,0.35,0.37
0.85,0.71,0.78,0.81,0.75,0.89,0.81,0.78,1,0.23,0.23,0.86,0.66,0.77,0.79,0.87,0.39,0.43
0.30,0.33,0.35,0.30,0.30,0.21,0.23,0.24,0.23,1,0.16,0.23,0.30,0.19,0.24,0.20,0.54,0.30
0.35,0.19,0.40,0.34,0.39,0.17,0.30,0.22,0.23,0.16,1,0.16,0.46,0.16,0.24,0.19,0.23,0.55
0.82,0.71,0.69,0.78,0.69,0.94,0.82,0.82,0.86,0.23,0.16,1,0.54,0.78,0.81,0.90,0.29,0.29
0.68,0.60,0.81,0.82,0.76,0.56,0.66,0.63,0.66,0.30,0.46,0.54,1,0.69,0.63,0.57,0.50,0.85
0.74,0.74,0.72,0.89,0.64,0.80,0.72,0.83,0.77,0.19,0.16,0.78,0.69,1,0.83,0.80,0.30,0.35
0.77,0.79,0.77,0.89,0.69,0.84,0.75,0.97,0.79,0.24,0.24,0.81,0.63,0.83,1,0.83,0.37,0.39
0.85,0.72,0.71,0.79,0.71,0.95,0.84,0.83,0.87,0.20,0.19,0.90,0.57,0.80,0.83,1,0.26,0.33
0.39,0.50,0.57,0.45,0.39,0.28,0.26,0.35,0.39,0.54,0.23,0.29,0.50,0.30,0.37,0.26,1,0.46
0.48,0.39,0.67,0.58,0.65,0.30,0.46,0.37,0.43,0.30,0.55,0.29,0.85,0.35,0.39,0.33,0.46,1
