1,N/A,N/A,0.42,0.01,0.92,0.40,0.52,0.57,0.51,0.47,0.14,0.47,0.19,0.52,0.42,0.31,0.29,0.96,0.50,0.40,N/A,0.16,0.46,0.51,0.11,0.55,0.04,0.82,0.51,0.49,0.06,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.42,N/A,N/A,1,0.06,0.63,0.86,0.64,0.32,0.65,0.91,0.55,0.91,0.14,0.84,0.89,0.36,0.73,0.46,0.85,0.88,N/A,0.25,0.91,0.65,0.25,0.39,0.21,0.71,0.86,0.82,0.19,N/A
0.01,N/A,N/A,0.06,1,0.05,0.15,0.05,0.07,0.04,0.07,0.14,0.07,0.05,0.06,0.10,0.06,0.10,0.01,0.07,0.05,N/A,0.04,0.08,0.04,-0.03,0.06,0.00,0.07,0.06,0.06,-0.00,N/A
0.92,N/A,N/A,0.63,0.05,1,0.64,0.55,0.54,0.53,0.67,0.35,0.67,0.19,0.65,0.66,0.37,0.55,0.91,0.65,0.62,N/A,0.25,0.67,0.53,0.18,0.56,0.09,0.92,0.65,0.64,0.14,N/A
0.40,N/A,N/A,0.86,0.15,0.64,1,0.65,0.33,0.65,0.91,0.57,0.91,0.15,0.84,0.90,0.38,0.75,0.47,0.85,0.87,N/A,0.34,0.91,0.65,0.24,0.43,0.16,0.71,0.86,0.83,0.18,N/A
0.52,N/A,N/A,0.64,0.05,0.55,0.65,1,0.41,0.97,0.78,0.20,0.78,0.18,0.89,0.61,0.26,0.33,0.55,0.83,0.63,N/A,0.17,0.77,0.97,0.08,0.46,0.12,0.52,0.89,0.82,0.06,N/A
0.57,N/A,N/A,0.32,0.07,0.54,0.33,0.41,1,0.41,0.38,0.12,0.38,0.13,0.42,0.34,0.25,0.23,0.57,0.40,0.30,N/A,0.10,0.37,0.41,0.04,0.90,0.03,0.50,0.41,0.38,0.03,N/A
0.51,N/A,N/A,0.65,0.04,0.53,0.65,0.97,0.41,1,0.79,0.20,0.79,0.18,0.91,0.61,0.26,0.30,0.54,0.84,0.64,N/A,0.16,0.78,1.00,0.08,0.46,0.12,0.50,0.91,0.83,0.04,N/A
