1,-0.04,-0.01,0.02,0.00,-0.02,0.02,-0.04,0.03,0.03,0.04,0.03,-0.01,0.00,-0.01,0.01,-0.08,0.04,-0.04,-0.02
-0.04,1,0.05,0.16,0.05,0.16,0.29,0.17,0.08,0.23,0.23,0.13,0.09,0.15,0.21,0.04,0.11,0.06,0.22,0.22
-0.01,0.05,1,0.02,0.03,0.04,0.07,-0.00,0.20,0.01,0.07,0.01,0.03,0.15,0.02,0.04,0.05,0.07,0.00,0.49
0.02,0.16,0.02,1,-0.00,0.25,0.12,0.21,0.05,0.08,0.12,0.22,0.01,0.12,0.34,0.15,0.05,0.12,0.30,0.10
0.00,0.05,0.03,-0.00,1,0.08,-0.02,0.05,0.05,-0.00,-0.01,0.07,-0.01,0.02,-0.06,-0.00,0.03,0.01,0.19,0.02
-0.02,0.16,0.04,0.25,0.08,1,0.25,0.24,0.06,0.14,0.15,0.14,0.17,0.13,0.15,0.07,0.14,-0.00,0.36,0.16
0.02,0.29,0.07,0.12,-0.02,0.25,1,0.12,0.03,0.16,0.28,0.08,0.03,0.18,0.00,0.02,0.14,0.03,0.18,0.09
-0.04,0.17,-0.00,0.21,0.05,0.24,0.12,1,0.11,0.06,0.08,0.13,0.06,0.15,0.14,0.03,0.20,0.05,0.26,0.14
0.03,0.08,0.20,0.05,0.05,0.06,0.03,0.11,1,0.03,0.18,0.07,0.08,0.04,0.02,-0.01,0.05,0.10,0.10,0.29
0.03,0.23,0.01,0.08,-0.00,0.14,0.16,0.06,0.03,1,0.05,0.05,0.08,0.07,0.06,0.00,0.01,0.04,0.07,0.01
0.04,0.23,0.07,0.12,-0.01,0.15,0.28,0.08,0.18,0.05,1,0.10,0.15,0.19,0.13,0.02,0.09,0.24,0.11,0.14
0.03,0.13,0.01,0.22,0.07,0.14,0.08,0.13,0.07,0.05,0.10,1,0.10,0.13,0.26,0.11,0.01,0.08,0.07,0.12
-0.01,0.09,0.03,0.01,-0.01,0.17,0.03,0.06,0.08,0.08,0.15,0.10,1,0.06,0.02,0.05,0.07,0.04,0.10,0.03
0.00,0.15,0.15,0.12,0.02,0.13,0.18,0.15,0.04,0.07,0.19,0.13,0.06,1,0.01,-0.01,0.03,0.02,0.12,0.08
-0.01,0.21,0.02,0.34,-0.06,0.15,0.00,0.14,0.02,0.06,0.13,0.26,0.02,0.01,1,0.06,0.10,0.12,0.11,0.10
0.01,0.04,0.04,0.15,-0.00,0.07,0.02,0.03,-0.01,0.00,0.02,0.11,0.05,-0.01,0.06,1,0.10,0.06,0.07,0.11
-0.08,0.11,0.05,0.05,0.03,0.14,0.14,0.20,0.05,0.01,0.09,0.01,0.07,0.03,0.10,0.10,1,-0.02,0.19,0.13
0.04,0.06,0.07,0.12,0.01,-0.00,0.03,0.05,0.10,0.04,0.24,0.08,0.04,0.02,0.12,0.06,-0.02,1,-0.01,0.11
-0.04,0.22,0.00,0.30,0.19,0.36,0.18,0.26,0.10,0.07,0.11,0.07,0.10,0.12,0.11,0.07,0.19,-0.01,1,0.14
-0.02,0.22,0.49,0.10,0.02,0.16,0.09,0.14,0.29,0.01,0.14,0.12,0.03,0.08,0.10,0.11,0.13,0.11,0.14,1
