1,0.22,0.13,0.11,0.24,0.17,0.39,0.08,0.07,0.32,0.30,0.38,0.25,0.31,0.17,0.11,0.11,0.16,0.16,0.25,0.23,0.27,0.33,0.12,0.18
0.22,1,0.19,0.26,0.30,0.20,0.27,0.10,0.12,0.36,0.43,0.45,0.35,0.44,0.29,0.12,0.36,0.17,0.20,0.38,0.13,0.31,0.38,0.15,0.11
0.13,0.19,1,0.12,0.23,0.26,0.15,0.08,0.09,0.19,0.12,0.11,0.13,0.22,0.07,0.10,0.05,0.06,0.07,0.19,0.12,0.12,0.19,0.07,0.02
0.11,0.26,0.12,1,0.17,0.35,0.14,0.23,-0.03,0.19,0.36,0.28,0.28,0.40,0.23,0.08,0.13,0.26,0.26,0.35,0.19,0.19,0.30,0.32,0.05
0.24,0.30,0.23,0.17,1,0.16,0.31,0.19,0.04,0.36,0.31,0.26,0.31,0.44,0.17,0.13,0.14,0.33,0.25,0.29,0.22,0.28,0.39,0.06,0.21
0.17,0.20,0.26,0.35,0.16,1,0.20,0.21,0.00,0.35,0.45,0.29,0.31,0.52,0.26,0.34,0.14,0.24,0.20,0.35,0.20,0.20,0.41,0.18,0.06
0.39,0.27,0.15,0.14,0.31,0.20,1,0.05,0.07,0.28,0.20,0.31,0.34,0.30,0.16,0.14,0.23,0.22,0.17,0.23,0.15,0.31,0.31,0.05,0.08
0.08,0.10,0.08,0.23,0.19,0.21,0.05,1,0.02,0.21,0.28,0.17,0.16,0.32,0.25,0.05,0.11,0.19,0.23,0.15,0.12,0.22,0.22,0.08,0.06
0.07,0.12,0.09,-0.03,0.04,0.00,0.07,0.02,1,0.07,0.01,0.02,0.05,0.05,0.06,-0.02,0.07,-0.00,-0.03,0.07,0.08,-0.03,0.04,0.03,0.02
0.32,0.36,0.19,0.19,0.36,0.35,0.28,0.21,0.07,1,0.42,0.39,0.45,0.50,0.34,0.21,0.22,0.23,0.20,0.34,0.28,0.38,0.50,0.15,0.17
0.30,0.43,0.12,0.36,0.31,0.45,0.20,0.28,0.01,0.42,1,0.46,0.39,0.58,0.34,0.16,0.25,0.38,0.32,0.51,0.19,0.34,0.56,0.20,0.19
0.38,0.45,0.11,0.28,0.26,0.29,0.31,0.17,0.02,0.39,0.46,1,0.34,0.50,0.39,0.15,0.37,0.32,0.18,0.31,0.21,0.34,0.44,0.17,0.11
0.25,0.35,0.13,0.28,0.31,0.31,0.34,0.16,0.05,0.45,0.39,0.34,1,0.40,0.27,0.13,0.26,0.29,0.22,0.34,0.23,0.43,0.44,0.15,0.12
0.31,0.44,0.22,0.40,0.44,0.52,0.30,0.32,0.05,0.50,0.58,0.50,0.40,1,0.41,0.20,0.25,0.41,0.31,0.48,0.30,0.38,0.56,0.25,0.18
0.17,0.29,0.07,0.23,0.17,0.26,0.16,0.25,0.06,0.34,0.34,0.39,0.27,0.41,1,0.04,0.11,0.24,0.14,0.26,0.15,0.23,0.30,0.14,0.06
0.11,0.12,0.10,0.08,0.13,0.34,0.14,0.05,-0.02,0.21,0.16,0.15,0.13,0.20,0.04,1,0.05,0.13,0.13,0.15,0.14,0.04,0.19,0.05,0.08
0.11,0.36,0.05,0.13,0.14,0.14,0.23,0.11,0.07,0.22,0.25,0.37,0.26,0.25,0.11,0.05,1,0.18,0.10,0.23,0.09,0.31,0.24,0.15,0.02
0.16,0.17,0.06,0.26,0.33,0.24,0.22,0.19,-0.00,0.23,0.38,0.32,0.29,0.41,0.24,0.13,0.18,1,0.38,0.32,0.29,0.19,0.31,0.16,0.06
0.16,0.20,0.07,0.26,0.25,0.20,0.17,0.23,-0.03,0.20,0.32,0.18,0.22,0.31,0.14,0.13,0.10,0.38,1,0.23,0.13,0.23,0.27,0.08,0.03
0.25,0.38,0.19,0.35,0.29,0.35,0.23,0.15,0.07,0.34,0.51,0.31,0.34,0.48,0.26,0.15,0.23,0.32,0.23,1,0.19,0.32,0.59,0.19,0.12
0.23,0.13,0.12,0.19,0.22,0.20,0.15,0.12,0.08,0.28,0.19,0.21,0.23,0.30,0.15,0.14,0.09,0.29,0.13,0.19,1,0.19,0.28,0.24,0.12
0.27,0.31,0.12,0.19,0.28,0.20,0.31,0.22,-0.03,0.38,0.34,0.34,0.43,0.38,0.23,0.04,0.31,0.19,0.23,0.32,0.19,1,0.39,0.17,0.11
0.33,0.38,0.19,0.30,0.39,0.41,0.31,0.22,0.04,0.50,0.56,0.44,0.44,0.56,0.30,0.19,0.24,0.31,0.27,0.59,0.28,0.39,1,0.21,0.15
0.12,0.15,0.07,0.32,0.06,0.18,0.05,0.08,0.03,0.15,0.20,0.17,0.15,0.25,0.14,0.05,0.15,0.16,0.08,0.19,0.24,0.17,0.21,1,0.09
0.18,0.11,0.02,0.05,0.21,0.06,0.08,0.06,0.02,0.17,0.19,0.11,0.12,0.18,0.06,0.08,0.02,0.06,0.03,0.12,0.12,0.11,0.15,0.09,1
