1,0.12,0.23,0.14,0.23,0.27,0.03,0.26,0.22,0.29,0.30,0.19,0.26,0.10,0.21,0.04,0.28,0.15,0.19,0.24,0.07,0.15,0.25,0.26,0.10,0.12,0.29,0.33,0.09,0.05,0.34,0.32,0.26,0.04,0.27,0.13,0.36,0.18,0.24,0.23,0.34,0.10,0.18,0.29,0.26,0.28,0.14,0.36,0.33,0.13,0.04,0.27,0.31,0.27,0.34,0.24,0.14,0.20,0.11,0.28,0.19
0.12,1,0.17,0.20,0.13,0.13,0.11,0.31,0.26,0.28,0.24,0.21,0.22,0.00,0.21,0.04,0.30,0.57,0.19,0.23,0.09,0.18,0.19,0.34,0.19,-0.02,0.32,0.13,0.07,0.45,0.30,0.30,0.05,0.34,0.20,0.15,0.27,0.59,0.17,0.15,0.26,0.51,-0.01,0.27,0.33,0.19,0.40,0.32,0.28,0.08,0.07,0.31,0.25,0.22,0.30,0.23,0.02,0.24,0.04,0.18,0.14
0.23,0.17,1,0.15,0.35,0.11,0.09,0.12,0.28,0.35,0.42,0.20,0.27,0.18,0.26,0.06,0.32,0.15,0.25,0.21,0.08,0.18,0.26,0.24,0.07,0.00,0.45,0.25,0.23,0.08,0.36,0.36,0.09,0.11,0.28,0.15,0.27,0.13,0.22,0.02,0.36,0.13,0.06,0.33,0.23,0.25,0.11,0.39,0.36,0.12,0.05,0.35,0.90,0.24,0.38,0.29,0.21,0.09,0.05,0.27,0.33
0.14,0.20,0.15,1,0.17,0.09,0.14,0.27,0.26,0.29,0.24,0.28,0.21,0.17,0.21,0.07,0.35,0.21,0.15,0.23,0.02,0.16,0.22,0.06,0.07,0.00,0.32,0.14,0.13,0.12,0.32,0.34,0.03,0.04,0.20,0.11,0.31,0.23,0.20,0.09,0.26,0.29,0.09,0.25,0.15,0.25,0.19,0.34,0.25,0.16,0.09,0.29,0.25,0.29,0.32,0.23,0.13,0.10,0.14,0.18,0.16
0.23,0.13,0.35,0.17,1,0.19,0.09,0.10,0.32,0.39,0.87,0.26,0.27,0.09,0.27,0.08,0.38,0.18,0.27,0.12,0.08,0.13,0.29,0.05,0.06,0.07,0.62,0.25,0.70,0.08,0.38,0.53,0.05,0.12,0.34,0.24,0.35,0.14,0.23,0.07,0.38,0.15,-0.01,0.29,0.26,0.36,0.14,0.42,0.34,0.16,0.09,0.33,0.43,0.30,0.41,0.33,0.06,0.12,0.15,0.27,0.98
0.27,0.13,0.11,0.09,0.19,1,0.02,0.18,0.15,0.12,0.17,0.12,0.07,0.05,0.09,0.07,0.17,0.16,0.05,0.02,0.01,0.03,0.03,0.03,0.03,0.06,0.25,0.12,0.05,0.09,0.14,0.16,-0.02,0.02,0.08,0.08,0.20,0.29,0.07,0.21,0.13,0.18,-0.07,0.14,0.24,0.19,0.13,0.15,0.12,0.01,-0.03,0.14,0.15,0.12,0.15,0.07,0.04,0.09,0.17,0.08,0.17
0.03,0.11,0.09,0.14,0.09,0.02,1,0.07,0.14,0.27,0.16,0.30,0.18,0.08,0.21,0.11,0.29,0.06,0.19,0.18,0.07,0.18,0.22,0.07,-0.01,-0.03,0.18,0.09,0.10,0.02,0.29,0.24,-0.02,0.20,0.20,0.06,0.23,0.07,0.16,0.01,0.22,0.23,-0.05,0.21,0.10,0.06,0.03,0.24,0.28,0.13,0.04,0.19,0.19,0.25,0.28,0.23,0.08,0.03,0.18,0.20,0.09
0.26,0.31,0.12,0.27,0.10,0.18,0.07,1,0.19,0.26,0.21,0.26,0.23,0.03,0.23,0.05,0.30,0.28,0.17,0.22,0.11,0.20,0.20,0.29,0.23,0.18,0.27,0.14,0.10,0.12,0.31,0.27,0.12,0.17,0.22,0.21,0.24,0.38,0.17,0.29,0.26,0.27,0.02,0.27,0.13,0.12,0.27,0.26,0.29,0.10,0.07,0.31,0.23,0.21,0.29,0.26,0.08,0.06,0.04,0.21,0.10
0.22,0.26,0.28,0.26,0.32,0.15,0.14,0.19,1,0.38,0.43,0.31,0.27,0.11,0.33,0.03,0.78,0.27,0.22,0.13,0.13,0.25,0.26,0.11,0.10,0.01,0.51,0.21,0.21,0.09,0.42,0.46,0.04,0.13,0.28,0.25,0.41,0.32,0.21,0.08,0.36,0.15,0.01,0.30,0.35,0.40,0.20,0.49,0.37,0.26,0.07,0.40,0.39,0.40,0.45,0.32,0.20,0.09,0.15,0.29,0.31
0.29,0.28,0.35,0.29,0.39,0.12,0.27,0.26,0.38,1,0.65,0.55,0.50,0.14,0.89,0.14,0.66,0.21,0.45,0.26,0.35,0.64,0.52,0.10,0.12,0.16,0.59,0.36,0.28,0.11,0.73,0.68,0.09,0.28,0.56,0.26,0.62,0.26,0.46,0.11,0.73,0.28,0.04,0.56,0.30,0.26,0.21,0.77,0.66,0.34,0.20,0.69,0.63,0.69,0.82,0.56,0.17,0.21,0.21,0.49,0.38
