1,0.00,N/A,0.01,0.08,0.00,-0.00,-0.00,0.02,0.03,0.01,-0.01,N/A,N/A,0.00,0.01,0.01,N/A,0.01,0.01,0.03,0.00,0.01,-0.01,0.02,-0.00,0.01,-0.02,0.01,0.19,N/A,-0.01,-0.03,-0.00,0.01,0.04,0.00,0.01,0.02,0.03,-0.01,0.09,N/A,0.03,0.01,-0.02,0.01,0.02,0.00,N/A,N/A,-0.01,-0.01,0.01
0.00,1,N/A,0.32,0.48,0.19,0.23,0.16,0.10,0.36,0.31,0.31,N/A,N/A,0.25,0.11,0.28,N/A,0.09,0.31,0.29,-0.02,0.22,0.08,0.15,0.21,0.31,0.15,0.40,0.26,N/A,0.19,0.10,0.01,0.12,0.44,0.11,0.29,0.05,0.53,0.20,0.37,N/A,0.38,0.25,-0.09,0.47,0.17,0.24,N/A,N/A,0.20,0.27,0.29
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,0.32,N/A,1,0.43,0.25,0.15,0.27,0.09,0.53,0.25,0.25,N/A,N/A,0.71,0.11,0.42,N/A,0.07,0.88,0.66,0.08,0.19,0.11,0.20,0.25,0.77,0.18,0.80,0.26,N/A,0.77,0.12,0.01,0.14,0.49,0.13,0.47,0.10,0.53,0.21,0.51,N/A,0.61,0.20,0.07,0.60,0.15,0.33,N/A,N/A,0.08,0.77,0.30
0.08,0.48,N/A,0.43,1,0.29,0.25,0.26,0.06,0.54,0.52,0.48,N/A,N/A,0.26,0.13,0.46,N/A,0.17,0.37,0.51,0.05,0.26,0.18,0.35,0.26,0.42,0.27,0.60,0.42,N/A,0.14,0.15,0.06,0.22,0.86,0.23,0.47,0.05,0.62,0.28,0.61,N/A,0.63,0.31,-0.06,0.60,0.27,0.36,N/A,N/A,0.18,0.23,0.49
0.00,0.19,N/A,0.25,0.29,1,0.05,0.16,0.01,0.23,0.18,0.18,N/A,N/A,0.16,0.01,0.27,N/A,0.13,0.22,0.25,0.06,0.17,0.13,0.14,0.14,0.23,0.14,0.32,0.19,N/A,0.13,0.11,0.09,0.16,0.29,0.19,0.26,0.01,0.32,0.12,0.31,N/A,0.28,0.14,-0.01,0.26,0.34,0.29,N/A,N/A,0.06,0.16,0.20
-0.00,0.23,N/A,0.15,0.25,0.05,1,0.19,0.07,0.28,0.23,0.16,N/A,N/A,0.07,0.13,0.15,N/A,0.05,0.15,0.22,-0.06,0.07,0.04,0.09,0.06,0.17,0.11,0.27,0.17,N/A,0.05,0.15,0.03,0.01,0.31,0.10,0.26,0.07,0.33,0.10,0.31,N/A,0.27,0.18,-0.04,0.34,0.10,0.11,N/A,N/A,0.09,0.08,0.12
-0.00,0.16,N/A,0.27,0.26,0.16,0.19,1,0.04,0.38,0.12,0.13,N/A,N/A,0.09,0.03,0.33,N/A,0.16,0.20,0.35,0.09,0.10,0.06,0.08,0.25,0.18,0.17,0.37,0.21,N/A,0.02,0.06,-0.01,0.12,0.33,0.08,0.89,0.08,0.36,0.10,0.39,N/A,0.45,0.12,0.06,0.33,0.10,0.14,N/A,N/A,0.09,0.09,0.14
0.02,0.10,N/A,0.09,0.06,0.01,0.07,0.04,1,0.08,0.01,0.05,N/A,N/A,0.07,0.07,0.04,N/A,-0.04,0.06,0.04,0.08,-0.02,0.00,-0.01,0.06,0.05,-0.01,0.07,-0.01,N/A,0.06,0.02,-0.01,0.02,0.05,-0.03,0.09,-0.11,0.05,0.16,0.05,N/A,0.05,0.01,0.03,0.11,0.03,0.04,N/A,N/A,-0.01,0.07,0.29
0.03,0.36,N/A,0.53,0.54,0.23,0.28,0.38,0.08,1,0.30,0.36,N/A,N/A,0.26,0.61,0.59,N/A,0.18,0.48,0.62,0.04,0.24,0.19,0.29,0.43,0.44,0.19,0.77,0.34,N/A,0.14,0.25,0.03,0.17,0.67,0.17,0.64,0.04,0.70,0.18,0.76,N/A,0.86,0.31,0.07,0.64,0.16,0.40,N/A,N/A,0.21,0.25,0.32
0.01,0.31,N/A,0.25,0.52,0.18,0.23,0.12,0.01,0.30,1,0.42,N/A,N/A,0.20,0.07,0.18,N/A,0.07,0.21,0.25,0.00,0.13,0.08,0.21,0.10,0.33,0.17,0.34,0.21,N/A,0.10,0.09,0.07,0.02,0.42,0.18,0.22,0.04,0.31,0.25,0.31,N/A,0.35,0.29,-0.02,0.29,0.35,0.29,N/A,N/A,0.27,0.16,0.33
-0.01,0.31,N/A,0.25,0.48,0.18,0.16,0.13,0.05,0.36,0.42,1,N/A,N/A,0.16,0.08,0.27,N/A,0.05,0.23,0.30,0.03,0.15,0.12,0.20,0.12,0.24,0.23,0.39,0.31,N/A,0.09,0.08,0.03,0.21,0.43,0.23,0.27,0.00,0.41,0.12,0.40,N/A,0.41,0.32,-0.02,0.43,0.17,0.33,N/A,N/A,0.11,0.15,0.30
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.00,0.25,N/A,0.71,0.26,0.16,0.07,0.09,0.07,0.26,0.20,0.16,N/A,N/A,1,0.04,0.22,N/A,0.06,0.76,0.22,0.02,0.08,0.11,0.05,0.08,0.67,0.11,0.56,0.15,N/A,0.78,0.06,0.01,0.06,0.26,0.09,0.20,0.10,0.27,0.18,0.24,N/A,0.30,0.09,-0.01,0.37,0.06,0.26,N/A,N/A,0.07,0.74,0.27
0.01,0.11,N/A,0.11,0.13,0.01,0.13,0.03,0.07,0.61,0.07,0.08,N/A,N/A,0.04,1,0.05,N/A,0.03,0.08,0.13,-0.10,0.04,0.06,0.13,0.04,0.08,0.01,0.16,0.07,N/A,0.03,0.17,-0.05,0.03,0.13,0.02,0.07,-0.05,0.18,0.02,0.12,N/A,0.12,0.08,-0.06,0.16,0.05,0.25,N/A,N/A,0.09,0.05,0.08
0.01,0.28,N/A,0.42,0.46,0.27,0.15,0.33,0.04,0.59,0.18,0.27,N/A,N/A,0.22,0.05,1,N/A,0.14,0.36,0.55,0.14,0.22,0.20,0.23,0.66,0.33,0.20,0.60,0.32,N/A,0.08,0.18,0.04,0.19,0.54,0.17,0.62,0.08,0.58,0.20,0.61,N/A,0.70,0.26,0.05,0.51,0.14,0.28,N/A,N/A,0.08,0.22,0.31
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,0.09,N/A,0.07,0.17,0.13,0.05,0.16,-0.04,0.18,0.07,0.05,N/A,N/A,0.06,0.03,0.14,N/A,1,0.10,0.12,0.08,0.05,0.03,0.05,0.11,0.15,0.21,0.16,0.12,N/A,0.01,0.02,0.01,0.01,0.17,0.14,0.20,0.05,0.16,0.04,0.19,N/A,0.20,0.05,0.04,0.11,0.08,0.07,N/A,N/A,0.03,0.03,0.02
0.01,0.31,N/A,0.88,0.37,0.22,0.15,0.20,0.06,0.48,0.21,0.23,N/A,N/A,0.76,0.08,0.36,N/A,0.10,1,0.36,0.08,0.12,0.08,0.12,0.25,0.83,0.15,0.79,0.23,N/A,0.89,0.10,0.03,0.10,0.43,0.10,0.38,0.13,0.44,0.18,0.45,N/A,0.55,0.13,0.07,0.52,0.10,0.30,N/A,N/A,0.11,0.86,0.26
0.03,0.29,N/A,0.66,0.51,0.25,0.22,0.35,0.04,0.62,0.25,0.30,N/A,N/A,0.22,0.13,0.55,N/A,0.12,0.36,1,0.08,0.24,0.14,0.30,0.33,0.35,0.23,0.62,0.32,N/A,0.09,0.19,0.02,0.19,0.61,0.16,0.59,0.01,0.68,0.22,0.64,N/A,0.70,0.28,0.03,0.61,0.21,0.26,N/A,N/A,0.09,0.20,0.31
0.00,-0.02,N/A,0.08,0.05,0.06,-0.06,0.09,0.08,0.04,0.00,0.03,N/A,N/A,0.02,-0.10,0.14,N/A,0.08,0.08,0.08,1,-0.04,-0.01,-0.03,0.10,0.08,0.03,0.10,-0.01,N/A,0.02,0.05,0.15,0.04,0.06,0.10,0.14,-0.08,0.03,0.00,0.10,N/A,0.11,0.00,0.06,0.01,0.11,0.05,N/A,N/A,-0.08,0.05,0.01
0.01,0.22,N/A,0.19,0.26,0.17,0.07,0.10,-0.02,0.24,0.13,0.15,N/A,N/A,0.08,0.04,0.22,N/A,0.05,0.12,0.24,-0.04,1,-0.02,0.06,0.14,0.10,0.14,0.27,0.14,N/A,0.01,0.07,0.01,0.02,0.30,0.12,0.21,0.01,0.25,0.11,0.32,N/A,0.30,0.12,0.00,0.22,0.06,0.16,N/A,N/A,0.17,0.06,0.12
-0.01,0.08,N/A,0.11,0.18,0.13,0.04,0.06,0.00,0.19,0.08,0.12,N/A,N/A,0.11,0.06,0.20,N/A,0.03,0.08,0.14,-0.01,-0.02,1,0.14,0.11,0.07,0.06,0.15,0.08,N/A,0.01,0.01,0.01,0.06,0.16,0.04,0.14,0.03,0.18,0.10,0.16,N/A,0.20,0.02,-0.02,0.14,0.06,0.11,N/A,N/A,0.03,0.10,0.13
0.02,0.15,N/A,0.20,0.35,0.14,0.09,0.08,-0.01,0.29,0.21,0.20,N/A,N/A,0.05,0.13,0.23,N/A,0.05,0.12,0.30,-0.03,0.06,0.14,1,0.11,0.23,0.09,0.25,0.47,N/A,0.01,0.06,0.04,0.09,0.33,0.08,0.18,-0.03,0.25,0.09,0.33,N/A,0.30,0.10,-0.02,0.29,0.31,0.14,N/A,N/A,0.04,0.08,0.23
-0.00,0.21,N/A,0.25,0.26,0.14,0.06,0.25,0.06,0.43,0.10,0.12,N/A,N/A,0.08,0.04,0.66,N/A,0.11,0.25,0.33,0.10,0.14,0.11,0.11,1,0.22,0.09,0.41,0.17,N/A,0.04,0.13,0.01,0.11,0.36,0.12,0.43,0.11,0.45,0.17,0.42,N/A,0.49,0.13,-0.02,0.32,0.07,0.13,N/A,N/A,0.07,0.16,0.16
