1,0.47,0.33,0.48,0.22,N/A,0.27,0.50,0.36,0.22,0.47,0.24,0.35,0.71,0.75,0.76,0.66,0.49,0.76,0.25,0.37,0.36,0.30,0.75,0.46,0.72,0.53,0.82,0.54,0.86,0.93,0.28,0.29,N/A,0.58,0.31,0.91,N/A,0.29,N/A,0.38,N/A
0.47,1,0.15,0.33,0.18,N/A,0.16,0.36,0.25,0.06,0.35,0.21,0.30,0.40,0.45,0.41,0.36,0.36,0.49,0.16,0.20,0.22,0.20,0.46,0.30,0.35,0.40,0.45,0.46,0.45,0.53,0.11,0.27,N/A,0.46,0.20,0.47,N/A,0.21,N/A,0.27,N/A
0.33,0.15,1,0.29,0.02,N/A,0.09,0.22,0.20,0.07,0.30,0.21,0.19,0.36,0.40,0.32,0.28,0.29,0.28,0.17,0.15,0.08,0.14,0.33,0.26,0.34,0.22,0.32,0.24,0.31,0.35,0.14,0.30,N/A,0.26,0.17,0.34,N/A,0.06,N/A,0.26,N/A
0.48,0.33,0.29,1,0.20,N/A,0.19,0.30,0.24,0.08,0.31,0.20,0.29,0.57,0.51,0.44,0.40,0.36,0.47,0.19,0.22,0.18,0.25,0.49,0.37,0.48,0.46,0.46,0.40,0.47,0.51,0.18,0.33,N/A,0.35,0.33,0.49,N/A,0.19,N/A,0.31,N/A
0.22,0.18,0.02,0.20,1,N/A,0.17,0.10,0.29,-0.04,0.18,0.30,0.07,0.17,0.24,0.23,0.17,0.20,0.22,0.16,0.15,0.01,0.27,0.27,0.12,0.14,0.27,0.30,0.21,0.27,0.23,0.05,0.24,N/A,0.21,0.38,0.17,N/A,0.11,N/A,0.12,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.27,0.16,0.09,0.19,0.17,N/A,1,0.32,0.28,0.03,0.19,0.26,0.22,0.23,0.29,0.28,0.22,0.33,0.21,0.18,0.11,0.10,0.20,0.33,0.25,0.21,0.24,0.31,0.20,0.28,0.24,0.03,0.28,N/A,0.22,0.23,0.26,N/A,0.11,N/A,0.11,N/A
0.50,0.36,0.22,0.30,0.10,N/A,0.32,1,0.22,0.16,0.29,0.29,0.27,0.51,0.52,0.45,0.37,0.35,0.43,0.20,0.22,0.12,0.26,0.50,0.60,0.48,0.33,0.48,0.40,0.49,0.50,0.12,0.23,N/A,0.36,0.15,0.49,N/A,0.19,N/A,0.33,N/A
0.36,0.25,0.20,0.24,0.29,N/A,0.28,0.22,1,0.01,0.30,0.30,0.20,0.32,0.41,0.43,0.38,0.45,0.41,0.22,0.30,0.10,0.37,0.45,0.28,0.24,0.28,0.66,0.35,0.47,0.36,0.10,0.32,N/A,0.30,0.49,0.36,N/A,0.26,N/A,0.32,N/A
0.22,0.06,0.07,0.08,-0.04,N/A,0.03,0.16,0.01,1,0.02,0.02,0.01,0.12,0.11,0.13,0.10,0.04,0.12,0.05,0.09,0.15,0.04,0.13,0.06,0.12,0.15,0.14,0.11,0.16,0.19,0.13,0.01,N/A,0.08,-0.01,0.17,N/A,0.03,N/A,-0.02,N/A
0.47,0.35,0.30,0.31,0.18,N/A,0.19,0.29,0.30,0.02,1,0.18,0.27,0.43,0.48,0.44,0.41,0.35,0.51,0.28,0.21,0.19,0.23,0.52,0.36,0.38,0.32,0.47,0.40,0.46,0.53,0.11,0.32,N/A,0.43,0.28,0.51,N/A,0.16,N/A,0.34,N/A
0.24,0.21,0.21,0.20,0.30,N/A,0.26,0.29,0.30,0.02,0.18,1,0.14,0.35,0.27,0.38,0.19,0.40,0.28,0.24,0.13,0.08,0.36,0.34,0.22,0.30,0.31,0.32,0.20,0.29,0.31,0.04,0.27,N/A,0.29,0.27,0.29,N/A,0.18,N/A,0.37,N/A
0.35,0.30,0.19,0.29,0.07,N/A,0.22,0.27,0.20,0.01,0.27,0.14,1,0.35,0.36,0.33,0.29,0.27,0.37,0.12,0.10,0.12,0.17,0.33,0.35,0.31,0.19,0.36,0.31,0.36,0.35,0.09,0.22,N/A,0.30,0.21,0.35,N/A,0.09,N/A,0.30,N/A
0.71,0.40,0.36,0.57,0.17,N/A,0.23,0.51,0.32,0.12,0.43,0.35,0.35,1,0.68,0.64,0.55,0.49,0.66,0.26,0.32,0.29,0.36,0.66,0.49,0.77,0.51,0.66,0.52,0.68,0.72,0.24,0.40,N/A,0.50,0.31,0.72,N/A,0.23,N/A,0.54,N/A
0.75,0.45,0.40,0.51,0.24,N/A,0.29,0.52,0.41,0.11,0.48,0.27,0.36,0.68,1,0.63,0.54,0.54,0.66,0.32,0.40,0.25,0.31,0.70,0.53,0.61,0.52,0.70,0.60,0.70,0.76,0.26,0.64,N/A,0.54,0.34,0.74,N/A,0.25,N/A,0.43,N/A
0.76,0.41,0.32,0.44,0.23,N/A,0.28,0.45,0.43,0.13,0.44,0.38,0.33,0.64,0.63,1,0.97,0.48,0.60,0.21,0.31,0.21,0.32,0.67,0.49,0.59,0.48,0.80,0.45,0.81,0.77,0.26,0.33,N/A,0.49,0.35,0.81,N/A,0.17,N/A,0.41,N/A
