1,0.55,0.41,0.40,0.13,0.47,0.38,0.72,0.73,0.74,0.33,0.73,0.46,0.32,0.21,0.46,0.73,0.14,0.29
0.55,1,0.22,0.49,0.27,0.58,0.52,0.52,0.60,0.45,0.41,0.56,0.33,0.16,0.33,0.39,0.56,0.14,0.29
0.41,0.22,1,0.25,0.09,0.32,0.17,0.41,0.46,0.34,0.25,0.48,0.38,0.66,0.13,0.48,0.41,0.06,0.23
0.40,0.49,0.25,1,0.28,0.47,0.46,0.42,0.52,0.36,0.32,0.43,0.29,0.21,0.17,0.31,0.46,0.11,0.23
0.13,0.27,0.09,0.28,1,0.30,0.35,0.17,0.25,0.21,0.20,0.18,0.06,0.07,0.16,0.15,0.20,0.08,0.14
0.47,0.58,0.32,0.47,0.30,1,0.45,0.47,0.61,0.44,0.65,0.51,0.36,0.17,0.52,0.52,0.54,0.22,0.49
0.38,0.52,0.17,0.46,0.35,0.45,1,0.38,0.50,0.36,0.34,0.48,0.22,0.12,0.17,0.30,0.40,0.07,0.22
0.72,0.52,0.41,0.42,0.17,0.47,0.38,1,0.76,0.62,0.36,0.69,0.45,0.34,0.23,0.47,0.69,0.13,0.26
0.73,0.60,0.46,0.52,0.25,0.61,0.50,0.76,1,0.69,0.46,0.79,0.51,0.35,0.34,0.54,0.76,0.16,0.35
0.74,0.45,0.34,0.36,0.21,0.44,0.36,0.62,0.69,1,0.32,0.65,0.39,0.29,0.21,0.35,0.71,0.19,0.24
0.33,0.41,0.25,0.32,0.20,0.65,0.34,0.36,0.46,0.32,1,0.43,0.33,0.17,0.38,0.52,0.40,0.21,0.57
0.73,0.56,0.48,0.43,0.18,0.51,0.48,0.69,0.79,0.65,0.43,1,0.50,0.38,0.27,0.55,0.72,0.12,0.32
0.46,0.33,0.38,0.29,0.06,0.36,0.22,0.45,0.51,0.39,0.33,0.50,1,0.38,0.14,0.33,0.48,0.06,0.25
0.32,0.16,0.66,0.21,0.07,0.17,0.12,0.34,0.35,0.29,0.17,0.38,0.38,1,0.03,0.25,0.38,0.07,0.08
0.21,0.33,0.13,0.17,0.16,0.52,0.17,0.23,0.34,0.21,0.38,0.27,0.14,0.03,1,0.36,0.30,0.16,0.33
0.46,0.39,0.48,0.31,0.15,0.52,0.30,0.47,0.54,0.35,0.52,0.55,0.33,0.25,0.36,1,0.44,0.07,0.43
0.73,0.56,0.41,0.46,0.20,0.54,0.40,0.69,0.76,0.71,0.40,0.72,0.48,0.38,0.30,0.44,1,0.18,0.25
0.14,0.14,0.06,0.11,0.08,0.22,0.07,0.13,0.16,0.19,0.21,0.12,0.06,0.07,0.16,0.07,0.18,1,0.20
0.29,0.29,0.23,0.23,0.14,0.49,0.22,0.26,0.35,0.24,0.57,0.32,0.25,0.08,0.33,0.43,0.25,0.20,1
