1,0.20,0.17,0.12,0.21,0.15,0.18,-0.02,0.09,0.01,0.00,0.24,0.08,0.07,0.06,0.09,0.21,-0.09,0.20,0.10,0.11,0.17,-0.03,0.16,-0.02,0.16,0.12,0.06,0.09,0.12,0.27
0.20,1,0.41,0.43,0.48,0.34,0.32,0.05,0.24,0.22,0.00,0.24,0.18,0.06,0.19,0.29,0.40,0.08,0.48,0.09,0.39,0.17,0.15,0.44,0.10,0.37,0.39,0.20,0.38,0.34,0.34
0.17,0.41,1,0.25,0.34,0.26,0.40,0.17,0.06,0.16,0.02,0.21,0.03,0.07,0.20,0.23,0.26,-0.00,0.36,0.12,0.28,0.14,0.03,0.29,0.09,0.17,0.31,0.34,0.15,0.33,0.27
0.12,0.43,0.25,1,0.34,0.33,0.39,0.12,0.06,0.18,0.01,0.25,0.24,0.01,0.12,0.37,0.34,0.07,0.39,0.07,0.47,0.09,0.04,0.31,0.06,0.23,0.32,0.17,0.15,0.28,0.35
0.21,0.48,0.34,0.34,1,0.29,0.35,0.13,0.20,0.31,0.01,0.34,0.11,0.15,0.28,0.23,0.72,0.05,0.75,0.11,0.50,0.26,0.27,0.41,0.15,0.41,0.42,0.30,0.27,0.36,0.23
0.15,0.34,0.26,0.33,0.29,1,0.26,0.08,0.26,0.17,0.06,0.33,0.00,0.07,0.16,0.07,0.32,0.10,0.38,0.06,0.23,0.18,0.19,0.24,0.03,0.29,0.25,0.07,0.24,0.26,0.16
0.18,0.32,0.40,0.39,0.35,0.26,1,0.17,0.02,0.09,0.05,0.25,0.19,0.01,0.28,0.21,0.27,-0.01,0.42,0.13,0.36,0.14,0.10,0.22,0.17,0.21,0.37,0.31,0.13,0.28,0.25
-0.02,0.05,0.17,0.12,0.13,0.08,0.17,1,0.03,0.07,-0.03,0.05,0.20,-0.03,0.02,0.07,0.17,-0.01,0.20,-0.06,0.06,0.05,0.04,0.06,-0.00,0.08,0.04,0.03,0.03,0.08,0.09
0.09,0.24,0.06,0.06,0.20,0.26,0.02,0.03,1,0.19,-0.06,0.08,-0.01,0.13,0.05,0.03,0.17,0.08,0.22,0.03,0.08,0.09,0.09,0.22,0.01,0.11,0.12,-0.02,0.07,0.05,0.04
0.01,0.22,0.16,0.18,0.31,0.17,0.09,0.07,0.19,1,0.13,0.13,0.02,0.05,0.05,0.07,0.39,-0.02,0.35,0.10,0.21,0.09,0.20,0.23,0.04,0.24,0.16,0.11,0.28,0.15,0.11
0.00,0.00,0.02,0.01,0.01,0.06,0.05,-0.03,-0.06,0.13,1,0.05,-0.05,-0.04,-0.01,0.08,0.08,-0.07,0.08,0.01,-0.03,0.06,0.07,-0.02,-0.00,-0.01,0.11,-0.01,-0.02,0.04,-0.06
0.24,0.24,0.21,0.25,0.34,0.33,0.25,0.05,0.08,0.13,0.05,1,0.07,0.16,0.12,0.23,0.31,-0.01,0.34,0.05,0.21,0.19,0.09,0.15,0.02,0.33,0.24,0.15,0.15,0.21,0.13
0.08,0.18,0.03,0.24,0.11,0.00,0.19,0.20,-0.01,0.02,-0.05,0.07,1,0.06,0.11,0.40,0.06,-0.02,0.15,-0.03,0.15,-0.02,0.05,0.03,0.10,0.02,0.23,0.15,0.07,0.14,0.21
0.07,0.06,0.07,0.01,0.15,0.07,0.01,-0.03,0.13,0.05,-0.04,0.16,0.06,1,0.03,0.04,0.13,0.10,0.10,0.06,0.15,0.07,0.03,0.07,-0.00,0.05,0.07,0.03,0.03,0.00,-0.02
0.06,0.19,0.20,0.12,0.28,0.16,0.28,0.02,0.05,0.05,-0.01,0.12,0.11,0.03,1,0.13,0.14,0.02,0.29,-0.02,0.22,0.18,0.21,0.17,0.32,0.07,0.52,0.45,0.12,0.17,0.18
0.09,0.29,0.23,0.37,0.23,0.07,0.21,0.07,0.03,0.07,0.08,0.23,0.40,0.04,0.13,1,0.22,0.02,0.28,0.03,0.35,0.04,0.14,0.21,0.08,0.04,0.22,0.24,0.10,0.26,0.20
