1,0.02,0.49,0.12,0.32,0.06,0.30,0.36,0.40,0.57,0.17,0.18,0.11,0.19,0.28,0.14,0.31,0.66,0.41,0.20,0.28,0.15,0.02,0.33,0.16,0.18,0.31,0.04,0.12,N/A,0.15,0.61
0.02,1,0.07,0.00,0.02,0.05,-0.08,0.09,0.01,0.02,0.04,0.05,0.06,0.07,0.06,-0.02,-0.03,-0.03,-0.00,0.04,0.07,0.01,0.03,0.07,0.11,0.07,-0.01,0.06,0.02,N/A,0.03,-0.02
0.49,0.07,1,0.39,0.19,0.13,0.41,0.35,0.27,0.38,0.12,0.20,0.14,0.17,0.64,0.07,0.20,0.32,0.24,0.26,0.59,0.29,0.05,0.35,0.21,0.19,0.41,0.04,0.22,N/A,0.22,0.36
0.12,0.00,0.39,1,0.05,0.09,0.20,0.15,0.10,0.10,0.05,0.07,0.14,0.03,0.49,0.09,0.14,0.03,0.06,0.15,0.41,0.24,0.06,0.24,0.08,0.02,0.27,0.02,0.11,N/A,0.18,0.09
0.32,0.02,0.19,0.05,1,0.04,0.08,0.13,0.14,0.17,0.04,0.18,0.08,0.16,0.19,-0.01,0.16,0.16,0.15,0.07,0.21,0.08,0.03,0.14,0.06,0.41,0.10,0.03,0.03,N/A,-0.01,0.13
0.06,0.05,0.13,0.09,0.04,1,0.04,0.09,0.05,0.05,0.00,0.06,0.02,0.02,0.18,-0.02,-0.01,0.07,0.03,0.04,0.14,0.06,0.01,0.07,0.06,0.04,0.12,0.02,0.02,N/A,0.10,0.08
0.30,-0.08,0.41,0.20,0.08,0.04,1,0.19,0.14,0.23,0.03,0.29,0.10,0.19,0.25,0.02,0.17,0.22,0.11,0.14,0.28,0.12,0.01,0.14,0.18,0.03,0.22,0.02,0.10,N/A,0.05,0.31
0.36,0.09,0.35,0.15,0.13,0.09,0.19,1,0.17,0.25,0.12,0.09,0.17,0.10,0.35,0.01,0.31,0.29,0.09,0.17,0.38,0.18,0.02,0.17,0.13,0.06,0.29,-0.02,0.15,N/A,0.10,0.21
0.40,0.01,0.27,0.10,0.14,0.05,0.14,0.17,1,0.25,0.08,0.14,0.12,0.16,0.20,0.18,0.10,0.41,0.35,0.04,0.21,0.07,0.00,0.17,0.09,0.15,0.12,0.00,0.05,N/A,0.08,0.37
0.57,0.02,0.38,0.10,0.17,0.05,0.23,0.25,0.25,1,0.22,0.33,0.05,0.13,0.22,0.03,0.34,0.33,0.57,0.22,0.24,0.10,-0.03,0.34,0.19,0.09,0.15,0.02,0.06,N/A,0.08,0.39
0.17,0.04,0.12,0.05,0.04,0.00,0.03,0.12,0.08,0.22,1,0.09,-0.02,0.01,0.16,-0.01,0.04,0.04,0.29,0.20,0.15,0.03,0.03,0.02,0.04,0.03,0.04,-0.01,0.06,N/A,0.08,0.05
0.18,0.05,0.20,0.07,0.18,0.06,0.29,0.09,0.14,0.33,0.09,1,0.07,0.19,0.19,0.06,0.22,0.07,0.29,0.20,0.22,0.13,0.03,0.14,0.18,0.16,0.08,0.00,0.03,N/A,0.03,0.14
0.11,0.06,0.14,0.14,0.08,0.02,0.10,0.17,0.12,0.05,-0.02,0.07,1,-0.00,0.20,0.04,0.03,0.11,0.09,0.17,0.18,0.06,0.03,0.05,0.08,0.14,0.11,0.00,0.10,N/A,-0.01,0.14
0.19,0.07,0.17,0.03,0.16,0.02,0.19,0.10,0.16,0.13,0.01,0.19,-0.00,1,0.10,-0.01,0.08,0.07,0.08,0.02,0.11,0.01,-0.05,0.14,0.13,0.08,0.09,0.02,0.03,N/A,0.01,0.21
0.28,0.06,0.64,0.49,0.19,0.18,0.25,0.35,0.20,0.22,0.16,0.19,0.20,0.10,1,0.09,0.13,0.20,0.13,0.26,0.75,0.38,0.09,0.25,0.30,0.14,0.56,0.07,0.33,N/A,0.27,0.22
0.14,-0.02,0.07,0.09,-0.01,-0.02,0.02,0.01,0.18,0.03,-0.01,0.06,0.04,-0.01,0.09,1,0.05,0.04,0.22,0.04,0.07,0.10,0.01,0.10,0.02,0.03,0.03,0.01,0.10,N/A,0.18,0.07
0.31,-0.03,0.20,0.14,0.16,-0.01,0.17,0.31,0.10,0.34,0.04,0.22,0.03,0.08,0.13,0.05,1,0.15,0.18,0.09,0.20,0.04,-0.01,0.18,0.15,0.05,0.08,-0.02,0.03,N/A,0.07,0.13
0.66,-0.03,0.32,0.03,0.16,0.07,0.22,0.29,0.41,0.33,0.04,0.07,0.11,0.07,0.20,0.04,0.15,1,0.20,0.03,0.14,0.09,-0.00,0.09,0.09,0.09,0.30,0.02,0.06,N/A,0.10,0.67
0.41,-0.00,0.24,0.06,0.15,0.03,0.11,0.09,0.35,0.57,0.29,0.29,0.09,0.08,0.13,0.22,0.18,0.20,1,0.12,0.18,0.06,-0.08,0.24,0.09,0.12,0.08,0.06,0.01,N/A,0.01,0.36
0.20,0.04,0.26,0.15,0.07,0.04,0.14,0.17,0.04,0.22,0.20,0.20,0.17,0.02,0.26,0.04,0.09,0.03,0.12,1,0.20,0.06,-0.00,0.22,0.15,0.03,0.12,0.00,0.16,N/A,0.11,0.04
0.28,0.07,0.59,0.41,0.21,0.14,0.28,0.38,0.21,0.24,0.15,0.22,0.18,0.11,0.75,0.07,0.20,0.14,0.18,0.20,1,0.30,0.08,0.27,0.27,0.19,0.48,0.04,0.23,N/A,0.20,0.21
0.15,0.01,0.29,0.24,0.08,0.06,0.12,0.18,0.07,0.10,0.03,0.13,0.06,0.01,0.38,0.10,0.04,0.09,0.06,0.06,0.30,1,-0.02,0.05,0.12,0.14,0.16,0.03,0.12,N/A,0.14,0.09
0.02,0.03,0.05,0.06,0.03,0.01,0.01,0.02,0.00,-0.03,0.03,0.03,0.03,-0.05,0.09,0.01,-0.01,-0.00,-0.08,-0.00,0.08,-0.02,1,0.03,0.06,-0.00,-0.02,-0.01,-0.07,N/A,0.05,-0.02
0.33,0.07,0.35,0.24,0.14,0.07,0.14,0.17,0.17,0.34,0.02,0.14,0.05,0.14,0.25,0.10,0.18,0.09,0.24,0.22,0.27,0.05,0.03,1,0.06,0.08,0.13,0.08,0.11,N/A,0.04,0.22
0.16,0.11,0.21,0.08,0.06,0.06,0.18,0.13,0.09,0.19,0.04,0.18,0.08,0.13,0.30,0.02,0.15,0.09,0.09,0.15,0.27,0.12,0.06,0.06,1,0.07,0.12,0.04,0.15,N/A,0.14,0.10
0.18,0.07,0.19,0.02,0.41,0.04,0.03,0.06,0.15,0.09,0.03,0.16,0.14,0.08,0.14,0.03,0.05,0.09,0.12,0.03,0.19,0.14,-0.00,0.08,0.07,1,0.04,-0.02,0.00,N/A,-0.02,0.08
0.31,-0.01,0.41,0.27,0.10,0.12,0.22,0.29,0.12,0.15,0.04,0.08,0.11,0.09,0.56,0.03,0.08,0.30,0.08,0.12,0.48,0.16,-0.02,0.13,0.12,0.04,1,-0.01,0.22,N/A,0.14,0.33
0.04,0.06,0.04,0.02,0.03,0.02,0.02,-0.02,0.00,0.02,-0.01,0.00,0.00,0.02,0.07,0.01,-0.02,0.02,0.06,0.00,0.04,0.03,-0.01,0.08,0.04,-0.02,-0.01,1,-0.01,N/A,0.06,0.03
0.12,0.02,0.22,0.11,0.03,0.02,0.10,0.15,0.05,0.06,0.06,0.03,0.10,0.03,0.33,0.10,0.03,0.06,0.01,0.16,0.23,0.12,-0.07,0.11,0.15,0.00,0.22,-0.01,1,N/A,0.18,0.06
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.15,0.03,0.22,0.18,-0.01,0.10,0.05,0.10,0.08,0.08,0.08,0.03,-0.01,0.01,0.27,0.18,0.07,0.10,0.01,0.11,0.20,0.14,0.05,0.04,0.14,-0.02,0.14,0.06,0.18,N/A,1,0.08
