1,N/A,0.23,N/A,0.13,0.11,0.36,N/A,0.00,0.13,0.16,0.08,0.15,0.20,0.12,0.14,0.02,0.19,0.11,0.14,0.23,0.22,0.11,0.16,0.06,0.00,0.34,0.17,0.39,0.23,0.16,0.19,0.06,0.30,0.00,0.13,0.07,0.04,0.26,0.27
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.23,N/A,1,N/A,0.17,0.39,0.17,N/A,0.11,0.69,0.28,0.25,0.28,0.24,0.35,0.38,0.05,0.92,0.22,0.34,0.96,0.39,0.41,0.27,0.21,0.23,0.27,0.44,0.27,0.73,0.37,0.44,0.46,0.24,0.12,0.35,0.52,0.42,0.25,0.43
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.13,N/A,0.17,N/A,1,0.28,0.09,N/A,0.04,0.10,0.14,0.20,0.31,0.48,0.32,0.14,0.01,0.15,0.31,0.20,0.20,0.16,0.08,0.31,0.07,-0.02,0.10,0.19,0.30,0.19,0.19,0.21,0.08,0.14,0.02,0.03,0.16,0.01,0.13,0.29
0.11,N/A,0.39,N/A,0.28,1,0.09,N/A,0.02,0.25,0.31,0.14,0.29,0.36,0.39,0.23,0.09,0.34,0.20,0.55,0.38,0.26,0.12,0.37,0.05,0.05,0.32,0.18,0.26,0.38,0.29,0.26,0.19,0.34,-0.02,0.09,0.20,0.12,0.27,0.27
0.36,N/A,0.17,N/A,0.09,0.09,1,N/A,0.00,0.14,0.16,0.18,0.14,0.05,0.10,0.15,-0.02,0.11,0.13,0.13,0.20,0.19,0.09,0.10,0.04,-0.00,0.12,0.06,0.08,0.16,0.21,0.10,0.08,0.10,-0.01,0.05,0.10,0.01,0.16,0.27
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.00,N/A,0.11,N/A,0.04,0.02,0.00,N/A,1,0.04,0.01,0.03,0.05,0.04,0.12,0.04,0.00,0.10,0.05,0.05,0.09,0.05,0.11,0.08,-0.02,0.05,-0.01,0.12,0.04,0.12,0.05,0.05,-0.02,0.04,0.09,0.03,0.05,0.00,-0.00,0.11
0.13,N/A,0.69,N/A,0.10,0.25,0.14,N/A,0.04,1,0.22,0.19,0.16,0.13,0.19,0.29,0.07,0.66,0.14,0.21,0.72,0.28,0.37,0.16,0.15,0.24,0.21,0.33,0.20,0.51,0.20,0.37,0.55,0.16,0.08,0.20,0.38,0.31,0.19,0.27
0.16,N/A,0.28,N/A,0.14,0.31,0.16,N/A,0.01,0.22,1,0.16,0.13,0.19,0.18,0.21,-0.03,0.22,0.16,0.18,0.27,0.28,0.16,0.23,0.07,0.05,0.26,0.16,0.28,0.28,0.19,0.24,0.08,0.13,-0.01,0.06,0.18,0.07,0.21,0.29
0.08,N/A,0.25,N/A,0.20,0.14,0.18,N/A,0.03,0.19,0.16,1,0.15,0.13,0.26,0.25,0.00,0.17,0.18,0.14,0.28,0.31,0.08,0.23,0.09,0.00,0.07,0.16,0.24,0.26,0.32,0.24,0.12,0.04,0.13,0.02,0.18,0.10,0.20,0.32
0.15,N/A,0.28,N/A,0.31,0.29,0.14,N/A,0.05,0.16,0.13,0.15,1,0.26,0.29,0.15,-0.02,0.24,0.14,0.25,0.26,0.20,0.19,0.13,0.04,0.10,0.17,0.23,0.11,0.25,0.23,0.14,0.11,0.25,-0.05,0.08,0.20,0.14,0.26,0.17
0.20,N/A,0.24,N/A,0.48,0.36,0.05,N/A,0.04,0.13,0.19,0.13,0.26,1,0.44,0.14,-0.01,0.20,0.27,0.22,0.23,0.19,0.18,0.32,0.08,0.04,0.31,0.22,0.35,0.27,0.16,0.07,0.06,0.50,0.02,0.04,0.18,0.05,0.40,0.24
