1,0.18,0.72,0.18,0.10,N/A,0.20,0.09,0.27,0.36,0.36,0.20,N/A,0.53,0.22,0.20,0.28,0.64,0.16,0.12,-0.00,0.09,0.24,0.29,0.04,0.79,0.16,0.27,0.41,0.24,0.09,0.11
0.18,1,0.24,0.88,0.07,N/A,0.13,0.10,0.16,0.13,0.12,0.07,N/A,0.15,-0.00,0.04,-0.07,0.11,0.12,0.05,0.03,-0.06,0.16,0.02,0.10,0.18,0.07,-0.01,0.13,0.19,0.02,0.02
0.72,0.24,1,0.26,-0.02,N/A,0.11,0.16,0.37,0.21,0.20,0.23,N/A,0.55,0.08,0.20,0.23,0.62,0.11,0.11,-0.01,0.13,0.30,0.23,0.11,0.87,0.11,0.27,0.32,0.25,-0.03,0.02
0.18,0.88,0.26,1,0.05,N/A,0.12,0.15,0.24,0.08,0.11,0.05,N/A,0.15,0.02,0.08,-0.05,0.13,0.11,0.01,0.04,-0.02,0.14,0.01,0.14,0.23,0.07,0.02,0.12,0.17,-0.01,-0.00
0.10,0.07,-0.02,0.05,1,N/A,0.58,0.12,0.04,0.12,0.31,0.10,N/A,0.16,0.01,0.03,0.08,0.02,0.35,0.50,0.01,0.43,0.14,0.10,0.16,0.01,0.06,0.04,0.13,0.21,0.47,0.18
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.20,0.13,0.11,0.12,0.58,N/A,1,0.16,0.13,0.17,0.39,0.16,N/A,0.26,-0.02,0.20,0.07,0.20,0.27,0.34,0.00,0.42,0.20,0.03,0.27,0.15,0.08,0.31,0.23,0.38,0.32,0.28
0.09,0.10,0.16,0.15,0.12,N/A,0.16,1,0.17,0.25,0.31,0.14,N/A,0.33,0.24,0.24,0.10,0.16,0.05,0.01,0.08,-0.02,0.02,0.32,0.04,0.14,0.24,0.14,0.15,0.29,0.09,0.15
0.27,0.16,0.37,0.24,0.04,N/A,0.13,0.17,1,0.08,0.25,0.11,N/A,0.19,0.17,0.14,0.09,0.28,0.13,0.13,0.02,0.15,0.20,0.02,0.22,0.37,0.26,0.15,0.22,0.24,0.06,0.08
0.36,0.13,0.21,0.08,0.12,N/A,0.17,0.25,0.08,1,0.57,0.17,N/A,0.39,0.34,0.18,0.47,0.41,0.10,0.24,0.06,0.10,0.30,0.38,0.24,0.25,0.26,0.38,0.29,0.46,0.19,0.35
0.36,0.12,0.20,0.11,0.31,N/A,0.39,0.31,0.25,0.57,1,0.47,N/A,0.46,0.36,0.36,0.44,0.42,0.21,0.45,0.24,0.27,0.53,0.30,0.48,0.25,0.43,0.58,0.57,0.58,0.29,0.48
0.20,0.07,0.23,0.05,0.10,N/A,0.16,0.14,0.11,0.17,0.47,1,N/A,0.27,0.23,0.28,0.18,0.27,0.25,0.12,0.17,0.16,0.39,0.20,0.15,0.19,0.35,0.35,0.47,0.34,0.10,0.23
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.53,0.15,0.55,0.15,0.16,N/A,0.26,0.33,0.19,0.39,0.46,0.27,N/A,1,0.24,0.40,0.23,0.66,0.10,0.20,0.10,0.27,0.24,0.53,0.16,0.65,0.17,0.34,0.53,0.52,0.07,0.19
0.22,-0.00,0.08,0.02,0.01,N/A,-0.02,0.24,0.17,0.34,0.36,0.23,N/A,0.24,1,0.27,0.24,0.30,-0.01,0.08,0.09,0.05,0.20,0.34,0.13,0.09,0.10,0.18,0.11,0.27,-0.07,0.11
0.20,0.04,0.20,0.08,0.03,N/A,0.20,0.24,0.14,0.18,0.36,0.28,N/A,0.40,0.27,1,0.12,0.18,0.05,0.05,0.39,0.02,0.17,0.09,0.10,0.18,-0.01,0.21,0.32,0.30,-0.06,0.09
0.28,-0.07,0.23,-0.05,0.08,N/A,0.07,0.10,0.09,0.47,0.44,0.18,N/A,0.23,0.24,0.12,1,0.16,0.06,0.35,-0.02,0.20,0.40,0.15,0.28,0.26,0.10,0.35,0.22,0.21,0.13,0.24
0.64,0.11,0.62,0.13,0.02,N/A,0.20,0.16,0.28,0.41,0.42,0.27,N/A,0.66,0.30,0.18,0.16,1,0.07,0.13,-0.00,0.20,0.34,0.58,0.11,0.73,0.24,0.37,0.41,0.35,0.00,0.18
0.16,0.12,0.11,0.11,0.35,N/A,0.27,0.05,0.13,0.10,0.21,0.25,N/A,0.10,-0.01,0.05,0.06,0.07,1,0.15,-0.02,0.32,0.16,0.04,0.23,0.07,0.02,0.12,0.16,0.16,0.68,0.03
0.12,0.05,0.11,0.01,0.50,N/A,0.34,0.01,0.13,0.24,0.45,0.12,N/A,0.20,0.08,0.05,0.35,0.13,0.15,1,0.04,0.46,0.41,0.16,0.44,0.13,0.04,0.28,0.26,0.29,0.24,0.17
