1,0.13,0.04,0.16,0.09,N/A,0.19,0.82,0.20,0.22,0.05,0.89,0.22,0.16,0.34,0.22,0.45,0.00,0.09,0.76,0.18,0.50,0.08,0.41,0.22,0.50,N/A,0.80,0.15,0.20,-0.01,0.15,0.72,0.08,0.07,0.77,0.14,0.06,0.86,0.15,0.80,0.37,0.60,0.26,0.00,0.80,0.04,0.13,0.42,0.79,0.16,1.00,0.04
0.13,1,-0.01,0.20,0.28,N/A,0.26,0.12,0.44,0.05,0.12,0.14,0.30,0.11,0.31,0.16,0.32,-0.03,0.17,0.11,0.17,0.17,0.09,0.14,0.13,0.15,N/A,0.17,0.33,0.09,-0.01,0.04,0.08,0.11,0.17,0.15,0.15,0.49,0.14,0.11,0.25,0.25,0.18,-0.01,0.14,0.17,0.05,0.01,0.31,0.07,0.08,0.13,0.09
0.04,-0.01,1,0.00,0.05,N/A,0.12,0.05,0.04,0.28,0.14,0.02,0.03,0.04,0.04,0.05,0.13,-0.03,0.02,0.00,0.04,0.05,0.00,0.02,0.03,0.21,N/A,-0.00,0.02,0.07,-0.03,0.06,0.11,0.06,0.00,0.05,0.03,0.02,0.03,0.05,0.10,0.05,0.01,-0.01,-0.01,0.03,0.04,0.14,0.16,0.04,0.11,0.03,0.14
0.16,0.20,0.00,1,0.16,N/A,0.40,0.11,0.13,0.26,0.13,0.21,0.17,0.30,0.24,0.15,0.43,0.09,0.57,0.30,0.43,0.20,0.13,0.20,0.14,0.34,N/A,0.16,0.20,0.22,0.09,0.10,0.19,0.02,0.30,0.14,0.04,0.03,0.12,0.15,0.30,0.24,0.21,-0.01,-0.01,0.19,0.24,0.42,0.46,0.14,0.56,0.17,0.20
0.09,0.28,0.05,0.16,1,N/A,0.08,0.07,0.31,0.15,0.03,0.11,0.24,0.23,0.12,0.02,0.31,0.01,-0.01,0.09,0.17,0.14,0.08,0.18,0.06,0.12,N/A,0.06,0.35,0.21,0.01,0.04,0.13,0.33,0.01,0.14,0.23,0.14,0.11,0.12,0.21,0.34,0.07,0.12,0.02,0.10,-0.06,0.05,0.31,0.06,0.02,0.10,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.19,0.26,0.12,0.40,0.08,N/A,1,0.08,0.18,0.29,0.05,0.14,0.27,0.22,0.17,0.21,0.51,-0.01,0.36,0.16,0.47,0.30,0.09,0.22,0.21,0.40,N/A,0.10,0.28,0.32,0.00,0.02,0.23,0.05,0.03,0.12,0.05,0.18,0.17,0.25,0.33,0.26,0.18,-0.00,0.03,0.12,0.18,0.34,0.49,0.21,0.38,0.18,0.16
0.82,0.12,0.05,0.11,0.07,N/A,0.08,1,0.16,0.15,0.05,0.82,0.20,0.19,0.33,0.20,0.34,-0.05,0.07,0.74,0.16,0.24,0.01,0.32,0.17,0.19,N/A,0.89,0.13,0.15,-0.02,0.11,0.66,0.14,0.06,0.94,0.11,0.05,0.75,-0.07,0.86,0.22,0.53,0.28,0.03,0.90,-0.03,0.09,0.34,0.47,0.13,0.83,-0.03
0.20,0.44,0.04,0.13,0.31,N/A,0.18,0.16,1,0.07,-0.03,0.12,0.37,0.10,0.27,0.11,0.35,-0.04,0.12,0.12,0.11,0.27,-0.01,0.21,0.08,0.24,N/A,0.14,0.18,0.12,0.04,0.06,0.21,0.18,0.00,0.18,0.09,0.43,0.16,0.11,0.30,0.27,0.09,0.02,0.44,0.15,0.17,0.08,0.34,0.19,0.07,0.19,0.02
0.22,0.05,0.28,0.26,0.15,N/A,0.29,0.15,0.07,1,0.13,0.22,0.09,0.20,0.04,0.20,0.51,0.02,0.33,0.20,0.32,0.20,0.01,0.26,0.19,0.28,N/A,0.18,0.13,0.26,0.07,0.32,0.24,0.03,0.08,0.21,0.04,0.09,0.25,0.03,0.38,0.28,0.30,0.04,-0.01,0.21,-0.04,0.33,0.52,0.13,0.41,0.22,0.25
0.05,0.12,0.14,0.13,0.03,N/A,0.05,0.05,-0.03,0.13,1,0.03,0.02,0.07,0.12,0.01,0.10,0.04,0.08,0.13,0.06,0.21,0.01,0.07,0.05,0.14,N/A,0.04,-0.00,0.08,0.07,0.16,0.10,-0.02,0.59,0.03,0.06,-0.04,0.07,-0.15,0.09,0.04,0.10,0.10,-0.01,0.04,0.07,0.25,0.17,0.02,0.17,0.04,0.01
0.89,0.14,0.02,0.21,0.11,N/A,0.14,0.82,0.12,0.22,0.03,1,0.16,0.18,0.31,0.27,0.42,-0.01,0.11,0.84,0.13,0.31,0.04,0.42,0.23,0.30,N/A,0.80,0.09,0.12,-0.04,0.14,0.75,0.05,0.13,0.80,0.15,0.07,0.83,0.02,0.79,0.36,0.61,0.25,-0.03,0.84,0.01,0.14,0.37,0.57,0.20,0.92,0.02
0.22,0.30,0.03,0.17,0.24,N/A,0.27,0.20,0.37,0.09,0.02,0.16,1,0.23,0.07,0.05,0.19,-0.06,0.16,0.17,0.14,0.10,0.10,-0.02,0.10,0.28,N/A,0.19,0.23,0.14,0.14,0.19,0.09,-0.09,-0.02,0.20,0.18,0.07,0.13,0.06,0.24,0.00,0.01,0.01,-0.01,0.21,0.09,0.15,0.20,0.21,0.18,0.21,0.09
0.16,0.11,0.04,0.30,0.23,N/A,0.22,0.19,0.10,0.20,0.07,0.18,0.23,1,0.13,0.44,0.47,0.27,0.26,0.19,0.26,0.34,0.33,0.22,0.48,0.32,N/A,0.13,0.45,0.21,0.17,0.30,0.20,0.26,0.13,0.29,0.05,0.02,0.09,0.16,0.38,0.20,0.22,0.39,0.03,0.19,0.12,0.17,0.49,0.13,0.21,0.15,0.29
0.34,0.31,0.04,0.24,0.12,N/A,0.17,0.33,0.27,0.04,0.12,0.31,0.07,0.13,1,0.22,0.24,-0.11,0.09,0.33,0.15,0.33,0.14,0.15,0.18,0.17,N/A,0.29,0.10,0.03,-0.06,0.09,0.31,0.27,0.18,0.30,0.03,0.13,0.34,0.18,0.35,0.21,0.28,0.11,0.01,0.28,0.07,0.09,0.25,0.19,0.10,0.33,0.06
0.22,0.16,0.05,0.15,0.02,N/A,0.21,0.20,0.11,0.20,0.01,0.27,0.05,0.44,0.22,1,0.43,0.11,0.16,0.23,0.23,0.24,0.51,0.25,0.93,0.18,N/A,0.19,-0.05,0.04,0.14,0.30,0.26,0.21,0.23,0.25,0.06,0.09,0.17,0.10,0.37,0.17,0.26,0.17,0.04,0.22,0.01,0.16,0.41,0.15,0.19,0.22,-0.02
