1,0.20,0.12,0.13,0.02,N/A,0.17,0.02,-0.06,0.08,0.11,0.40,0.20,0.12,0.18,0.07,0.13,-0.01,0.26,0.21,0.14,0.07,0.09,0.03,0.04,0.36,0.16,0.10,0.27,0.09,-0.06,0.12,0.18,-0.02,0.11,0.16,0.19,0.32,0.14,0.15,0.09,0.16,0.23,0.18,0.07,0.20,0.11
0.20,1,0.21,0.19,0.22,N/A,0.20,0.09,0.08,0.08,0.30,0.24,0.14,0.06,0.25,0.21,0.10,0.07,0.11,0.11,0.08,0.17,0.10,0.09,0.08,0.29,0.49,0.08,0.19,0.30,-0.00,0.12,0.19,0.11,0.03,0.07,0.08,0.09,0.12,0.10,0.11,0.19,0.16,0.34,0.44,0.11,0.03
0.12,0.21,1,-0.00,0.04,N/A,-0.05,-0.07,0.10,0.01,-0.00,0.04,0.11,-0.05,0.03,-0.02,0.09,0.32,-0.04,-0.08,0.04,0.12,0.08,0.01,0.01,0.12,-0.07,0.10,0.06,-0.04,0.03,0.06,-0.07,-0.07,-0.07,-0.01,-0.04,-0.04,0.01,0.03,0.04,0.09,-0.06,0.02,-0.05,0.07,0.06
0.13,0.19,-0.00,1,0.07,N/A,0.09,0.18,0.23,0.54,0.29,-0.01,0.09,0.27,0.24,0.21,0.48,-0.03,0.42,0.27,0.14,0.03,0.05,0.15,0.11,0.16,0.22,0.08,0.27,0.08,0.23,0.17,0.10,0.08,0.13,0.56,0.10,0.09,0.57,0.36,0.16,0.04,0.06,0.47,0.44,0.22,0.07
0.02,0.22,0.04,0.07,1,N/A,0.01,0.09,0.34,0.11,-0.01,0.02,0.01,0.07,0.03,0.01,0.16,-0.07,0.14,0.11,0.11,0.11,-0.05,0.04,0.10,0.13,0.01,0.15,0.04,-0.05,0.19,-0.08,0.04,0.04,0.09,0.08,0.07,0.05,0.12,0.06,0.09,0.08,0.01,0.04,-0.00,0.07,0.06
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.17,0.20,-0.05,0.09,0.01,N/A,1,0.45,0.09,0.13,0.22,-0.02,0.22,0.14,0.45,0.18,0.09,0.03,-0.00,0.46,0.06,0.01,0.24,0.07,0.00,0.23,0.21,0.18,0.30,0.30,-0.00,0.13,0.59,0.14,0.05,0.02,0.14,0.17,0.07,0.06,-0.01,0.51,0.06,0.14,0.13,0.08,0.01
0.02,0.09,-0.07,0.18,0.09,N/A,0.45,1,0.19,0.19,0.50,-0.03,0.01,0.21,0.51,0.17,0.21,0.01,0.15,0.57,0.35,0.02,0.14,0.14,0.05,0.16,0.20,0.25,0.24,0.10,-0.04,0.29,0.28,0.16,0.23,0.09,0.23,0.20,0.30,0.05,0.07,0.29,0.10,0.23,0.23,0.25,0.00
-0.06,0.08,0.10,0.23,0.34,N/A,0.09,0.19,1,0.20,0.10,-0.12,-0.05,0.08,0.14,0.08,0.35,0.01,0.22,0.26,0.16,0.28,0.02,-0.00,0.34,0.11,0.06,0.14,0.08,-0.04,0.35,0.04,0.06,0.09,0.06,0.11,0.09,-0.04,0.36,0.06,-0.04,0.22,-0.06,0.09,0.09,0.11,0.04
0.08,0.08,0.01,0.54,0.11,N/A,0.13,0.19,0.20,1,0.19,-0.06,0.06,0.35,0.20,0.15,0.32,0.06,0.25,0.35,0.16,0.12,0.08,0.30,0.09,0.14,0.16,0.10,0.17,0.04,0.13,0.02,0.09,0.22,0.26,0.33,0.08,0.14,0.37,0.31,0.20,-0.04,0.02,0.36,0.17,0.25,0.14
0.11,0.30,-0.00,0.29,-0.01,N/A,0.22,0.50,0.10,0.19,1,0.10,0.05,0.39,0.22,0.21,0.25,0.06,0.22,0.18,0.40,0.13,0.16,0.17,-0.01,0.32,0.25,0.06,0.12,0.07,0.05,0.47,0.10,0.19,0.22,0.17,0.14,0.18,0.33,0.20,0.22,0.22,0.26,0.29,0.39,0.33,0.00
0.40,0.24,0.04,-0.01,0.02,N/A,-0.02,-0.03,-0.12,-0.06,0.10,1,0.03,0.00,0.05,0.10,0.01,0.07,0.18,-0.03,0.14,0.06,-0.04,0.05,0.11,0.65,0.18,0.00,0.05,0.16,0.01,0.19,0.01,-0.03,0.11,-0.02,0.12,0.10,-0.03,0.03,0.11,-0.03,0.70,0.07,0.05,0.14,0.11
