1,-0.16,0.26,N/A,0.23,0.24,0.49,0.40,-0.02,0.20,0.12,0.08,0.01,0.05,0.34,0.08,0.17,0.19,0.48,0.11,0.14,0.06,0.32
-0.16,1,0.02,N/A,-0.05,0.15,-0.08,-0.08,0.23,-0.05,-0.01,-0.01,0.12,-0.08,-0.14,-0.06,0.07,-0.01,-0.05,0.31,-0.12,-0.12,-0.08
0.26,0.02,1,N/A,0.24,0.22,0.26,0.36,0.01,0.21,0.05,0.29,-0.05,0.22,0.01,0.22,0.08,0.16,0.33,0.04,-0.02,0.25,0.21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.23,-0.05,0.24,N/A,1,0.21,0.23,0.17,0.03,0.23,0.04,0.12,-0.06,0.10,0.09,0.13,0.11,0.06,0.27,0.04,-0.07,0.21,0.19
0.24,0.15,0.22,N/A,0.21,1,0.34,0.28,0.01,0.14,0.20,0.14,0.13,0.07,0.20,0.05,0.08,0.08,0.22,0.21,0.14,0.11,0.20
0.49,-0.08,0.26,N/A,0.23,0.34,1,0.44,-0.06,0.12,0.15,-0.05,0.09,-0.04,0.42,0.08,0.12,0.05,0.38,0.13,-0.05,0.13,0.14
0.40,-0.08,0.36,N/A,0.17,0.28,0.44,1,0.14,0.26,0.13,0.22,0.21,0.30,0.16,0.22,0.17,0.23,0.49,0.20,0.08,0.31,0.31
-0.02,0.23,0.01,N/A,0.03,0.01,-0.06,0.14,1,0.06,-0.03,0.08,-0.04,0.02,0.00,0.08,0.20,0.02,0.21,0.20,-0.10,0.09,-0.03
0.20,-0.05,0.21,N/A,0.23,0.14,0.12,0.26,0.06,1,0.09,0.15,0.12,0.09,0.12,0.18,0.07,0.08,0.30,0.15,-0.02,0.12,0.15
0.12,-0.01,0.05,N/A,0.04,0.20,0.15,0.13,-0.03,0.09,1,0.41,0.01,0.42,0.16,0.26,0.06,0.24,-0.09,0.11,0.02,0.33,0.41
0.08,-0.01,0.29,N/A,0.12,0.14,-0.05,0.22,0.08,0.15,0.41,1,-0.00,0.79,0.00,0.40,0.12,0.41,-0.03,0.22,-0.00,0.61,0.67
0.01,0.12,-0.05,N/A,-0.06,0.13,0.09,0.21,-0.04,0.12,0.01,-0.00,1,-0.05,0.01,-0.06,-0.07,0.03,0.03,0.14,-0.04,-0.01,0.00
0.05,-0.08,0.22,N/A,0.10,0.07,-0.04,0.30,0.02,0.09,0.42,0.79,-0.05,1,0.02,0.44,0.17,0.52,0.04,0.20,-0.02,0.69,0.76
0.34,-0.14,0.01,N/A,0.09,0.20,0.42,0.16,0.00,0.12,0.16,0.00,0.01,0.02,1,0.22,0.03,0.06,0.21,-0.07,-0.00,0.07,0.21
0.08,-0.06,0.22,N/A,0.13,0.05,0.08,0.22,0.08,0.18,0.26,0.40,-0.06,0.44,0.22,1,0.20,0.29,0.21,0.06,0.03,0.49,0.40
0.17,0.07,0.08,N/A,0.11,0.08,0.12,0.17,0.20,0.07,0.06,0.12,-0.07,0.17,0.03,0.20,1,0.18,0.13,0.14,-0.02,0.19,0.15
0.19,-0.01,0.16,N/A,0.06,0.08,0.05,0.23,0.02,0.08,0.24,0.41,0.03,0.52,0.06,0.29,0.18,1,0.08,0.13,-0.03,0.32,0.47
0.48,-0.05,0.33,N/A,0.27,0.22,0.38,0.49,0.21,0.30,-0.09,-0.03,0.03,0.04,0.21,0.21,0.13,0.08,1,0.11,-0.03,0.12,0.13
0.11,0.31,0.04,N/A,0.04,0.21,0.13,0.20,0.20,0.15,0.11,0.22,0.14,0.20,-0.07,0.06,0.14,0.13,0.11,1,0.03,0.12,0.24
0.14,-0.12,-0.02,N/A,-0.07,0.14,-0.05,0.08,-0.10,-0.02,0.02,-0.00,-0.04,-0.02,-0.00,0.03,-0.02,-0.03,-0.03,0.03,1,-0.02,0.04
0.06,-0.12,0.25,N/A,0.21,0.11,0.13,0.31,0.09,0.12,0.33,0.61,-0.01,0.69,0.07,0.49,0.19,0.32,0.12,0.12,-0.02,1,0.45
0.32,-0.08,0.21,N/A,0.19,0.20,0.14,0.31,-0.03,0.15,0.41,0.67,0.00,0.76,0.21,0.40,0.15,0.47,0.13,0.24,0.04,0.45,1
