1,0.24,0.33,0.42,0.62,0.45,0.35,0.59,0.55,N/A,0.08,0.21,N/A,0.20,0.27,0.30,0.42,0.38,0.63,0.79,0.14,N/A,N/A,0.59,0.61,0.55,0.47,0.22,0.55,0.03,0.10,0.61,0.29,0.10,0.07,0.38,0.27,0.53,0.59,0.23,0.64,0.54,0.18,0.58,0.61,N/A,0.43,0.70,0.49,0.11,0.62,0.59,N/A,0.59,0.36,0.71,0.59,0.62,0.21,0.59,N/A,0.14,0.14,0.76,0.55,0.17,0.10,0.13,0.60,0.65,0.53
0.24,1,0.17,0.14,0.25,0.32,0.49,0.20,0.21,N/A,-0.05,0.08,N/A,0.19,-0.00,0.20,0.15,0.26,0.19,0.23,-0.02,N/A,N/A,0.17,0.13,0.20,0.26,0.60,0.17,-0.01,-0.06,0.17,0.16,0.02,0.03,0.09,0.50,0.22,0.17,0.07,0.20,0.24,0.05,0.24,0.19,N/A,0.13,0.24,0.19,-0.06,0.16,0.17,N/A,0.17,0.45,0.26,0.16,0.25,0.02,0.17,N/A,0.04,0.04,0.23,0.18,-0.01,0.28,0.01,0.18,0.23,0.38
0.33,0.17,1,0.30,0.87,0.32,0.27,0.14,0.13,N/A,0.03,0.15,N/A,0.18,0.14,0.22,0.34,0.44,0.12,0.40,0.05,N/A,N/A,0.11,0.29,0.11,0.45,0.38,0.11,0.08,-0.02,0.12,0.43,-0.02,0.08,0.46,0.11,0.48,0.09,0.40,0.15,0.15,0.27,0.16,0.14,N/A,0.41,0.16,0.50,0.23,0.14,0.14,N/A,0.12,0.21,0.37,0.11,0.10,0.12,0.14,N/A,0.08,0.13,0.23,0.12,0.07,0.10,0.01,0.12,0.15,0.29
0.42,0.14,0.30,1,0.38,0.29,0.18,0.44,0.46,N/A,-0.03,0.07,N/A,0.16,0.03,0.29,0.13,0.27,0.50,0.41,0.14,N/A,N/A,0.48,0.32,0.47,0.35,0.15,0.40,-0.01,0.02,0.44,0.33,-0.03,0.11,0.27,0.11,0.37,0.50,0.22,0.48,0.45,0.15,0.47,0.48,N/A,0.51,0.43,0.28,0.11,0.42,0.53,N/A,0.49,0.25,0.39,0.49,0.48,0.05,0.53,N/A,0.07,-0.01,0.50,0.44,0.02,0.07,0.01,0.50,0.42,0.38
0.62,0.25,0.87,0.38,1,0.39,0.42,0.33,0.27,N/A,0.04,0.27,N/A,0.18,0.22,0.25,0.38,0.51,0.27,0.73,0.12,N/A,N/A,0.23,0.51,0.27,0.47,0.38,0.28,0.14,0.04,0.28,0.45,0.17,0.15,0.50,0.24,0.53,0.23,0.43,0.33,0.31,0.29,0.30,0.27,N/A,0.53,0.37,0.56,0.21,0.28,0.26,N/A,0.23,0.39,0.67,0.23,0.24,0.15,0.26,N/A,0.22,0.21,0.47,0.26,0.20,0.14,0.09,0.24,0.37,0.44
0.45,0.32,0.32,0.29,0.39,1,0.33,0.29,0.22,N/A,0.03,0.07,N/A,0.44,0.25,0.39,0.66,0.51,0.28,0.40,0.02,N/A,N/A,0.22,0.32,0.23,0.55,0.29,0.28,-0.00,0.01,0.29,0.47,-0.01,-0.02,0.24,0.11,0.35,0.24,0.27,0.30,0.24,0.12,0.25,0.28,N/A,0.32,0.32,0.15,0.04,0.29,0.26,N/A,0.26,0.19,0.36,0.24,0.28,0.11,0.26,N/A,0.01,0.21,0.36,0.24,0.02,0.06,-0.06,0.23,0.32,0.30
0.35,0.49,0.27,0.18,0.42,0.33,1,0.27,0.15,N/A,0.02,0.12,N/A,0.19,0.15,0.27,0.25,0.24,0.16,0.43,-0.08,N/A,N/A,0.15,0.21,0.18,0.32,0.10,0.25,-0.01,0.03,0.22,0.24,0.10,0.10,0.28,0.73,0.18,0.19,0.28,0.24,0.17,0.00,0.18,0.21,N/A,0.23,0.28,0.17,-0.05,0.21,0.19,N/A,0.17,0.73,0.41,0.16,0.17,0.12,0.19,N/A,0.03,0.10,0.33,0.23,0.05,0.35,-0.06,0.18,0.31,0.53
0.59,0.20,0.14,0.44,0.33,0.29,0.27,1,0.77,N/A,0.04,0.09,N/A,0.14,0.05,0.16,0.16,0.17,0.91,0.46,0.06,N/A,N/A,0.87,0.30,0.84,0.23,0.11,0.95,0.02,0.03,0.93,0.08,0.02,0.04,0.25,0.16,0.38,0.91,0.11,0.94,0.83,0.13,0.92,0.87,N/A,0.41,0.83,0.37,0.14,0.93,0.88,N/A,0.84,0.17,0.41,0.86,0.90,0.12,0.88,N/A,0.07,0.07,0.94,0.96,0.07,0.07,0.05,0.85,0.95,0.49
0.55,0.21,0.13,0.46,0.27,0.22,0.15,0.77,1,N/A,0.06,0.04,N/A,0.11,0.11,0.23,0.19,0.14,0.80,0.42,0.03,N/A,N/A,0.81,0.32,0.98,0.15,0.13,0.77,0.10,0.03,0.78,0.10,0.03,0.02,0.18,0.09,0.38,0.84,0.10,0.74,0.97,0.14,0.83,0.81,N/A,0.35,0.69,0.34,0.14,0.78,0.84,N/A,0.80,0.13,0.37,0.80,0.82,0.11,0.84,N/A,0.12,0.00,0.80,0.81,0.09,0.04,0.20,0.79,0.75,0.37
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.08,-0.05,0.03,-0.03,0.04,0.03,0.02,0.04,0.06,N/A,1,0.20,N/A,0.07,0.02,-0.02,-0.07,-0.02,0.04,0.07,0.02,N/A,N/A,0.01,0.19,0.04,0.03,-0.01,0.02,0.32,0.88,0.02,0.01,-0.00,-0.02,0.03,-0.02,-0.03,-0.01,0.76,0.05,0.09,0.01,0.06,0.10,N/A,-0.02,0.08,-0.03,0.03,0.03,0.00,N/A,0.01,-0.03,0.05,0.00,-0.02,0.95,0.00,N/A,0.07,-0.01,0.03,0.01,0.13,-0.01,0.19,0.01,0.06,-0.05
0.21,0.08,0.15,0.07,0.27,0.07,0.12,0.09,0.04,N/A,0.20,1,N/A,0.05,0.17,0.11,0.10,0.07,0.05,0.28,0.20,N/A,N/A,0.02,0.14,0.04,0.18,0.11,0.03,0.07,0.19,0.03,0.07,0.40,0.15,0.20,0.15,0.11,0.02,0.26,0.12,0.06,0.02,0.05,0.04,N/A,0.17,0.07,0.07,-0.00,0.02,0.04,N/A,0.01,0.14,0.27,0.03,0.03,0.23,0.04,N/A,0.26,0.21,0.12,0.02,0.38,0.04,0.01,0.04,0.06,0.19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.20,0.19,0.18,0.16,0.18,0.44,0.19,0.14,0.11,N/A,0.07,0.05,N/A,1,0.08,0.21,0.32,0.26,0.17,0.17,0.05,N/A,N/A,0.17,0.15,0.12,0.25,0.13,0.17,0.02,0.04,0.20,0.16,0.01,0.05,0.15,0.15,0.26,0.17,0.15,0.15,0.10,0.26,0.15,0.17,N/A,0.12,0.16,0.08,0.16,0.17,0.18,N/A,0.18,0.12,0.09,0.17,0.15,0.20,0.18,N/A,-0.01,-0.05,0.20,0.16,-0.03,0.00,-0.07,0.17,0.16,0.10
0.27,-0.00,0.14,0.03,0.22,0.25,0.15,0.05,0.11,N/A,0.02,0.17,N/A,0.08,1,0.19,0.23,0.19,0.05,0.31,-0.10,N/A,N/A,0.07,0.36,0.09,0.13,0.01,0.03,-0.06,0.04,0.05,0.09,-0.03,0.14,0.07,0.00,0.15,0.04,0.05,0.09,0.09,0.18,0.05,0.06,N/A,0.14,0.12,0.11,0.10,0.08,0.07,N/A,0.07,0.04,0.31,0.06,0.06,0.09,0.07,N/A,-0.03,0.13,0.13,0.02,0.05,-0.05,0.01,0.05,0.08,0.07
0.30,0.20,0.22,0.29,0.25,0.39,0.27,0.16,0.23,N/A,-0.02,0.11,N/A,0.21,0.19,1,0.44,0.25,0.22,0.26,-0.11,N/A,N/A,0.24,0.25,0.22,0.35,0.17,0.16,-0.01,-0.02,0.20,0.50,0.07,0.15,0.10,0.19,0.19,0.23,0.18,0.19,0.20,0.17,0.20,0.26,N/A,0.15,0.24,0.26,0.01,0.18,0.24,N/A,0.23,0.19,0.34,0.24,0.20,0.05,0.24,N/A,0.03,0.10,0.25,0.19,-0.01,0.12,-0.07,0.23,0.21,0.25
0.42,0.15,0.34,0.13,0.38,0.66,0.25,0.16,0.19,N/A,-0.07,0.10,N/A,0.32,0.23,0.44,1,0.45,0.19,0.34,-0.02,N/A,N/A,0.20,0.27,0.19,0.46,0.21,0.19,-0.07,-0.08,0.21,0.44,-0.03,-0.00,0.27,0.15,0.31,0.19,0.16,0.16,0.18,0.06,0.18,0.22,N/A,0.21,0.20,0.24,0.03,0.22,0.21,N/A,0.21,0.18,0.29,0.19,0.20,-0.01,0.21,N/A,-0.01,0.14,0.28,0.18,0.07,-0.01,-0.04,0.18,0.20,0.23
0.38,0.26,0.44,0.27,0.51,0.51,0.24,0.17,0.14,N/A,-0.02,0.07,N/A,0.26,0.19,0.25,0.45,1,0.17,0.40,0.10,N/A,N/A,0.16,0.27,0.13,0.40,0.30,0.14,-0.06,0.08,0.16,0.45,-0.08,0.08,0.28,0.06,0.51,0.13,0.25,0.20,0.14,0.10,0.16,0.18,N/A,0.33,0.23,0.28,0.13,0.17,0.18,N/A,0.17,0.13,0.42,0.14,0.18,0.02,0.18,N/A,-0.00,0.12,0.26,0.14,0.19,0.02,-0.05,0.17,0.21,0.16
0.63,0.19,0.12,0.50,0.27,0.28,0.16,0.91,0.80,N/A,0.04,0.05,N/A,0.17,0.05,0.22,0.19,0.17,1,0.39,0.00,N/A,N/A,0.96,0.32,0.84,0.22,0.16,0.88,0.01,0.03,0.93,0.12,0.01,0.02,0.27,0.08,0.47,0.97,0.09,0.93,0.82,0.18,0.95,0.96,N/A,0.44,0.85,0.42,0.17,0.94,0.96,N/A,0.95,0.10,0.34,0.96,0.97,0.12,0.96,N/A,0.08,0.03,0.90,0.93,0.05,0.04,0.04,0.96,0.88,0.49
0.79,0.23,0.40,0.41,0.73,0.40,0.43,0.46,0.42,N/A,0.07,0.28,N/A,0.17,0.31,0.26,0.34,0.40,0.39,1,0.16,N/A,N/A,0.35,0.62,0.43,0.37,0.22,0.41,0.07,0.11,0.41,0.23,0.11,0.15,0.30,0.28,0.40,0.37,0.32,0.45,0.44,0.24,0.39,0.38,N/A,0.46,0.52,0.47,0.10,0.40,0.39,N/A,0.34,0.51,0.86,0.34,0.38,0.19,0.39,N/A,0.18,0.20,0.66,0.38,0.25,0.12,0.14,0.36,0.52,0.47
0.14,-0.02,0.05,0.14,0.12,0.02,-0.08,0.06,0.03,N/A,0.02,0.20,N/A,0.05,-0.10,-0.11,-0.02,0.10,0.00,0.16,1,N/A,N/A,0.00,0.26,0.04,0.06,0.03,0.02,-0.05,0.12,-0.01,-0.07,0.06,0.20,-0.05,-0.05,0.14,0.01,0.05,0.06,0.06,0.02,0.05,-0.02,N/A,0.09,0.03,0.03,-0.24,0.02,-0.02,N/A,-0.02,0.08,0.18,-0.01,0.01,0.04,-0.02,N/A,0.00,0.12,0.09,0.02,0.00,0.16,-0.04,0.00,0.05,-0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
