1,0.12,N/A,-0.01,0.21,0.14,-0.06,0.16,0.03,N/A,N/A,0.17,0.11,0.13,0.20,0.02,0.45,-0.01,N/A,0.17,N/A,0.26,0.07,0.18,0.10,0.18,0.08,0.21,0.23,0.25,N/A,0.25,0.08,0.03,-0.12,0.08,0.27,-0.04,0.21,0.06,0.23,-0.05,0.36,0.11,0.13,N/A,N/A,N/A,-0.00,0.23,0.28,0.25,N/A,0.10,0.12,-0.06,0.22,0.06,N/A,0.02,0.10,0.10,-0.02
0.12,1,N/A,0.10,0.02,0.33,-0.02,0.13,0.17,N/A,N/A,0.76,0.67,0.06,0.13,0.27,0.13,-0.02,N/A,-0.03,N/A,0.02,0.14,-0.02,0.45,0.22,0.19,0.08,0.17,0.11,N/A,0.34,0.00,0.06,0.04,0.54,0.07,0.72,0.02,0.13,0.29,0.05,0.02,0.51,0.13,N/A,N/A,N/A,0.21,0.07,0.15,0.03,N/A,0.08,0.00,-0.05,0.26,0.17,N/A,0.07,0.09,0.11,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.01,0.10,N/A,1,0.14,0.31,0.11,0.07,0.16,N/A,N/A,0.20,0.13,0.31,0.16,-0.03,0.10,-0.03,N/A,0.10,N/A,0.21,0.12,0.14,0.02,0.23,-0.07,0.27,0.13,0.14,N/A,0.29,0.02,-0.03,0.23,0.13,0.03,0.17,0.14,0.03,0.34,0.16,0.11,0.13,0.21,N/A,N/A,N/A,0.05,0.19,0.32,0.00,N/A,0.08,0.07,0.55,0.27,0.35,N/A,-0.01,-0.02,0.19,0.50
0.21,0.02,N/A,0.14,1,0.27,0.18,0.15,0.15,N/A,N/A,0.13,0.05,0.10,0.38,0.17,0.36,0.03,N/A,0.22,N/A,0.11,-0.07,-0.09,-0.10,0.30,0.07,0.14,0.09,0.32,N/A,0.22,0.07,0.06,0.05,0.04,-0.05,0.04,0.06,-0.02,0.35,0.09,0.29,0.07,0.09,N/A,N/A,N/A,0.04,0.29,0.24,0.37,N/A,-0.15,-0.11,-0.01,0.29,0.00,N/A,0.06,0.10,0.13,0.04
0.14,0.33,N/A,0.31,0.27,1,0.13,-0.02,0.09,N/A,N/A,0.45,0.16,0.12,0.46,0.09,0.18,0.10,N/A,0.37,N/A,0.19,0.13,0.15,0.03,0.32,0.13,0.20,0.14,0.15,N/A,0.33,0.20,0.02,0.07,0.25,0.13,0.34,0.18,0.06,0.48,0.17,0.44,0.40,0.08,N/A,N/A,N/A,0.18,0.64,0.53,0.15,N/A,-0.04,0.09,0.13,0.55,0.28,N/A,0.01,-0.04,0.12,0.26
-0.06,-0.02,N/A,0.11,0.18,0.13,1,0.08,-0.03,N/A,N/A,-0.03,0.02,-0.06,0.26,0.03,0.13,-0.02,N/A,0.04,N/A,-0.04,0.03,0.05,-0.01,0.21,-0.11,0.10,-0.05,0.10,N/A,0.09,0.07,0.06,-0.08,-0.02,-0.01,0.03,0.13,0.08,0.17,0.11,0.24,-0.15,0.08,N/A,N/A,N/A,0.14,0.17,0.06,0.05,N/A,0.12,-0.08,-0.02,0.22,0.07,N/A,-0.01,0.05,0.03,0.08
0.16,0.13,N/A,0.07,0.15,-0.02,0.08,1,0.01,N/A,N/A,0.07,0.25,0.08,0.05,0.29,0.40,-0.05,N/A,-0.02,N/A,0.10,0.19,0.04,0.14,0.29,0.13,0.10,0.33,0.15,N/A,0.27,0.02,0.05,-0.01,0.14,0.06,0.07,0.07,0.41,0.28,0.03,0.06,0.15,0.17,N/A,N/A,N/A,0.13,0.06,0.18,0.03,N/A,0.14,0.07,-0.02,0.02,0.08,N/A,0.63,0.61,0.11,-0.03
0.03,0.17,N/A,0.16,0.15,0.09,-0.03,0.01,1,N/A,N/A,0.17,0.05,-0.05,0.20,-0.07,-0.03,-0.04,N/A,-0.06,N/A,-0.03,0.08,-0.12,-0.03,0.06,-0.08,-0.02,0.07,0.10,N/A,0.01,-0.06,0.04,-0.08,0.20,-0.10,0.09,-0.02,-0.07,0.13,-0.07,0.04,-0.03,-0.18,N/A,N/A,N/A,0.08,0.10,-0.02,0.05,N/A,0.04,-0.10,-0.05,0.07,0.01,N/A,0.03,-0.12,0.17,0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
