1,0.12,0.11,0.80,0.46,0.37,0.66,0.74,0.81,0.32,0.82,0.01,0.46,0.83,0.33,0.36,0.78,0.77,0.12,0.40,0.38,0.79,0.38,0.50,0.49,0.38,0.33,0.74,0.71,0.79,0.63,0.26,0.38,0.03,0.37,0.23,0.81,0.30,N/A,0.80,0.29,0.81,0.86,0.25,0.66,0.35
0.12,1,-0.01,0.18,0.01,0.22,0.18,0.13,0.13,0.16,0.17,-0.09,0.08,0.17,0.15,0.01,0.21,0.26,0.39,0.02,-0.01,0.11,-0.03,0.12,0.10,0.04,0.00,0.15,0.15,0.19,0.15,0.20,0.03,0.01,0.03,0.08,0.19,0.07,N/A,0.14,0.14,0.12,0.09,-0.03,0.11,0.06
0.11,-0.01,1,0.13,0.10,0.00,0.26,0.16,0.13,0.04,0.13,-0.05,0.08,0.12,0.10,0.06,0.10,0.12,0.03,0.09,0.12,0.15,0.06,0.10,0.11,0.09,0.08,0.13,0.10,0.13,0.20,0.07,0.13,0.02,0.08,0.06,0.13,0.06,N/A,0.15,0.07,0.14,0.13,0.06,0.14,0.08
0.80,0.18,0.13,1,0.44,0.39,0.76,0.87,0.93,0.29,0.91,0.11,0.36,0.80,0.35,0.34,0.81,0.89,0.17,0.38,0.32,0.87,0.39,0.55,0.45,0.32,0.27,0.77,0.73,0.92,0.66,0.30,0.36,0.00,0.33,0.14,0.95,0.29,N/A,0.90,0.25,0.91,0.67,0.21,0.78,0.33
0.46,0.01,0.10,0.44,1,0.31,0.61,0.47,0.49,0.30,0.51,0.06,0.38,0.53,0.54,0.78,0.54,0.47,-0.04,0.86,0.59,0.65,0.56,0.36,0.84,0.90,0.87,0.67,0.79,0.49,0.45,0.27,0.55,0.10,0.89,0.56,0.51,0.54,N/A,0.62,0.51,0.49,0.59,0.22,0.50,0.56
0.37,0.22,0.00,0.39,0.31,1,0.57,0.37,0.37,0.14,0.33,-0.04,0.22,0.35,0.05,0.34,0.70,0.31,0.13,0.43,0.28,0.34,0.20,0.11,0.41,0.37,0.27,0.33,0.61,0.36,0.36,0.19,0.09,0.05,0.38,0.15,0.37,0.11,N/A,0.40,0.17,0.33,0.32,-0.00,0.36,0.14
0.66,0.18,0.26,0.76,0.61,0.57,1,0.71,0.77,0.25,0.79,0.03,0.40,0.76,0.39,0.46,0.86,0.73,0.27,0.57,0.42,0.78,0.41,0.40,0.57,0.46,0.41,0.71,0.80,0.76,0.75,0.34,0.44,0.08,0.49,0.20,0.78,0.39,N/A,0.82,0.33,0.76,0.63,0.22,0.72,0.38
0.74,0.13,0.16,0.87,0.47,0.37,0.71,1,0.84,0.19,0.84,0.02,0.31,0.80,0.32,0.37,0.77,0.81,0.23,0.42,0.36,0.83,0.37,0.52,0.48,0.36,0.31,0.72,0.71,0.89,0.64,0.30,0.38,0.01,0.39,0.11,0.85,0.28,N/A,0.82,0.27,0.83,0.65,0.30,0.76,0.28
0.81,0.13,0.13,0.93,0.49,0.37,0.77,0.84,1,0.31,0.95,0.07,0.39,0.87,0.41,0.35,0.82,0.87,0.23,0.40,0.34,0.93,0.44,0.60,0.46,0.33,0.30,0.76,0.75,0.91,0.73,0.32,0.45,0.02,0.35,0.15,0.93,0.39,N/A,0.94,0.29,0.94,0.74,0.28,0.80,0.38
0.32,0.16,0.04,0.29,0.30,0.14,0.25,0.19,0.31,1,0.31,-0.09,0.26,0.37,0.50,0.16,0.28,0.40,0.05,0.22,0.27,0.38,0.34,0.21,0.28,0.23,0.34,0.22,0.39,0.35,0.30,0.04,0.29,-0.06,0.16,0.37,0.29,0.26,N/A,0.31,0.30,0.34,0.32,0.26,0.35,0.62
0.82,0.17,0.13,0.91,0.51,0.33,0.79,0.84,0.95,0.31,1,0.10,0.42,0.87,0.43,0.38,0.84,0.87,0.22,0.41,0.37,0.94,0.43,0.61,0.50,0.38,0.36,0.82,0.78,0.88,0.74,0.31,0.50,0.08,0.39,0.20,0.94,0.40,N/A,0.95,0.28,0.96,0.74,0.30,0.79,0.42
0.01,-0.09,-0.05,0.11,0.06,-0.04,0.03,0.02,0.07,-0.09,0.10,1,-0.02,-0.02,0.02,0.07,0.02,0.05,-0.12,0.02,-0.09,0.06,0.01,0.03,0.03,0.05,0.07,0.11,0.05,0.02,0.02,-0.02,-0.06,-0.05,0.05,0.05,0.09,0.00,N/A,0.11,-0.13,0.09,-0.03,-0.10,0.05,-0.02
0.46,0.08,0.08,0.36,0.38,0.22,0.40,0.31,0.39,0.26,0.42,-0.02,1,0.38,0.28,0.23,0.55,0.33,0.30,0.35,0.40,0.46,0.35,0.30,0.57,0.34,0.29,0.32,0.39,0.34,0.32,0.17,0.46,-0.02,0.29,0.36,0.39,0.23,N/A,0.44,0.21,0.36,0.54,0.17,0.29,0.36
0.83,0.17,0.12,0.80,0.53,0.35,0.76,0.80,0.87,0.37,0.87,-0.02,0.38,1,0.42,0.39,0.81,0.81,0.23,0.47,0.46,0.87,0.40,0.57,0.49,0.39,0.37,0.73,0.77,0.90,0.75,0.29,0.44,0.05,0.39,0.22,0.84,0.39,N/A,0.85,0.34,0.87,0.72,0.31,0.70,0.40
0.33,0.15,0.10,0.35,0.54,0.05,0.39,0.32,0.41,0.50,0.43,0.02,0.28,0.42,1,0.38,0.33,0.41,0.07,0.38,0.37,0.52,0.53,0.22,0.47,0.45,0.52,0.44,0.49,0.41,0.51,0.15,0.51,0.02,0.36,0.54,0.41,0.40,N/A,0.42,0.30,0.44,0.43,0.18,0.47,0.82
0.36,0.01,0.06,0.34,0.78,0.34,0.46,0.37,0.35,0.16,0.38,0.07,0.23,0.39,0.38,1,0.44,0.35,-0.09,0.79,0.44,0.48,0.45,0.16,0.75,0.84,0.78,0.52,0.68,0.33,0.33,0.23,0.42,0.08,0.86,0.42,0.40,0.46,N/A,0.49,0.45,0.38,0.48,0.18,0.37,0.37
0.78,0.21,0.10,0.81,0.54,0.70,0.86,0.77,0.82,0.28,0.84,0.02,0.55,0.81,0.33,0.44,1,0.75,0.26,0.54,0.46,0.82,0.43,0.46,0.62,0.46,0.39,0.72,0.86,0.77,0.71,0.36,0.44,0.09,0.48,0.23,0.85,0.40,N/A,0.85,0.30,0.82,0.71,0.23,0.72,0.39
0.77,0.26,0.12,0.89,0.47,0.31,0.73,0.81,0.87,0.40,0.87,0.05,0.33,0.81,0.41,0.35,0.75,1,0.16,0.37,0.29,0.85,0.35,0.51,0.45,0.34,0.31,0.74,0.72,0.86,0.69,0.28,0.32,-0.01,0.35,0.17,0.88,0.30,N/A,0.86,0.31,0.88,0.64,0.29,0.75,0.35
0.12,0.39,0.03,0.17,-0.04,0.13,0.27,0.23,0.23,0.05,0.22,-0.12,0.30,0.23,0.07,-0.09,0.26,0.16,1,-0.07,0.13,0.20,0.07,0.19,0.04,-0.11,-0.08,0.11,0.11,0.22,0.27,0.22,0.15,0.04,-0.10,-0.09,0.18,0.05,N/A,0.21,-0.05,0.18,0.09,0.14,0.24,0.03
0.40,0.02,0.09,0.38,0.86,0.43,0.57,0.42,0.40,0.22,0.41,0.02,0.35,0.47,0.38,0.79,0.54,0.37,-0.07,1,0.63,0.52,0.52,0.23,0.85,0.88,0.78,0.54,0.72,0.39,0.34,0.26,0.47,0.05,0.90,0.45,0.42,0.47,N/A,0.52,0.50,0.38,0.54,0.17,0.44,0.40
0.38,-0.01,0.12,0.32,0.59,0.28,0.42,0.36,0.34,0.27,0.37,-0.09,0.40,0.46,0.37,0.44,0.46,0.29,0.13,0.63,1,0.46,0.39,0.38,0.68,0.62,0.54,0.43,0.55,0.35,0.34,0.31,0.46,-0.03,0.58,0.50,0.35,0.38,N/A,0.45,0.32,0.37,0.43,0.18,0.38,0.42
