1,0.13,0.08,0.19,0.11,0.41,0.27,0.08,0.23,0.21,0.01,-0.01,0.23,0.05,0.17,0.20,0.18,0.15,0.56,0.30,0.16,0.04,0.20,0.25,0.31,0.00,0.41,0.21,0.06,0.06,0.45,0.23,0.06,0.18,0.22,N/A,0.17,0.42,0.57,0.18,0.11,0.30,0.27,0.22,0.19,0.18,0.16
0.13,1,0.67,0.16,0.30,0.19,0.20,0.67,0.15,0.16,0.06,0.16,0.17,0.05,0.13,0.17,0.15,0.22,0.26,0.28,0.08,0.15,0.29,0.12,0.20,0.14,0.19,0.14,0.02,0.06,0.19,0.26,0.15,0.59,0.09,N/A,0.06,0.29,0.32,0.62,0.20,0.29,0.12,0.31,0.08,0.24,0.14
0.08,0.67,1,0.03,0.22,0.21,0.08,1.00,0.12,0.11,0.08,0.02,0.13,0.02,0.01,0.12,0.06,0.03,0.19,0.20,0.09,-0.00,0.19,0.11,0.12,0.08,0.21,0.17,0.04,0.09,0.10,0.13,0.07,0.86,0.13,N/A,-0.02,0.22,0.21,0.93,0.13,0.20,0.18,0.09,0.03,0.11,0.10
0.19,0.16,0.03,1,0.04,0.30,0.37,0.03,0.55,0.11,0.21,0.10,0.22,0.09,0.14,0.48,0.47,0.08,0.27,0.21,0.24,0.31,0.34,0.20,0.06,0.12,0.30,-0.05,0.13,0.04,0.29,0.42,0.06,0.18,0.16,N/A,0.42,0.43,0.39,0.06,0.37,0.21,0.08,0.36,0.05,0.55,-0.02
0.11,0.30,0.22,0.04,1,0.33,0.11,0.22,0.10,0.17,0.02,0.15,0.27,0.04,0.19,0.10,0.15,0.18,0.13,0.32,-0.03,0.01,0.37,0.18,0.32,0.21,0.33,0.26,0.02,0.26,0.23,0.19,0.22,0.25,0.32,N/A,0.04,0.21,0.28,0.27,0.09,0.25,0.31,0.19,-0.01,0.17,0.30
0.41,0.19,0.21,0.30,0.33,1,0.54,0.21,0.42,0.26,0.11,0.13,0.37,0.08,0.44,0.23,0.14,0.24,0.39,0.37,0.22,0.03,0.25,0.19,0.19,0.08,1.00,0.31,0.12,0.14,0.31,0.36,0.13,0.31,0.43,N/A,0.19,0.41,0.56,0.29,0.30,0.36,0.46,0.28,0.21,0.41,0.32
0.27,0.20,0.08,0.37,0.11,0.54,1,0.08,0.32,0.23,0.31,0.06,0.17,0.01,0.11,0.16,0.29,0.10,0.52,0.49,0.12,0.11,0.31,0.15,0.11,0.13,0.54,0.06,0.06,0.05,0.25,0.27,0.24,0.22,0.25,N/A,0.12,0.43,0.47,0.13,0.34,0.31,0.17,0.20,0.18,0.40,0.22
0.08,0.67,1.00,0.03,0.22,0.21,0.08,1,0.12,0.11,0.08,0.02,0.13,0.02,0.01,0.12,0.06,0.03,0.19,0.20,0.09,-0.00,0.19,0.11,0.12,0.08,0.21,0.17,0.04,0.09,0.10,0.13,0.07,0.86,0.13,N/A,-0.02,0.22,0.21,0.93,0.13,0.20,0.18,0.09,0.03,0.11,0.10
0.23,0.15,0.12,0.55,0.10,0.42,0.32,0.12,1,0.14,0.06,0.00,0.18,0.03,0.21,0.39,0.42,0.20,0.22,0.22,0.25,0.36,0.27,0.13,0.14,0.25,0.42,0.14,0.61,0.04,0.17,0.44,0.10,0.19,0.28,N/A,0.14,0.29,0.43,0.16,0.34,0.23,0.14,0.45,0.09,0.53,0.12
0.21,0.16,0.11,0.11,0.17,0.26,0.23,0.11,0.14,1,0.09,0.25,0.16,0.16,0.07,0.04,0.28,0.33,0.21,0.24,0.12,0.07,0.36,0.03,0.14,-0.03,0.26,0.17,0.12,0.13,0.07,0.16,-0.01,0.11,0.41,N/A,0.05,0.21,0.27,0.21,0.11,0.23,0.44,0.16,-0.08,0.13,0.18
0.01,0.06,0.08,0.21,0.02,0.11,0.31,0.08,0.06,0.09,1,0.04,0.08,0.08,0.11,0.03,0.02,-0.07,0.35,0.21,0.01,-0.02,0.11,0.05,0.08,0.07,0.11,0.01,0.06,0.18,0.05,0.02,0.07,0.07,0.02,N/A,0.03,0.21,0.10,0.10,0.05,0.10,0.04,0.04,-0.07,0.07,0.08
-0.01,0.16,0.02,0.10,0.15,0.13,0.06,0.02,0.00,0.25,0.04,1,0.13,0.41,0.13,0.13,0.11,0.24,0.17,0.13,0.07,0.08,0.15,-0.01,-0.07,0.07,0.13,0.07,0.04,-0.00,0.13,0.13,0.08,0.17,0.15,N/A,0.16,0.24,0.20,0.06,0.09,0.16,0.18,0.20,0.01,0.01,-0.02
0.23,0.17,0.13,0.22,0.27,0.37,0.17,0.13,0.18,0.16,0.08,0.13,1,0.03,0.28,0.24,0.13,0.12,0.16,0.35,0.16,-0.01,0.30,0.11,0.17,0.19,0.37,0.06,0.11,0.13,0.29,0.22,0.34,0.21,0.21,N/A,0.20,0.38,0.39,0.13,0.29,0.38,0.14,0.28,-0.09,0.36,0.23
0.05,0.05,0.02,0.09,0.04,0.08,0.01,0.02,0.03,0.16,0.08,0.41,0.03,1,0.01,0.01,0.00,0.07,0.06,0.03,0.06,0.06,0.14,0.06,-0.02,-0.03,0.08,0.03,0.01,0.05,0.19,0.07,0.02,0.13,0.04,N/A,0.16,0.13,0.22,0.06,0.03,0.10,0.13,0.05,0.01,-0.01,0.01
0.17,0.13,0.01,0.14,0.19,0.44,0.11,0.01,0.21,0.07,0.11,0.13,0.28,0.01,1,-0.06,-0.02,0.03,0.21,0.24,0.02,-0.08,0.15,0.17,0.27,-0.04,0.44,0.16,0.05,0.02,0.07,0.01,0.10,0.06,0.21,N/A,0.09,0.28,0.21,0.03,0.22,0.05,0.23,0.09,0.16,0.07,0.13
0.20,0.17,0.12,0.48,0.10,0.23,0.16,0.12,0.39,0.04,0.03,0.13,0.24,0.01,-0.06,1,0.37,0.18,0.16,0.13,0.28,0.20,0.30,0.20,0.01,0.32,0.23,0.09,0.14,0.23,0.21,0.49,0.10,0.21,0.25,N/A,0.34,0.28,0.44,0.16,0.31,0.30,-0.02,0.48,-0.02,0.54,0.08
0.18,0.15,0.06,0.47,0.15,0.14,0.29,0.06,0.42,0.28,0.02,0.11,0.13,0.00,-0.02,0.37,1,0.23,0.26,0.26,0.22,0.24,0.44,0.09,0.07,0.29,0.14,0.15,0.22,0.09,0.26,0.49,0.13,0.20,0.26,N/A,0.30,0.39,0.37,0.10,0.23,0.28,-0.02,0.47,0.04,0.57,0.01
0.15,0.22,0.03,0.08,0.18,0.24,0.10,0.03,0.20,0.33,-0.07,0.24,0.12,0.07,0.03,0.18,0.23,1,0.02,0.19,0.08,0.21,0.22,0.13,-0.11,0.39,0.24,0.17,0.15,0.21,0.03,0.27,-0.01,0.03,0.35,N/A,0.16,0.04,0.27,0.09,0.13,0.12,0.17,0.32,0.11,0.22,0.23
0.56,0.26,0.19,0.27,0.13,0.39,0.52,0.19,0.22,0.21,0.35,0.17,0.16,0.06,0.21,0.16,0.26,0.02,1,0.44,0.08,0.10,0.30,0.13,0.33,0.12,0.39,0.11,0.08,0.07,0.42,0.22,0.09,0.27,0.18,N/A,0.13,0.48,0.53,0.25,0.30,0.32,0.19,0.34,0.38,0.24,0.09
0.30,0.28,0.20,0.21,0.32,0.37,0.49,0.20,0.22,0.24,0.21,0.13,0.35,0.03,0.24,0.13,0.26,0.19,0.44,1,0.11,0.08,0.41,0.03,0.30,0.20,0.37,0.17,0.13,0.13,0.21,0.21,0.60,0.23,0.30,N/A,0.06,0.35,0.50,0.21,0.34,0.18,0.24,0.24,0.03,0.44,0.27
0.16,0.08,0.09,0.24,-0.03,0.22,0.12,0.09,0.25,0.12,0.01,0.07,0.16,0.06,0.02,0.28,0.22,0.08,0.08,0.11,1,0.00,0.05,0.07,0.02,0.10,0.22,0.10,0.06,0.00,0.12,0.22,0.05,0.15,0.09,N/A,0.20,0.18,0.30,0.12,0.20,0.16,0.04,0.24,-0.09,0.19,-0.03
0.04,0.15,-0.00,0.31,0.01,0.03,0.11,-0.00,0.36,0.07,-0.02,0.08,-0.01,0.06,-0.08,0.20,0.24,0.21,0.10,0.08,0.00,1,0.21,0.12,-0.01,0.19,0.03,0.13,0.09,-0.15,0.17,0.14,0.02,0.05,-0.06,N/A,0.13,0.08,0.16,0.00,-0.05,0.17,0.04,0.23,-0.10,0.38,0.05
0.20,0.29,0.19,0.34,0.37,0.25,0.31,0.19,0.27,0.36,0.11,0.15,0.30,0.14,0.15,0.30,0.44,0.22,0.30,0.41,0.05,0.21,1,0.01,0.18,0.14,0.25,0.14,0.22,0.33,0.45,0.34,0.30,0.31,0.30,N/A,0.21,0.42,0.44,0.28,0.15,0.44,0.14,0.37,0.16,0.32,0.24
