1,0.22,0.03,0.16,0.09,0.13,0.47,0.40,0.51,0.34,0.03,0.66,N/A,0.41,0.08,0.11,0.41,N/A,0.10,0.14,0.22,0.80,0.27,N/A,0.12,0.40,0.22,0.17,0.06,0.46,0.37,0.08,0.03,0.22,0.06,0.01,0.25,0.16,0.15,0.20
0.22,1,0.19,0.42,0.44,0.41,0.19,0.24,0.20,0.28,0.37,0.29,N/A,0.25,0.29,0.13,0.31,N/A,0.32,0.33,0.37,0.16,0.35,N/A,0.20,0.47,0.46,0.19,0.07,0.22,0.28,0.00,0.37,0.45,0.09,0.23,0.41,0.28,0.46,0.22
0.03,0.19,1,0.03,-0.05,0.09,-0.01,0.06,0.02,0.11,0.17,0.04,N/A,0.06,0.12,-0.05,0.09,N/A,0.22,0.15,0.06,0.09,0.23,N/A,-0.02,0.14,0.24,-0.01,0.01,0.07,0.04,-0.08,0.18,0.09,0.15,0.10,-0.03,0.16,0.14,0.16
0.16,0.42,0.03,1,0.34,0.24,0.35,0.51,0.19,0.23,0.25,0.22,N/A,0.40,0.20,0.24,0.55,N/A,0.15,0.47,0.40,0.07,0.23,N/A,0.37,0.34,0.17,0.46,0.18,0.44,0.31,0.12,0.22,0.41,0.03,0.18,0.26,0.17,0.24,0.26
0.09,0.44,-0.05,0.34,1,0.12,0.24,0.17,0.18,0.22,0.05,0.15,N/A,0.13,0.18,0.06,0.13,N/A,-0.02,0.27,0.19,0.03,0.29,N/A,0.16,0.28,0.26,0.22,-0.01,0.21,0.13,0.07,0.30,0.14,0.02,0.03,0.41,0.05,0.19,0.10
0.13,0.41,0.09,0.24,0.12,1,0.17,0.32,0.16,0.16,0.45,0.19,N/A,0.29,0.19,0.32,0.20,N/A,0.10,0.28,0.11,0.11,0.17,N/A,0.21,0.14,0.15,0.28,0.32,0.13,0.12,0.21,0.28,0.37,0.31,0.27,0.20,0.39,0.32,0.24
0.47,0.19,-0.01,0.35,0.24,0.17,1,0.43,0.66,0.21,-0.06,0.43,N/A,0.37,0.04,0.30,0.32,N/A,0.10,0.30,0.22,0.47,0.23,N/A,0.11,0.33,0.21,0.20,0.17,0.22,0.40,0.05,0.20,0.27,0.07,0.17,0.21,0.16,0.13,0.19
0.40,0.24,0.06,0.51,0.17,0.32,0.43,1,0.25,0.27,0.10,0.42,N/A,0.61,0.21,0.51,0.60,N/A,0.18,0.48,0.41,0.34,0.16,N/A,0.35,0.28,0.20,0.41,0.31,0.33,0.33,0.05,0.15,0.40,0.01,0.18,0.25,0.23,0.36,0.33
0.51,0.20,0.02,0.19,0.18,0.16,0.66,0.25,1,0.23,0.05,0.44,N/A,0.36,0.05,0.10,0.31,N/A,0.02,0.15,0.24,0.44,0.22,N/A,0.10,0.33,0.26,0.15,0.04,0.13,0.34,0.07,0.36,0.24,0.13,0.06,0.15,0.15,0.11,0.22
0.34,0.28,0.11,0.23,0.22,0.16,0.21,0.27,0.23,1,0.20,0.46,N/A,0.35,0.21,0.11,0.40,N/A,0.19,0.21,0.21,0.24,0.22,N/A,0.05,0.36,0.42,0.15,0.13,0.21,0.25,0.07,0.16,0.13,0.08,0.11,0.23,0.25,0.25,0.42
