1,N/A,0.04,0.26,0.21,-0.06,0.15,-0.01,0.11,0.06,N/A,0.24,0.25,0.01,0.18,0.19,0.04,0.17,N/A,0.09,0.20,0.11,0.29,0.25,0.09,0.08,0.22,0.08,0.18,0.14,-0.02,0.05,0.01,0.20,0.18,-0.04,N/A,0.05,0.23,-0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.04,N/A,1,0.43,0.12,-0.06,0.18,0.03,-0.01,0.10,N/A,0.10,0.12,0.03,0.04,0.03,0.12,0.02,N/A,-0.02,0.11,0.03,-0.02,0.11,0.07,0.06,-0.01,0.03,0.06,0.04,0.02,0.01,0.98,0.09,0.07,-0.01,N/A,-0.05,0.04,-0.02
0.26,N/A,0.43,1,0.17,-0.01,0.27,0.02,0.12,0.04,N/A,0.24,0.05,0.06,0.08,0.20,0.07,0.12,N/A,0.08,0.16,0.05,0.71,0.24,0.14,0.00,0.11,0.00,0.20,-0.07,0.29,0.09,0.44,0.21,0.11,0.14,N/A,0.00,0.19,0.13
0.21,N/A,0.12,0.17,1,0.03,0.13,0.10,0.34,0.13,N/A,0.16,0.11,-0.16,-0.01,0.16,-0.03,0.19,N/A,0.20,0.34,0.20,0.16,0.16,0.06,0.16,-0.05,0.10,0.21,0.15,-0.09,-0.09,0.09,0.15,0.01,0.18,N/A,0.05,0.20,0.20
-0.06,N/A,-0.06,-0.01,0.03,1,-0.12,0.09,0.11,0.08,N/A,0.03,-0.05,-0.02,0.01,-0.03,0.00,-0.11,N/A,0.05,0.01,0.04,0.01,0.00,-0.03,0.00,-0.07,0.07,-0.04,0.08,0.00,-0.02,-0.03,0.06,0.01,0.05,N/A,0.04,0.03,0.03
0.15,N/A,0.18,0.27,0.13,-0.12,1,0.14,0.05,0.05,N/A,0.26,0.36,0.09,0.10,0.03,0.07,0.22,N/A,0.04,0.20,0.12,0.10,0.41,-0.01,0.04,0.16,0.14,0.25,-0.03,0.04,-0.01,0.16,0.20,0.10,0.11,N/A,0.18,0.25,0.13
-0.01,N/A,0.03,0.02,0.10,0.09,0.14,1,0.06,-0.02,N/A,0.22,0.04,0.01,0.01,0.14,0.03,-0.02,N/A,-0.07,0.00,0.03,0.00,0.07,-0.03,0.00,-0.04,0.36,0.12,0.08,0.00,-0.06,0.04,0.11,0.01,-0.03,N/A,0.04,-0.07,-0.03
0.11,N/A,-0.01,0.12,0.34,0.11,0.05,0.06,1,0.06,N/A,0.27,0.02,-0.11,0.16,0.35,-0.17,0.23,N/A,0.08,0.02,0.02,0.15,0.13,0.15,0.08,0.03,0.55,0.11,0.08,-0.00,-0.07,-0.01,0.17,0.16,-0.02,N/A,0.36,0.31,-0.04
0.06,N/A,0.10,0.04,0.13,0.08,0.05,-0.02,0.06,1,N/A,0.06,0.05,-0.02,0.00,0.03,-0.03,-0.09,N/A,0.14,0.20,0.01,-0.02,0.01,0.05,-0.01,0.06,0.15,-0.02,0.04,-0.01,0.08,0.09,0.15,0.02,-0.02,N/A,0.11,0.05,-0.02
